eval_id,district_id,district_name,evaluation_timestamp,precision_rate,recall_rate,f1_score,false_alarm_rate,concept_drift_status,model_version
EVAL-00043,17,Chengalpattu,2024-10-22 06:31:26,0.954,0.942,0.874,0.063,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00044,23,Namakkal,2025-08-21 09:51:28,0.948,0.939,0.856,0.060,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00045,17,Chengalpattu,2025-09-17 07:47:24,0.870,0.886,0.913,0.073,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00046,33,Thiruvarur,2024-09-19 09:25:48,0.928,0.869,0.855,0.074,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00047,3,Madurai,2026-08-07 02:21:20,0.832,0.926,0.836,0.073,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00048,10,Krishnagiri,2026-02-11 20:59:11,0.907,0.877,0.941,0.073,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00049,7,Erode,2026-06-17 20:59:57,0.938,0.927,0.941,0.070,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00050,35,Mayiladuthurai,2025-04-03 15:32:22,0.858,0.804,0.920,0.089,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00051,22,Dharmapuri,2026-05-04 05:56:01,0.827,0.923,0.939,0.072,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00052,5,Tiruchirappalli,2025-03-19 08:04:38,0.829,0.944,0.945,0.053,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00053,21,Kallakurichi,2024-11-07 00:34:07,0.864,0.807,0.922,0.080,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00054,28,Pudukkottai,2026-01-04 06:09:29,0.838,0.834,0.822,0.048,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00055,12,Thanjavur,2025-09-26 10:18:53,0.822,0.818,0.946,0.041,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00056,29,Sivaganga,2026-06-28 14:32:35,0.861,0.840,0.827,0.053,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00057,26,Ariyalur,2026-05-10 22:29:19,0.931,0.830,0.828,0.078,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00058,30,Ramanathapuram,2025-04-08 01:42:13,0.900,0.924,0.847,0.052,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00059,32,Theni,2025-12-03 11:13:31,0.914,0.804,0.831,0.087,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00060,3,Madurai,2025-11-16 21:35:08,0.829,0.801,0.832,0.088,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00061,20,Viluppuram,2026-06-12 04:13:06,0.906,0.886,0.851,0.059,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00062,27,Perambalur,2025-04-25 05:41:37,0.874,0.858,0.901,0.089,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00063,30,Ramanathapuram,2025-09-21 21:47:06,0.915,0.879,0.855,0.064,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00064,26,Ariyalur,2026-05-16 17:48:36,0.944,0.902,0.949,0.086,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00065,16,Kancheepuram,2025-10-10 12:23:20,0.838,0.901,0.944,0.041,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00066,1,Chennai,2026-07-18 15:05:40,0.931,0.807,0.823,0.058,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00067,21,Kallakurichi,2025-11-07 23:36:09,0.826,0.936,0.938,0.065,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00068,34,Nagapattinam,2025-11-06 10:57:11,0.916,0.925,0.916,0.076,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00069,8,Tiruppur,2025-01-13 04:57:14,0.901,0.948,0.880,0.056,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00070,25,Karur,2025-04-27 21:00:17,0.850,0.926,0.845,0.089,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00071,1,Chennai,2025-04-05 21:40:12,0.891,0.860,0.834,0.070,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00072,26,Ariyalur,2024-10-11 11:15:20,0.946,0.893,0.861,0.063,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00073,36,Ranipet,2025-01-06 13:46:32,0.929,0.814,0.865,0.055,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00074,18,Tiruvallur,2024-10-21 02:09:49,0.878,0.926,0.853,0.052,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00075,29,Sivaganga,2026-01-20 09:52:24,0.957,0.912,0.873,0.083,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00076,13,Thoothukudi,2025-07-07 08:07:27,0.843,0.811,0.897,0.079,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00077,8,Tiruppur,2025-07-17 14:57:03,0.936,0.854,0.911,0.081,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00078,32,Theni,2026-05-25 14:12:59,0.892,0.921,0.885,0.068,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00079,38,Tiruvannamalai,2025-07-11 03:05:38,0.945,0.895,0.817,0.046,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00080,17,Chengalpattu,2025-02-06 22:59:59,0.829,0.939,0.880,0.084,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00081,3,Madurai,2026-01-21 18:12:53,0.933,0.922,0.879,0.051,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00082,32,Theni,2025-06-17 03:41:43,0.866,0.868,0.849,0.060,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00083,2,Coimbatore,2025-12-05 13:50:49,0.893,0.828,0.899,0.080,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00084,22,Dharmapuri,2026-07-14 12:58:22,0.954,0.874,0.941,0.081,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00085,16,Kancheepuram,2026-08-08 22:11:38,0.958,0.802,0.860,0.083,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00086,17,Chengalpattu,2026-07-19 13:30:15,0.955,0.897,0.845,0.056,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00087,13,Thoothukudi,2026-08-16 05:58:47,0.883,0.832,0.899,0.050,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00088,10,Krishnagiri,2025-12-22 21:22:48,0.918,0.906,0.937,0.080,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00089,26,Ariyalur,2024-12-25 01:00:01,0.906,0.843,0.871,0.068,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00090,22,Dharmapuri,2025-10-07 09:13:28,0.939,0.926,0.927,0.066,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00091,23,Namakkal,2026-07-31 03:26:53,0.958,0.839,0.934,0.086,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00092,21,Kallakurichi,2026-01-22 14:05:59,0.824,0.921,0.833,0.044,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00093,9,Vellore,2025-05-27 09:55:03,0.917,0.891,0.921,0.053,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00094,11,Dindigul,2025-12-20 14:23:39,0.938,0.843,0.915,0.040,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00095,38,Tiruvannamalai,2025-03-18 02:44:15,0.908,0.821,0.824,0.079,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00096,36,Ranipet,2025-09-14 14:49:59,0.831,0.825,0.933,0.076,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00097,13,Thoothukudi,2024-09-29 01:47:29,0.848,0.920,0.874,0.086,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00098,11,Dindigul,2024-09-19 06:04:00,0.843,0.927,0.889,0.041,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00099,24,Nilgiris,2025-05-14 01:02:40,0.959,0.913,0.908,0.075,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00100,2,Coimbatore,2026-02-27 02:16:47,0.861,0.903,0.814,0.072,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00101,7,Erode,2025-01-02 17:30:31,0.822,0.906,0.941,0.065,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00102,30,Ramanathapuram,2024-10-24 07:29:46,0.859,0.885,0.851,0.060,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00103,18,Tiruvallur,2025-03-20 16:52:16,0.883,0.905,0.888,0.042,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00104,2,Coimbatore,2025-12-10 13:03:41,0.931,0.846,0.948,0.042,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00105,3,Madurai,2024-10-06 17:36:48,0.854,0.938,0.855,0.073,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00106,18,Tiruvallur,2025-12-25 08:12:16,0.892,0.891,0.906,0.062,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00107,8,Tiruppur,2026-04-23 09:16:56,0.878,0.863,0.852,0.046,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00108,37,Tirupathur,2025-03-07 20:13:47,0.830,0.890,0.830,0.058,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00109,3,Madurai,2024-12-22 02:02:29,0.889,0.910,0.945,0.041,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00110,29,Sivaganga,2025-02-01 01:57:06,0.858,0.825,0.835,0.086,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00111,36,Ranipet,2024-11-23 08:14:41,0.888,0.853,0.913,0.085,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00112,15,Tenkasi,2025-06-30 14:03:56,0.935,0.868,0.831,0.071,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00113,6,Tirunelveli,2024-09-25 02:54:51,0.941,0.868,0.858,0.060,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00114,10,Krishnagiri,2025-05-09 08:59:24,0.911,0.856,0.946,0.065,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00115,36,Ranipet,2026-01-06 02:57:59,0.936,0.948,0.831,0.070,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00116,2,Coimbatore,2025-12-29 07:58:39,0.832,0.809,0.945,0.058,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00117,15,Tenkasi,2026-02-18 17:07:35,0.861,0.867,0.887,0.042,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00118,18,Tiruvallur,2024-12-24 06:56:48,0.921,0.940,0.820,0.059,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00119,38,Tiruvannamalai,2024-09-19 10:57:46,0.956,0.866,0.856,0.053,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00120,23,Namakkal,2024-11-19 11:23:54,0.902,0.891,0.864,0.088,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00121,3,Madurai,2026-07-18 15:22:51,0.835,0.895,0.872,0.084,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00122,12,Thanjavur,2025-10-12 20:55:54,0.844,0.894,0.946,0.062,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00123,29,Sivaganga,2025-08-13 03:22:34,0.920,0.844,0.848,0.061,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00124,32,Theni,2025-07-03 17:06:21,0.910,0.873,0.906,0.085,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00125,10,Krishnagiri,2026-05-30 20:07:17,0.849,0.912,0.912,0.085,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00126,27,Perambalur,2026-06-19 01:14:32,0.823,0.813,0.885,0.080,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00127,35,Mayiladuthurai,2025-08-18 23:28:32,0.921,0.901,0.851,0.077,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00128,5,Tiruchirappalli,2024-11-12 12:42:01,0.911,0.836,0.884,0.082,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00129,36,Ranipet,2025-12-20 01:06:11,0.924,0.929,0.895,0.081,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00130,36,Ranipet,2025-12-08 21:12:44,0.859,0.905,0.815,0.055,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00131,31,Virudhunagar,2025-10-01 10:00:29,0.904,0.829,0.864,0.074,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00132,3,Madurai,2025-05-30 05:32:49,0.828,0.928,0.892,0.040,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00133,6,Tirunelveli,2025-09-25 22:02:07,0.865,0.933,0.832,0.057,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00134,33,Thiruvarur,2025-08-20 04:59:52,0.839,0.864,0.819,0.062,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00135,2,Coimbatore,2026-04-19 02:15:11,0.891,0.839,0.948,0.088,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00136,33,Thiruvarur,2026-06-14 07:45:36,0.922,0.911,0.831,0.074,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00137,2,Coimbatore,2026-03-22 03:57:01,0.904,0.808,0.865,0.062,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00138,16,Kancheepuram,2025-05-18 13:42:11,0.889,0.906,0.938,0.060,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00139,38,Tiruvannamalai,2025-03-27 06:17:11,0.856,0.882,0.879,0.048,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00140,30,Ramanathapuram,2025-11-19 20:16:27,0.852,0.857,0.860,0.077,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00141,16,Kancheepuram,2025-08-30 03:54:38,0.877,0.915,0.850,0.043,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00142,22,Dharmapuri,2025-01-07 10:52:57,0.912,0.831,0.884,0.087,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00143,5,Tiruchirappalli,2025-01-18 11:00:14,0.916,0.879,0.914,0.076,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00144,14,Kanniyakumari,2025-07-12 12:34:20,0.952,0.874,0.906,0.074,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00145,10,Krishnagiri,2025-10-18 02:35:36,0.894,0.806,0.851,0.054,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00146,36,Ranipet,2026-04-05 12:30:58,0.866,0.852,0.935,0.073,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00147,18,Tiruvallur,2025-06-21 01:31:15,0.932,0.843,0.891,0.053,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00148,25,Karur,2026-02-15 20:18:37,0.931,0.851,0.945,0.057,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00149,8,Tiruppur,2024-12-25 10:16:22,0.922,0.813,0.867,0.090,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00150,16,Kancheepuram,2026-06-21 21:59:39,0.929,0.942,0.856,0.054,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00151,8,Tiruppur,2025-03-15 03:19:12,0.952,0.903,0.915,0.060,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00152,38,Tiruvannamalai,2026-06-10 02:32:24,0.925,0.800,0.818,0.050,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00153,34,Nagapattinam,2025-11-13 23:10:22,0.942,0.852,0.862,0.071,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00154,28,Pudukkottai,2025-01-08 05:46:01,0.898,0.856,0.815,0.062,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00155,34,Nagapattinam,2025-12-12 04:23:38,0.826,0.924,0.945,0.065,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00156,21,Kallakurichi,2026-04-26 13:16:27,0.865,0.846,0.910,0.064,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00157,27,Perambalur,2026-06-21 21:17:50,0.957,0.846,0.823,0.043,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00158,17,Chengalpattu,2025-06-02 07:06:27,0.823,0.852,0.859,0.044,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00159,10,Krishnagiri,2025-02-05 15:27:13,0.942,0.857,0.877,0.056,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00160,1,Chennai,2026-02-02 09:32:25,0.926,0.911,0.862,0.047,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00161,30,Ramanathapuram,2025-11-25 09:08:07,0.940,0.803,0.940,0.064,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00162,14,Kanniyakumari,2026-05-02 10:15:08,0.913,0.948,0.844,0.045,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00163,9,Vellore,2025-01-17 00:11:16,0.923,0.915,0.856,0.055,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00164,27,Perambalur,2025-09-16 11:22:21,0.868,0.847,0.879,0.065,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00165,13,Thoothukudi,2024-11-30 00:09:41,0.851,0.819,0.897,0.070,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00166,25,Karur,2025-11-12 11:34:11,0.911,0.843,0.863,0.081,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00167,12,Thanjavur,2025-06-18 13:15:39,0.954,0.857,0.817,0.069,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00168,22,Dharmapuri,2026-01-30 02:32:03,0.860,0.906,0.848,0.054,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00169,4,Salem,2026-05-12 05:56:20,0.822,0.933,0.927,0.066,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00170,19,Cuddalore,2025-11-18 21:13:59,0.834,0.892,0.828,0.047,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00171,25,Karur,2026-06-23 23:38:55,0.944,0.884,0.864,0.065,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00172,17,Chengalpattu,2026-08-13 18:32:00,0.840,0.853,0.838,0.046,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00173,15,Tenkasi,2025-12-19 00:46:11,0.847,0.874,0.848,0.045,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
