provenance_id,target_record_id,source_dataset,ingested_at,transformation_stage,verification_status,sha256_audit_hash
PRV-000056,CMP-2026-00983,CITIZEN_PORTAL,2026-04-07 22:36:54,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,f905ec2029182e5d0866d35337df332cae69ebbcf7182ef0a5fdf79f2578ccc3
PRV-000057,CMP-2026-00536,CHECKPOST_SCANNER,2026-03-13 11:00:05,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,860980fd47f67000f918ae352437b18dfcaa47c2685b65f4ebee43c23d8da6fb
PRV-000058,CMP-2026-00708,CITIZEN_PORTAL,2024-12-02 08:21:48,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,976c608a6a73008e5951eb7c50616352d88917193c64d54afacff68f121123ae
PRV-000059,CMP-2026-00850,CITIZEN_PORTAL,2025-05-12 14:10:39,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,c5491c76c82162bbcf7ac8f50a118a8dd088be282b9c29157054c07df2e0c6ba
PRV-000060,CMP-2026-01008,HEALTH_STAT,2025-07-06 04:14:26,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,c0e15bedea3c1c03d27acceb29eb8fce19e9181d3b2a157b91943c8bf0270635
PRV-000061,CMP-2026-00466,HEALTH_STAT,2025-04-22 03:34:13,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,5ba3d60d2f251100ab9efed0b34099ab21a8f298da0ace6d6db1360c0b841c23
PRV-000062,CMP-2026-00744,POLICE_LEDGER,2026-05-12 14:14:41,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,0452dfe29285ed6428b2792e7b5de70654063b9c254a853bfdc507407e3b98db
PRV-000063,CMP-2026-00617,HEALTH_STAT,2025-06-18 14:50:55,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,4e9fe4be565e597333c3f41746aacd98bbf4bc2ccd3b049dd48d5fd7352f397b
PRV-000064,CMP-2026-00241,CHECKPOST_SCANNER,2025-03-30 05:28:09,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,05190d3822f7af2241a56c10cde645185bbe8ee166793b594fe0dc8a7b1bc8e9
PRV-000065,CMP-2026-00269,HEALTH_STAT,2025-04-18 22:18:14,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,0989e541216d9cdc2ac33ac61cac8b9757e5120b12ea06b42712fef8c10cc816
PRV-000066,CMP-2026-00317,HEALTH_STAT,2026-01-22 22:43:08,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,0a38ea6887e63334c55ecebb8cdeae4fb723347cf881d6970cab6763fe053238
PRV-000067,CMP-2026-01123,HEALTH_STAT,2025-01-02 23:56:22,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,e0f38425c4d50e04c55f25349381b7ae407c66a8bbe13d566ee1ee3ad76fe122
PRV-000068,CMP-2026-00398,CHECKPOST_SCANNER,2025-10-12 20:36:39,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,e894cc4a70a7a548b6a92eaec4e011f78d7f9bc8e10ecce92bb859e6289a14fb
PRV-000069,CMP-2026-01223,CITIZEN_PORTAL,2026-08-09 23:01:33,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,40f233e63867599c7908091e660b684335a86f1cf63aea35b98395bf1184ebbe
PRV-000070,CMP-2026-00683,POLICE_LEDGER,2026-06-07 12:24:11,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,57c62d67f712ea27fc27c6f7f9886b5119a061e65bca762c2dbbd332796ced1a
PRV-000071,CMP-2026-00834,CHECKPOST_SCANNER,2025-03-25 11:47:20,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,29decb0cebf29384d668c4a37c7018e8ae80bb2c14bf97d60d7a290c6705b204
PRV-000072,CMP-2026-00104,HEALTH_STAT,2025-09-17 21:02:34,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,0406c6392e24a97055dcaad3985703477bd391517fa48e3e513816f6a728c810
PRV-000073,CMP-2026-00891,POLICE_LEDGER,2025-08-29 10:14:08,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,bf90f994684011f37c54269fcbd4e1b9820570b8d75b06164b5b8a51fbc53a72
PRV-000074,CMP-2026-00063,HEALTH_STAT,2025-11-04 23:06:17,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,c09250b0cb59cc82720311b945feeddac60f90a608a3b4316adce95ca8c19892
PRV-000075,CMP-2026-00769,HEALTH_STAT,2025-09-05 19:16:34,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,03223922b8a1367e6ae26f66f033d8443fe375420c70e5fc3283ff7795b428e0
PRV-000076,CMP-2026-01157,CHECKPOST_SCANNER,2025-11-05 16:58:47,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,bb186a77f3407ed628446e8d261235c5716fb80842e350bb197ae8a52eeeafed
PRV-000077,CMP-2026-00577,CITIZEN_PORTAL,2025-08-14 16:53:52,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,99b433eeacfea13580d6b36d19aa49bb8249b200199ec63ccf5f676f4c902420
PRV-000078,CMP-2026-00919,CITIZEN_PORTAL,2025-04-05 01:02:52,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,f49acf2b9f6ad793028dccd8882fd0555d50862d8fcbe75c854f9371e0f21276
PRV-000079,CMP-2026-00257,CITIZEN_PORTAL,2024-12-01 12:27:45,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,8aba63a5f4c2e873ffbd570637f8ef998157c9f4fffc56aaf75099fc3195658c
PRV-000080,CMP-2026-00204,HEALTH_STAT,2025-08-28 09:19:10,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,21b515804ff96b3789a86260ca8758b5729e8db9e57ddc59f1cc567806ec281d
PRV-000081,CMP-2026-01024,HEALTH_STAT,2026-04-01 07:02:52,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,4fbe7ea3da833fd1bc170977ca7e95b5baef6e3557e247cbd0afdb7ec77b2ffb
PRV-000082,CMP-2026-00157,CHECKPOST_SCANNER,2026-06-17 00:44:35,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,c9d44ec52f587f6abd6c98a2801d490f7b9f4b97be714d61274107b854cdc46d
PRV-000083,CMP-2026-00677,HEALTH_STAT,2026-04-11 12:15:22,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,bc3fde3410f7d2d08ee03e34ae4ff3e8419649106c9034efa73d55a66006e9cd
PRV-000084,CMP-2026-00816,POLICE_LEDGER,2025-08-19 17:27:55,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,e09377fc7b0c9c064943a252a5eb937a38f3bccd10220e6f1c0d084caf1887d8
PRV-000085,CMP-2026-01164,POLICE_LEDGER,2025-12-30 12:55:17,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,c064535b746f04a255b3151be805139ddc6f34177f1d5b3fbddf445990053573
PRV-000086,CMP-2026-00024,CHECKPOST_SCANNER,2026-04-01 06:03:27,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,1b25109092acbfa90771ce04977b26727de460912bc011552e6ecd304c915abf
PRV-000087,CMP-2026-00123,CITIZEN_PORTAL,2026-05-15 16:30:48,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,f6f7c0ef5615b87dcf07acce99ba1013c0de625a374ebf00f9ef1addcdbfdeac
PRV-000088,CMP-2026-00087,CHECKPOST_SCANNER,2025-07-04 02:13:53,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,03b255784d93943993f1c9d137de7d9e9febe4138c7a026d66914060676c7c39
PRV-000089,CMP-2026-00851,POLICE_LEDGER,2025-12-15 03:40:40,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,2cdc146e8bab50a252e1f099f6f38cac0a8bc1ffde794439144d5acde23ce4b7
PRV-000090,CMP-2026-00986,CHECKPOST_SCANNER,2026-01-23 23:12:11,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,3681fd0d194821cb2fbc92b2837eefa72727999637b5d3eea272ae80d72ef403
PRV-000091,CMP-2026-00613,CITIZEN_PORTAL,2025-07-05 08:55:14,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,25dd31ef7bc5537cf4368d589657e0de8f108f21866eefd1d0060ec3a81bfa3e
PRV-000092,CMP-2026-00554,CHECKPOST_SCANNER,2025-01-08 19:36:57,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,a0f39861d4793cd95d909ca82f99260e0c3b79e129cd45820ad77b159c0230ab
PRV-000093,CMP-2026-00860,CHECKPOST_SCANNER,2025-09-07 02:42:21,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,28d64a4ae279c7cbf4a64e6733e84f24b50b8b37c2a416bad1addd7bbf04e475
PRV-000094,CMP-2026-00436,HEALTH_STAT,2025-12-29 12:58:14,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,059012c327262ee2735de8d1c8926c4417e3e7df389c9ba98f1e28a2c77306a7
PRV-000095,CMP-2026-01141,CITIZEN_PORTAL,2025-09-23 10:28:52,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,1f3cf3fee33f7298a91cba8b00948b8f0d46cd8c3c1058cd8d9e5fdc3ba22fad
PRV-000096,CMP-2026-01122,CHECKPOST_SCANNER,2025-09-02 16:13:39,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,3661406a734a51e4fcb1c329116d0b3b44f5fc4cc23be0ceda450e53c0984f9c
PRV-000097,CMP-2026-00388,POLICE_LEDGER,2024-11-16 15:24:36,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,792f970bad20929fb574fe4bd64a9e011906dc19ed7ce5adaa0e6977490d315a
PRV-000098,CMP-2026-01022,HEALTH_STAT,2025-04-21 22:33:19,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,ec3474156f7b3e9627343d466e82eee5a137c6d4dbc9fe1873559e604ca0bd79
PRV-000099,CMP-2026-00282,POLICE_LEDGER,2026-06-02 01:31:27,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,3aa32ad7ac5ffb30c70daa3def49ce46cd6ce18d89f0eb865bb704be7eeddb27
PRV-000100,CMP-2026-00014,POLICE_LEDGER,2026-02-25 03:01:06,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,3ab08da75f2a1bc2643903d9c14967a98e190a38c32151ca12c424da82ce55ed
PRV-000101,CMP-2026-01246,POLICE_LEDGER,2024-09-19 12:05:15,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,930cd0357dc1318b62e79898777af64bafdae7afa780b337a42d602287b19353
PRV-000102,CMP-2026-01177,HEALTH_STAT,2024-09-19 06:31:07,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,1f9ae88b8e607031e2c5617c3f2605ae5ce7f5d75d9753a0508f419d847e89d8
PRV-000103,CMP-2026-00677,CHECKPOST_SCANNER,2025-10-18 03:58:03,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,bf3529167666bc40014bd7345b0b04cb8173461dce65c3ccc5fd09cf07002104
PRV-000104,CMP-2026-00207,CITIZEN_PORTAL,2025-01-17 23:06:45,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,bb41f1fbc0e07431aeb284f011323065b4cc1b6e18015a40c4f2a0d370062d8c
PRV-000105,CMP-2026-00741,CHECKPOST_SCANNER,2024-10-14 17:58:21,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,ce297443d707c38bb767e45eaaf3f170aaf579da84cec4fba970fcd71e2f1af3
PRV-000106,CMP-2026-00014,CHECKPOST_SCANNER,2026-07-18 12:28:35,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,43ebf452b2a979d7ed038f15945c188e1d730e08190eed2aa7296dd56b0ed593
PRV-000107,CMP-2026-00757,CHECKPOST_SCANNER,2026-07-23 03:41:27,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,b999476f3cc429c4b85430bf305e5a4f946d595f81500c3ce2f2a5278eab0f6b
PRV-000108,CMP-2026-00242,POLICE_LEDGER,2025-04-27 06:17:38,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,2c421b03f6592184b5df3e2a05fbe8ba426f10bcb8457b1e26f65254f59c7bff
PRV-000109,CMP-2026-00172,CHECKPOST_SCANNER,2025-01-16 19:56:37,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,f2cb69192f77e82bd26f9c954ce208e8a9ccd1ce8509a4bde2a38f55eb329d22
PRV-000110,CMP-2026-00347,HEALTH_STAT,2025-09-08 13:57:37,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,61b5799f20b917acc71c2ff225a68cd45f809d85efeea340ca93813d9b9faa5b
PRV-000111,CMP-2026-01220,HEALTH_STAT,2025-07-17 15:39:59,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,c39190d430588e9844051faa384db90d86e50f49e97ca4da4124b735513c2cee
PRV-000112,CMP-2026-00616,CHECKPOST_SCANNER,2025-04-11 00:33:43,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,e8ad4bc549d0f890bf3732ffbb6b1e033c0053e87b58c6362990c12ca46d271c
PRV-000113,CMP-2026-01189,CITIZEN_PORTAL,2026-02-08 12:02:32,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,3b0856225d9431707b5866a74581525d02aa77747a7d66c0cf3fd0c2a1eae66d
PRV-000114,CMP-2026-00126,CITIZEN_PORTAL,2025-11-25 06:23:46,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,b69e10aa25919c8023833e82768aa20d092890a7e1f37c418d561532b615fef3
PRV-000115,CMP-2026-00165,CITIZEN_PORTAL,2024-10-31 18:09:24,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,4f53408dd2717b4dd91f3357341902a0616bc9020ee460d713aeb88513c9f66b
PRV-000116,CMP-2026-00071,CITIZEN_PORTAL,2025-07-16 14:23:13,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,8537f0903e41dfff40068b501283552dbb93b8b12754b2aa89af888f2e26bb0b
