locality_id,taluk_id,district_id,district_name,locality_name,locality_type,latitude,longitude
135,45,9,Vellore,Vellore Central Industrial Bypass,RESIDENTIAL_WARD,12.8734,79.0909
136,46,10,Krishnagiri,Krishnagiri North Market,TRANSIT_JUNCTION,12.5687,78.2189
137,46,10,Krishnagiri,Krishnagiri North Campus Zone,TRANSIT_JUNCTION,12.5688,78.2216
138,46,10,Krishnagiri,Krishnagiri North Industrial Bypass,RESIDENTIAL_WARD,12.5791,78.2277
139,47,10,Krishnagiri,Krishnagiri South Market,RESIDENTIAL_WARD,12.5237,78.1882
140,47,10,Krishnagiri,Krishnagiri South Campus Zone,CAMPUS_SECTOR,12.5185,78.1876
141,47,10,Krishnagiri,Krishnagiri South Industrial Bypass,TRANSIT_JUNCTION,12.5301,78.1703
142,48,10,Krishnagiri,Krishnagiri East Market,CAMPUS_SECTOR,12.5316,78.2169
143,48,10,Krishnagiri,Krishnagiri East Campus Zone,RESIDENTIAL_WARD,12.5615,78.2196
144,48,10,Krishnagiri,Krishnagiri East Industrial Bypass,TRANSIT_JUNCTION,12.5643,78.2236
145,49,10,Krishnagiri,Krishnagiri West Market,TRANSIT_JUNCTION,12.5775,78.2405
146,49,10,Krishnagiri,Krishnagiri West Campus Zone,INDUSTRIAL_PARK,12.5583,78.2418
147,49,10,Krishnagiri,Krishnagiri West Industrial Bypass,TRANSIT_JUNCTION,12.5721,78.2580
148,50,10,Krishnagiri,Krishnagiri Central Market,COMMERCIAL_RETAIL,12.5304,78.1889
149,50,10,Krishnagiri,Krishnagiri Central Campus Zone,RESIDENTIAL_WARD,12.5372,78.1663
150,50,10,Krishnagiri,Krishnagiri Central Industrial Bypass,TRANSIT_JUNCTION,12.5413,78.1820
151,51,11,Dindigul,Dindigul North Market,TRANSIT_JUNCTION,10.3478,77.9277
152,51,11,Dindigul,Dindigul North Campus Zone,CAMPUS_SECTOR,10.3608,77.9254
153,51,11,Dindigul,Dindigul North Industrial Bypass,TRANSIT_JUNCTION,10.3606,77.9394
154,52,11,Dindigul,Dindigul South Market,CAMPUS_SECTOR,10.4013,78.0136
155,52,11,Dindigul,Dindigul South Campus Zone,CAMPUS_SECTOR,10.4262,78.0342
156,52,11,Dindigul,Dindigul South Industrial Bypass,RESIDENTIAL_WARD,10.4107,78.0239
157,53,11,Dindigul,Dindigul East Market,RESIDENTIAL_WARD,10.4221,77.9398
158,53,11,Dindigul,Dindigul East Campus Zone,COMMERCIAL_RETAIL,10.3931,77.9467
159,53,11,Dindigul,Dindigul East Industrial Bypass,COMMERCIAL_RETAIL,10.4096,77.9372
160,54,11,Dindigul,Dindigul West Market,TRANSIT_JUNCTION,10.3662,78.0215
161,54,11,Dindigul,Dindigul West Campus Zone,CAMPUS_SECTOR,10.3716,78.0277
162,54,11,Dindigul,Dindigul West Industrial Bypass,TRANSIT_JUNCTION,10.3648,78.0417
163,55,11,Dindigul,Dindigul Central Market,CAMPUS_SECTOR,10.4150,77.9879
164,55,11,Dindigul,Dindigul Central Campus Zone,COMMERCIAL_RETAIL,10.4269,77.9816
165,55,11,Dindigul,Dindigul Central Industrial Bypass,INDUSTRIAL_PARK,10.4263,77.9822
166,56,12,Thanjavur,Thanjavur North Market,COMMERCIAL_RETAIL,10.8098,79.1802
167,56,12,Thanjavur,Thanjavur North Campus Zone,RESIDENTIAL_WARD,10.8201,79.1669
168,56,12,Thanjavur,Thanjavur North Industrial Bypass,CAMPUS_SECTOR,10.7850,79.1825
169,57,12,Thanjavur,Thanjavur South Market,CAMPUS_SECTOR,10.7203,79.0951
170,57,12,Thanjavur,Thanjavur South Campus Zone,COMMERCIAL_RETAIL,10.7381,79.1053
171,57,12,Thanjavur,Thanjavur South Industrial Bypass,TRANSIT_JUNCTION,10.7344,79.0947
172,58,12,Thanjavur,Thanjavur East Market,CAMPUS_SECTOR,10.7868,79.1486
173,58,12,Thanjavur,Thanjavur East Campus Zone,INDUSTRIAL_PARK,10.7861,79.1810
174,58,12,Thanjavur,Thanjavur East Industrial Bypass,RESIDENTIAL_WARD,10.8020,79.1769
175,59,12,Thanjavur,Thanjavur West Market,CAMPUS_SECTOR,10.8259,79.1643
176,59,12,Thanjavur,Thanjavur West Campus Zone,CAMPUS_SECTOR,10.8282,79.1557
177,59,12,Thanjavur,Thanjavur West Industrial Bypass,RESIDENTIAL_WARD,10.8214,79.1687
178,60,12,Thanjavur,Thanjavur Central Market,RESIDENTIAL_WARD,10.7794,79.1540
179,60,12,Thanjavur,Thanjavur Central Campus Zone,RESIDENTIAL_WARD,10.7872,79.1644
180,60,12,Thanjavur,Thanjavur Central Industrial Bypass,RESIDENTIAL_WARD,10.7652,79.1615
181,61,13,Thoothukudi,Thoothukudi North Market,COMMERCIAL_RETAIL,8.7319,78.1433
182,61,13,Thoothukudi,Thoothukudi North Campus Zone,TRANSIT_JUNCTION,8.7096,78.1219
183,61,13,Thoothukudi,Thoothukudi North Industrial Bypass,COMMERCIAL_RETAIL,8.7308,78.1435
184,62,13,Thoothukudi,Thoothukudi South Market,COMMERCIAL_RETAIL,8.7461,78.1507
185,62,13,Thoothukudi,Thoothukudi South Campus Zone,INDUSTRIAL_PARK,8.7101,78.1447
186,62,13,Thoothukudi,Thoothukudi South Industrial Bypass,CAMPUS_SECTOR,8.7417,78.1396
187,63,13,Thoothukudi,Thoothukudi East Market,INDUSTRIAL_PARK,8.7114,78.1641
188,63,13,Thoothukudi,Thoothukudi East Campus Zone,COMMERCIAL_RETAIL,8.7270,78.1577
189,63,13,Thoothukudi,Thoothukudi East Industrial Bypass,COMMERCIAL_RETAIL,8.7183,78.1718
190,64,13,Thoothukudi,Thoothukudi West Market,TRANSIT_JUNCTION,8.7790,78.1592
191,64,13,Thoothukudi,Thoothukudi West Campus Zone,COMMERCIAL_RETAIL,8.7631,78.1500
192,64,13,Thoothukudi,Thoothukudi West Industrial Bypass,RESIDENTIAL_WARD,8.7776,78.1623
193,65,13,Thoothukudi,Thoothukudi Central Market,TRANSIT_JUNCTION,8.7709,78.0742
194,65,13,Thoothukudi,Thoothukudi Central Campus Zone,COMMERCIAL_RETAIL,8.7693,78.1032
195,65,13,Thoothukudi,Thoothukudi Central Industrial Bypass,INDUSTRIAL_PARK,8.7847,78.0975
196,66,14,Kanniyakumari,Kanniyakumari North Market,RESIDENTIAL_WARD,8.0827,77.5533
197,66,14,Kanniyakumari,Kanniyakumari North Campus Zone,TRANSIT_JUNCTION,8.0904,77.5776
198,66,14,Kanniyakumari,Kanniyakumari North Industrial Bypass,INDUSTRIAL_PARK,8.0818,77.5520
199,67,14,Kanniyakumari,Kanniyakumari South Market,RESIDENTIAL_WARD,8.0709,77.5185
200,67,14,Kanniyakumari,Kanniyakumari South Campus Zone,INDUSTRIAL_PARK,8.0660,77.5043
201,67,14,Kanniyakumari,Kanniyakumari South Industrial Bypass,RESIDENTIAL_WARD,8.0883,77.5255
202,68,14,Kanniyakumari,Kanniyakumari East Market,TRANSIT_JUNCTION,8.0452,77.5106
203,68,14,Kanniyakumari,Kanniyakumari East Campus Zone,RESIDENTIAL_WARD,8.0119,77.4953
204,68,14,Kanniyakumari,Kanniyakumari East Industrial Bypass,COMMERCIAL_RETAIL,8.0217,77.5074
205,69,14,Kanniyakumari,Kanniyakumari West Market,CAMPUS_SECTOR,8.1060,77.5104
206,69,14,Kanniyakumari,Kanniyakumari West Campus Zone,INDUSTRIAL_PARK,8.1089,77.5375
207,69,14,Kanniyakumari,Kanniyakumari West Industrial Bypass,TRANSIT_JUNCTION,8.1428,77.5044
208,70,14,Kanniyakumari,Kanniyakumari Central Market,COMMERCIAL_RETAIL,8.1021,77.5312
209,70,14,Kanniyakumari,Kanniyakumari Central Campus Zone,INDUSTRIAL_PARK,8.0645,77.5347
210,70,14,Kanniyakumari,Kanniyakumari Central Industrial Bypass,RESIDENTIAL_WARD,8.0792,77.5335
211,71,15,Tenkasi,Tenkasi North Market,INDUSTRIAL_PARK,8.9576,77.2623
212,71,15,Tenkasi,Tenkasi North Campus Zone,COMMERCIAL_RETAIL,8.9256,77.2528
213,71,15,Tenkasi,Tenkasi North Industrial Bypass,TRANSIT_JUNCTION,8.9278,77.2726
214,72,15,Tenkasi,Tenkasi South Market,INDUSTRIAL_PARK,8.9056,77.2704
215,72,15,Tenkasi,Tenkasi South Campus Zone,COMMERCIAL_RETAIL,8.9155,77.2388
216,72,15,Tenkasi,Tenkasi South Industrial Bypass,TRANSIT_JUNCTION,8.9237,77.2584
217,73,15,Tenkasi,Tenkasi East Market,TRANSIT_JUNCTION,8.9113,77.3120
218,73,15,Tenkasi,Tenkasi East Campus Zone,CAMPUS_SECTOR,8.9218,77.2964
219,73,15,Tenkasi,Tenkasi East Industrial Bypass,INDUSTRIAL_PARK,8.9210,77.2991
220,74,15,Tenkasi,Tenkasi West Market,COMMERCIAL_RETAIL,9.0121,77.2913
221,74,15,Tenkasi,Tenkasi West Campus Zone,CAMPUS_SECTOR,9.0082,77.2715
222,74,15,Tenkasi,Tenkasi West Industrial Bypass,COMMERCIAL_RETAIL,8.9856,77.2619
223,75,15,Tenkasi,Tenkasi Central Market,CAMPUS_SECTOR,8.9992,77.2869
224,75,15,Tenkasi,Tenkasi Central Campus Zone,INDUSTRIAL_PARK,9.0190,77.2830
225,75,15,Tenkasi,Tenkasi Central Industrial Bypass,CAMPUS_SECTOR,9.0100,77.2886
226,76,16,Kancheepuram,Kancheepuram North Market,CAMPUS_SECTOR,12.8986,79.7303
227,76,16,Kancheepuram,Kancheepuram North Campus Zone,CAMPUS_SECTOR,12.8840,79.7422
228,76,16,Kancheepuram,Kancheepuram North Industrial Bypass,INDUSTRIAL_PARK,12.8891,79.7349
229,77,16,Kancheepuram,Kancheepuram South Market,INDUSTRIAL_PARK,12.8342,79.6382
230,77,16,Kancheepuram,Kancheepuram South Campus Zone,CAMPUS_SECTOR,12.8252,79.6560
231,77,16,Kancheepuram,Kancheepuram South Industrial Bypass,INDUSTRIAL_PARK,12.8240,79.6655
232,78,16,Kancheepuram,Kancheepuram East Market,RESIDENTIAL_WARD,12.8651,79.6434
233,78,16,Kancheepuram,Kancheepuram East Campus Zone,RESIDENTIAL_WARD,12.8412,79.6373
234,78,16,Kancheepuram,Kancheepuram East Industrial Bypass,INDUSTRIAL_PARK,12.8322,79.6388
235,79,16,Kancheepuram,Kancheepuram West Market,COMMERCIAL_RETAIL,12.7871,79.7528
236,79,16,Kancheepuram,Kancheepuram West Campus Zone,CAMPUS_SECTOR,12.8144,79.7214
237,79,16,Kancheepuram,Kancheepuram West Industrial Bypass,CAMPUS_SECTOR,12.7897,79.7535
238,80,16,Kancheepuram,Kancheepuram Central Market,INDUSTRIAL_PARK,12.8432,79.6859
239,80,16,Kancheepuram,Kancheepuram Central Campus Zone,CAMPUS_SECTOR,12.8428,79.6927
240,80,16,Kancheepuram,Kancheepuram Central Industrial Bypass,TRANSIT_JUNCTION,12.8185,79.6933
241,81,17,Chengalpattu,Chengalpattu North Market,COMMERCIAL_RETAIL,12.7064,79.9776
242,81,17,Chengalpattu,Chengalpattu North Campus Zone,CAMPUS_SECTOR,12.6845,80.0054
243,81,17,Chengalpattu,Chengalpattu North Industrial Bypass,INDUSTRIAL_PARK,12.6829,80.0029
244,82,17,Chengalpattu,Chengalpattu South Market,RESIDENTIAL_WARD,12.6843,80.0553
245,82,17,Chengalpattu,Chengalpattu South Campus Zone,RESIDENTIAL_WARD,12.6774,80.0270
246,82,17,Chengalpattu,Chengalpattu South Industrial Bypass,CAMPUS_SECTOR,12.6579,80.0322
247,83,17,Chengalpattu,Chengalpattu East Market,TRANSIT_JUNCTION,12.7250,79.9933
248,83,17,Chengalpattu,Chengalpattu East Campus Zone,RESIDENTIAL_WARD,12.7386,79.9907
249,83,17,Chengalpattu,Chengalpattu East Industrial Bypass,COMMERCIAL_RETAIL,12.7254,79.9915
250,84,17,Chengalpattu,Chengalpattu West Market,COMMERCIAL_RETAIL,12.6628,80.0393
251,84,17,Chengalpattu,Chengalpattu West Campus Zone,COMMERCIAL_RETAIL,12.6728,80.0366
252,84,17,Chengalpattu,Chengalpattu West Industrial Bypass,CAMPUS_SECTOR,12.6583,80.0398
253,85,17,Chengalpattu,Chengalpattu Central Market,INDUSTRIAL_PARK,12.6332,80.0183
254,85,17,Chengalpattu,Chengalpattu Central Campus Zone,TRANSIT_JUNCTION,12.6448,80.0245
255,85,17,Chengalpattu,Chengalpattu Central Industrial Bypass,CAMPUS_SECTOR,12.6657,80.0010
256,86,18,Tiruvallur,Tiruvallur North Market,COMMERCIAL_RETAIL,13.1575,79.9318
257,86,18,Tiruvallur,Tiruvallur North Campus Zone,CAMPUS_SECTOR,13.1472,79.9228
258,86,18,Tiruvallur,Tiruvallur North Industrial Bypass,CAMPUS_SECTOR,13.1698,79.9515
259,87,18,Tiruvallur,Tiruvallur South Market,RESIDENTIAL_WARD,13.1714,79.9645
260,87,18,Tiruvallur,Tiruvallur South Campus Zone,RESIDENTIAL_WARD,13.1992,79.9285
261,87,18,Tiruvallur,Tiruvallur South Industrial Bypass,INDUSTRIAL_PARK,13.1868,79.9590
262,88,18,Tiruvallur,Tiruvallur East Market,TRANSIT_JUNCTION,13.1224,79.8567
263,88,18,Tiruvallur,Tiruvallur East Campus Zone,CAMPUS_SECTOR,13.1276,79.8602
264,88,18,Tiruvallur,Tiruvallur East Industrial Bypass,COMMERCIAL_RETAIL,13.1317,79.8513
265,89,18,Tiruvallur,Tiruvallur West Market,RESIDENTIAL_WARD,13.0788,79.8887
266,89,18,Tiruvallur,Tiruvallur West Campus Zone,RESIDENTIAL_WARD,13.0917,79.8873
267,89,18,Tiruvallur,Tiruvallur West Industrial Bypass,CAMPUS_SECTOR,13.0935,79.8780
268,90,18,Tiruvallur,Tiruvallur Central Market,CAMPUS_SECTOR,13.2015,79.8952
269,90,18,Tiruvallur,Tiruvallur Central Campus Zone,INDUSTRIAL_PARK,13.1824,79.9178
270,90,18,Tiruvallur,Tiruvallur Central Industrial Bypass,COMMERCIAL_RETAIL,13.1818,79.8971
271,91,19,Cuddalore,Cuddalore North Market,INDUSTRIAL_PARK,11.7439,79.8287
272,91,19,Cuddalore,Cuddalore North Campus Zone,TRANSIT_JUNCTION,11.7445,79.8406
273,91,19,Cuddalore,Cuddalore North Industrial Bypass,TRANSIT_JUNCTION,11.7672,79.8321
274,92,19,Cuddalore,Cuddalore South Market,CAMPUS_SECTOR,11.6988,79.7534
275,92,19,Cuddalore,Cuddalore South Campus Zone,INDUSTRIAL_PARK,11.7210,79.7519
276,92,19,Cuddalore,Cuddalore South Industrial Bypass,INDUSTRIAL_PARK,11.7266,79.7586
