ticket_id,associated_alert_id,district_id,district_name,assigned_officer_id,created_at,action_type,ticket_status,priority
TCK-2026-00023,ALT-2026-00054,11,Dindigul,OFFICER-TN-169,2025-07-13 20:44:34,INTER_AGENCY_COORDINATION,IN_PROGRESS,MEDIUM
TCK-2026-00024,ALT-2026-00461,1,Chennai,OFFICER-TN-103,2025-03-20 20:16:13,INTER_AGENCY_COORDINATION,OPEN,HIGH
TCK-2026-00025,ALT-2026-00422,24,Nilgiris,OFFICER-TN-185,2025-07-27 04:02:36,IMMEDIATE_PATROL_DISPATCH,IN_PROGRESS,MEDIUM
TCK-2026-00026,ALT-2026-00163,2,Coimbatore,OFFICER-TN-103,2025-08-12 11:05:00,HUMAN_INTELLIGENCE_INSPECTION,ACTION_COMPLETED,LOW
TCK-2026-00027,ALT-2026-00478,36,Ranipet,OFFICER-TN-121,2025-10-29 05:40:20,INTER_AGENCY_COORDINATION,ACTION_COMPLETED,LOW
TCK-2026-00028,ALT-2026-00441,10,Krishnagiri,OFFICER-TN-152,2026-07-24 14:37:08,HUMAN_INTELLIGENCE_INSPECTION,ESCALATED,HIGH
TCK-2026-00029,ALT-2026-00645,20,Viluppuram,OFFICER-TN-134,2025-02-06 14:16:59,CHECKPOST_ENHANCED_SURVEILLANCE,ESCALATED,LOW
TCK-2026-00030,ALT-2026-00732,23,Namakkal,OFFICER-TN-157,2025-06-01 12:21:41,IMMEDIATE_PATROL_DISPATCH,OPEN,HIGH
TCK-2026-00031,ALT-2026-00179,11,Dindigul,OFFICER-TN-118,2025-08-13 02:02:44,HUMAN_INTELLIGENCE_INSPECTION,IN_PROGRESS,MEDIUM
TCK-2026-00032,ALT-2026-00331,6,Tirunelveli,OFFICER-TN-157,2026-05-31 01:52:28,INTER_AGENCY_COORDINATION,ACTION_COMPLETED,MEDIUM
TCK-2026-00033,ALT-2026-00990,16,Kancheepuram,OFFICER-TN-132,2025-10-12 22:34:28,CHECKPOST_ENHANCED_SURVEILLANCE,ESCALATED,HIGH
TCK-2026-00034,ALT-2026-00687,22,Dharmapuri,OFFICER-TN-121,2026-08-17 05:24:31,IMMEDIATE_PATROL_DISPATCH,IN_PROGRESS,LOW
TCK-2026-00035,ALT-2026-00125,31,Virudhunagar,OFFICER-TN-169,2026-06-13 05:31:44,CHECKPOST_ENHANCED_SURVEILLANCE,CLOSED,HIGH
TCK-2026-00036,ALT-2026-00779,34,Nagapattinam,OFFICER-TN-194,2025-12-03 16:32:26,IMMEDIATE_PATROL_DISPATCH,CLOSED,LOW
TCK-2026-00037,ALT-2026-00395,34,Nagapattinam,OFFICER-TN-162,2025-06-07 03:33:56,INTER_AGENCY_COORDINATION,ACTION_COMPLETED,LOW
TCK-2026-00038,ALT-2026-00211,35,Mayiladuthurai,OFFICER-TN-174,2025-04-04 04:34:55,HUMAN_INTELLIGENCE_INSPECTION,ACTION_COMPLETED,HIGH
TCK-2026-00039,ALT-2026-01003,19,Cuddalore,OFFICER-TN-199,2026-03-30 06:37:10,INTER_AGENCY_COORDINATION,ACTION_COMPLETED,MEDIUM
TCK-2026-00040,ALT-2026-00130,30,Ramanathapuram,OFFICER-TN-134,2025-01-21 03:41:03,HUMAN_INTELLIGENCE_INSPECTION,OPEN,HIGH
TCK-2026-00041,ALT-2026-00282,34,Nagapattinam,OFFICER-TN-108,2026-06-08 14:36:12,CHECKPOST_ENHANCED_SURVEILLANCE,ACTION_COMPLETED,HIGH
TCK-2026-00042,ALT-2026-01010,27,Perambalur,OFFICER-TN-161,2026-07-16 06:43:53,CHECKPOST_ENHANCED_SURVEILLANCE,OPEN,MEDIUM
TCK-2026-00043,ALT-2026-01004,8,Tiruppur,OFFICER-TN-130,2025-07-01 14:58:46,CHECKPOST_ENHANCED_SURVEILLANCE,IN_PROGRESS,HIGH
TCK-2026-00044,ALT-2026-00841,38,Tiruvannamalai,OFFICER-TN-185,2025-05-09 20:52:25,INTER_AGENCY_COORDINATION,ACTION_COMPLETED,HIGH
TCK-2026-00045,ALT-2026-00199,7,Erode,OFFICER-TN-135,2026-03-02 22:08:25,INTER_AGENCY_COORDINATION,IN_PROGRESS,MEDIUM
TCK-2026-00046,ALT-2026-00217,11,Dindigul,OFFICER-TN-194,2026-02-02 16:55:29,INTER_AGENCY_COORDINATION,OPEN,LOW
TCK-2026-00047,ALT-2026-00644,5,Tiruchirappalli,OFFICER-TN-162,2025-05-03 09:25:02,INTER_AGENCY_COORDINATION,IN_PROGRESS,HIGH
TCK-2026-00048,ALT-2026-00570,2,Coimbatore,OFFICER-TN-170,2025-11-20 09:56:04,INTER_AGENCY_COORDINATION,CLOSED,LOW
TCK-2026-00049,ALT-2026-00013,8,Tiruppur,OFFICER-TN-106,2025-08-04 06:46:25,CHECKPOST_ENHANCED_SURVEILLANCE,ACTION_COMPLETED,HIGH
TCK-2026-00050,ALT-2026-00018,9,Vellore,OFFICER-TN-193,2026-01-14 11:27:29,HUMAN_INTELLIGENCE_INSPECTION,OPEN,LOW
TCK-2026-00051,ALT-2026-01007,23,Namakkal,OFFICER-TN-194,2026-04-04 20:00:44,INTER_AGENCY_COORDINATION,IN_PROGRESS,MEDIUM
TCK-2026-00052,ALT-2026-00324,13,Thoothukudi,OFFICER-TN-124,2025-06-24 12:36:00,CHECKPOST_ENHANCED_SURVEILLANCE,IN_PROGRESS,LOW
TCK-2026-00053,ALT-2026-00955,25,Karur,OFFICER-TN-105,2025-07-26 15:40:23,CHECKPOST_ENHANCED_SURVEILLANCE,IN_PROGRESS,LOW
TCK-2026-00054,ALT-2026-00432,30,Ramanathapuram,OFFICER-TN-120,2025-10-19 04:16:13,HUMAN_INTELLIGENCE_INSPECTION,OPEN,HIGH
TCK-2026-00055,ALT-2026-00372,34,Nagapattinam,OFFICER-TN-116,2025-10-12 23:54:43,CHECKPOST_ENHANCED_SURVEILLANCE,ACTION_COMPLETED,HIGH
TCK-2026-00056,ALT-2026-00570,26,Ariyalur,OFFICER-TN-143,2025-01-30 12:35:57,CHECKPOST_ENHANCED_SURVEILLANCE,ACTION_COMPLETED,HIGH
TCK-2026-00057,ALT-2026-00151,24,Nilgiris,OFFICER-TN-109,2026-01-06 08:11:23,CHECKPOST_ENHANCED_SURVEILLANCE,IN_PROGRESS,HIGH
TCK-2026-00058,ALT-2026-00002,27,Perambalur,OFFICER-TN-148,2026-02-08 05:51:11,IMMEDIATE_PATROL_DISPATCH,CLOSED,HIGH
TCK-2026-00059,ALT-2026-00229,7,Erode,OFFICER-TN-111,2026-07-24 22:30:20,INTER_AGENCY_COORDINATION,IN_PROGRESS,HIGH
TCK-2026-00060,ALT-2026-00034,22,Dharmapuri,OFFICER-TN-157,2026-04-19 03:51:20,HUMAN_INTELLIGENCE_INSPECTION,CLOSED,LOW
TCK-2026-00061,ALT-2026-00002,34,Nagapattinam,OFFICER-TN-136,2026-07-11 19:10:30,CHECKPOST_ENHANCED_SURVEILLANCE,ESCALATED,LOW
TCK-2026-00062,ALT-2026-00905,6,Tirunelveli,OFFICER-TN-170,2025-10-12 23:54:56,HUMAN_INTELLIGENCE_INSPECTION,ACTION_COMPLETED,HIGH
TCK-2026-00063,ALT-2026-00521,17,Chengalpattu,OFFICER-TN-116,2025-02-26 03:54:29,HUMAN_INTELLIGENCE_INSPECTION,OPEN,HIGH
TCK-2026-00064,ALT-2026-00385,3,Madurai,OFFICER-TN-187,2025-10-27 00:57:57,INTER_AGENCY_COORDINATION,CLOSED,MEDIUM
TCK-2026-00065,ALT-2026-00944,12,Thanjavur,OFFICER-TN-107,2026-05-25 08:22:05,CHECKPOST_ENHANCED_SURVEILLANCE,ACTION_COMPLETED,MEDIUM
TCK-2026-00066,ALT-2026-00198,1,Chennai,OFFICER-TN-185,2025-05-19 04:34:47,INTER_AGENCY_COORDINATION,IN_PROGRESS,MEDIUM
TCK-2026-00067,ALT-2026-00649,26,Ariyalur,OFFICER-TN-175,2025-12-09 09:47:48,CHECKPOST_ENHANCED_SURVEILLANCE,ESCALATED,LOW
TCK-2026-00068,ALT-2026-00391,2,Coimbatore,OFFICER-TN-138,2026-06-23 02:38:05,IMMEDIATE_PATROL_DISPATCH,OPEN,MEDIUM
TCK-2026-00069,ALT-2026-00918,37,Tirupathur,OFFICER-TN-115,2025-07-31 19:31:24,INTER_AGENCY_COORDINATION,OPEN,HIGH
TCK-2026-00070,ALT-2026-01017,38,Tiruvannamalai,OFFICER-TN-166,2025-05-16 18:42:52,INTER_AGENCY_COORDINATION,ACTION_COMPLETED,HIGH
TCK-2026-00071,ALT-2026-00441,27,Perambalur,OFFICER-TN-173,2025-03-22 02:09:29,IMMEDIATE_PATROL_DISPATCH,ESCALATED,LOW
TCK-2026-00072,ALT-2026-00311,32,Theni,OFFICER-TN-131,2025-01-01 12:29:54,CHECKPOST_ENHANCED_SURVEILLANCE,ESCALATED,LOW
TCK-2026-00073,ALT-2026-00590,22,Dharmapuri,OFFICER-TN-118,2025-08-11 17:32:44,HUMAN_INTELLIGENCE_INSPECTION,CLOSED,LOW
TCK-2026-00074,ALT-2026-00549,31,Virudhunagar,OFFICER-TN-193,2026-06-04 03:09:22,HUMAN_INTELLIGENCE_INSPECTION,ACTION_COMPLETED,MEDIUM
TCK-2026-00075,ALT-2026-00726,38,Tiruvannamalai,OFFICER-TN-153,2025-07-06 12:10:10,IMMEDIATE_PATROL_DISPATCH,ACTION_COMPLETED,MEDIUM
TCK-2026-00076,ALT-2026-00654,8,Tiruppur,OFFICER-TN-167,2026-05-18 08:22:28,HUMAN_INTELLIGENCE_INSPECTION,ACTION_COMPLETED,LOW
TCK-2026-00077,ALT-2026-00929,10,Krishnagiri,OFFICER-TN-160,2025-09-18 22:05:14,HUMAN_INTELLIGENCE_INSPECTION,ACTION_COMPLETED,HIGH
TCK-2026-00078,ALT-2026-00351,29,Sivaganga,OFFICER-TN-164,2026-05-24 01:56:15,INTER_AGENCY_COORDINATION,IN_PROGRESS,MEDIUM
TCK-2026-00079,ALT-2026-00352,30,Ramanathapuram,OFFICER-TN-107,2026-02-08 18:21:18,CHECKPOST_ENHANCED_SURVEILLANCE,ESCALATED,LOW
TCK-2026-00080,ALT-2026-00192,10,Krishnagiri,OFFICER-TN-122,2026-01-13 23:34:32,INTER_AGENCY_COORDINATION,IN_PROGRESS,MEDIUM
TCK-2026-00081,ALT-2026-00383,7,Erode,OFFICER-TN-126,2025-02-23 13:57:39,HUMAN_INTELLIGENCE_INSPECTION,ACTION_COMPLETED,HIGH
TCK-2026-00082,ALT-2026-00364,14,Kanniyakumari,OFFICER-TN-197,2025-02-26 04:20:59,CHECKPOST_ENHANCED_SURVEILLANCE,IN_PROGRESS,HIGH
TCK-2026-00083,ALT-2026-00294,18,Tiruvallur,OFFICER-TN-179,2025-05-13 08:22:28,IMMEDIATE_PATROL_DISPATCH,ACTION_COMPLETED,MEDIUM
TCK-2026-00084,ALT-2026-00815,38,Tiruvannamalai,OFFICER-TN-192,2026-01-23 16:49:19,HUMAN_INTELLIGENCE_INSPECTION,CLOSED,LOW
TCK-2026-00085,ALT-2026-00096,37,Tirupathur,OFFICER-TN-167,2025-04-18 01:36:19,INTER_AGENCY_COORDINATION,OPEN,MEDIUM
TCK-2026-00086,ALT-2026-00268,15,Tenkasi,OFFICER-TN-142,2026-03-04 09:50:36,CHECKPOST_ENHANCED_SURVEILLANCE,OPEN,LOW
TCK-2026-00087,ALT-2026-00811,37,Tirupathur,OFFICER-TN-179,2026-06-21 15:51:51,CHECKPOST_ENHANCED_SURVEILLANCE,OPEN,MEDIUM
TCK-2026-00088,ALT-2026-00019,20,Viluppuram,OFFICER-TN-106,2025-01-19 06:45:44,INTER_AGENCY_COORDINATION,IN_PROGRESS,HIGH
TCK-2026-00089,ALT-2026-00655,19,Cuddalore,OFFICER-TN-143,2025-09-26 12:11:33,INTER_AGENCY_COORDINATION,OPEN,MEDIUM
TCK-2026-00090,ALT-2026-00502,3,Madurai,OFFICER-TN-140,2025-03-17 17:10:01,IMMEDIATE_PATROL_DISPATCH,ACTION_COMPLETED,LOW
TCK-2026-00091,ALT-2026-00908,35,Mayiladuthurai,OFFICER-TN-130,2026-06-09 15:44:24,IMMEDIATE_PATROL_DISPATCH,CLOSED,HIGH
TCK-2026-00092,ALT-2026-01031,14,Kanniyakumari,OFFICER-TN-174,2025-05-28 18:40:20,IMMEDIATE_PATROL_DISPATCH,ESCALATED,LOW
TCK-2026-00093,ALT-2026-01050,13,Thoothukudi,OFFICER-TN-173,2025-08-18 14:51:02,IMMEDIATE_PATROL_DISPATCH,ACTION_COMPLETED,MEDIUM
TCK-2026-00094,ALT-2026-00341,8,Tiruppur,OFFICER-TN-180,2026-07-31 03:19:19,IMMEDIATE_PATROL_DISPATCH,IN_PROGRESS,LOW
TCK-2026-00095,ALT-2026-00220,21,Kallakurichi,OFFICER-TN-151,2025-10-15 23:57:16,INTER_AGENCY_COORDINATION,ESCALATED,LOW
TCK-2026-00096,ALT-2026-00963,20,Viluppuram,OFFICER-TN-151,2025-12-31 22:48:22,INTER_AGENCY_COORDINATION,ACTION_COMPLETED,LOW
TCK-2026-00097,ALT-2026-00456,9,Vellore,OFFICER-TN-192,2026-01-25 10:47:51,IMMEDIATE_PATROL_DISPATCH,ACTION_COMPLETED,HIGH
TCK-2026-00098,ALT-2026-00548,38,Tiruvannamalai,OFFICER-TN-119,2025-10-04 16:52:04,CHECKPOST_ENHANCED_SURVEILLANCE,OPEN,HIGH
TCK-2026-00099,ALT-2026-00167,24,Nilgiris,OFFICER-TN-190,2026-07-21 01:07:58,CHECKPOST_ENHANCED_SURVEILLANCE,ACTION_COMPLETED,MEDIUM
TCK-2026-00100,ALT-2026-00460,20,Viluppuram,OFFICER-TN-147,2026-07-27 10:24:16,INTER_AGENCY_COORDINATION,IN_PROGRESS,LOW
TCK-2026-00101,ALT-2026-00255,6,Tirunelveli,OFFICER-TN-160,2025-09-30 21:17:22,IMMEDIATE_PATROL_DISPATCH,ACTION_COMPLETED,HIGH
TCK-2026-00102,ALT-2026-00885,10,Krishnagiri,OFFICER-TN-196,2025-09-28 11:35:49,IMMEDIATE_PATROL_DISPATCH,ACTION_COMPLETED,MEDIUM
TCK-2026-00103,ALT-2026-00419,8,Tiruppur,OFFICER-TN-103,2025-08-24 19:34:59,INTER_AGENCY_COORDINATION,OPEN,LOW
TCK-2026-00104,ALT-2026-00609,15,Tenkasi,OFFICER-TN-145,2026-03-09 21:01:37,CHECKPOST_ENHANCED_SURVEILLANCE,OPEN,MEDIUM
TCK-2026-00105,ALT-2026-00830,18,Tiruvallur,OFFICER-TN-133,2025-12-29 14:38:27,CHECKPOST_ENHANCED_SURVEILLANCE,ESCALATED,MEDIUM
TCK-2026-00106,ALT-2026-00583,13,Thoothukudi,OFFICER-TN-149,2025-01-23 00:13:14,INTER_AGENCY_COORDINATION,IN_PROGRESS,LOW
TCK-2026-00107,ALT-2026-00763,38,Tiruvannamalai,OFFICER-TN-160,2026-03-10 10:19:32,INTER_AGENCY_COORDINATION,IN_PROGRESS,MEDIUM
TCK-2026-00108,ALT-2026-00646,23,Namakkal,OFFICER-TN-146,2025-02-18 17:03:51,HUMAN_INTELLIGENCE_INSPECTION,ACTION_COMPLETED,LOW
TCK-2026-00109,ALT-2026-00035,28,Pudukkottai,OFFICER-TN-157,2026-08-14 11:51:35,INTER_AGENCY_COORDINATION,ACTION_COMPLETED,LOW
TCK-2026-00110,ALT-2026-00920,18,Tiruvallur,OFFICER-TN-182,2025-02-18 17:16:57,INTER_AGENCY_COORDINATION,IN_PROGRESS,LOW
TCK-2026-00111,ALT-2026-00778,17,Chengalpattu,OFFICER-TN-111,2026-07-23 16:42:10,HUMAN_INTELLIGENCE_INSPECTION,CLOSED,HIGH
TCK-2026-00112,ALT-2026-00076,12,Thanjavur,OFFICER-TN-188,2026-06-06 13:45:48,INTER_AGENCY_COORDINATION,ESCALATED,LOW
TCK-2026-00113,ALT-2026-00022,24,Nilgiris,OFFICER-TN-180,2026-03-07 14:00:01,CHECKPOST_ENHANCED_SURVEILLANCE,OPEN,MEDIUM
TCK-2026-00114,ALT-2026-00210,14,Kanniyakumari,OFFICER-TN-101,2025-05-10 09:13:49,IMMEDIATE_PATROL_DISPATCH,ACTION_COMPLETED,LOW
TCK-2026-00115,ALT-2026-00317,11,Dindigul,OFFICER-TN-157,2026-05-23 22:10:30,CHECKPOST_ENHANCED_SURVEILLANCE,IN_PROGRESS,HIGH
TCK-2026-00116,ALT-2026-00034,25,Karur,OFFICER-TN-133,2025-11-23 01:28:21,CHECKPOST_ENHANCED_SURVEILLANCE,ESCALATED,LOW
TCK-2026-00117,ALT-2026-00522,17,Chengalpattu,OFFICER-TN-144,2025-10-08 07:00:26,CHECKPOST_ENHANCED_SURVEILLANCE,IN_PROGRESS,LOW
TCK-2026-00118,ALT-2026-00273,36,Ranipet,OFFICER-TN-110,2025-02-21 03:33:04,IMMEDIATE_PATROL_DISPATCH,OPEN,HIGH
TCK-2026-00119,ALT-2026-00202,19,Cuddalore,OFFICER-TN-140,2026-08-16 16:35:21,CHECKPOST_ENHANCED_SURVEILLANCE,IN_PROGRESS,LOW
TCK-2026-00120,ALT-2026-00475,23,Namakkal,OFFICER-TN-168,2026-06-26 07:45:04,IMMEDIATE_PATROL_DISPATCH,ACTION_COMPLETED,LOW
TCK-2026-00121,ALT-2026-00770,32,Theni,OFFICER-TN-151,2025-07-23 14:29:44,IMMEDIATE_PATROL_DISPATCH,ACTION_COMPLETED,MEDIUM
TCK-2026-00122,ALT-2026-00539,32,Theni,OFFICER-TN-169,2025-01-11 13:01:55,CHECKPOST_ENHANCED_SURVEILLANCE,OPEN,LOW
TCK-2026-00123,ALT-2026-00429,31,Virudhunagar,OFFICER-TN-146,2025-12-25 06:37:25,IMMEDIATE_PATROL_DISPATCH,ACTION_COMPLETED,MEDIUM
TCK-2026-00124,ALT-2026-00307,12,Thanjavur,OFFICER-TN-140,2025-01-10 06:39:44,CHECKPOST_ENHANCED_SURVEILLANCE,IN_PROGRESS,LOW
TCK-2026-00125,ALT-2026-01025,18,Tiruvallur,OFFICER-TN-161,2025-08-22 15:38:45,CHECKPOST_ENHANCED_SURVEILLANCE,IN_PROGRESS,LOW
TCK-2026-00126,ALT-2026-00415,33,Thiruvarur,OFFICER-TN-153,2025-11-02 10:16:20,HUMAN_INTELLIGENCE_INSPECTION,IN_PROGRESS,HIGH
TCK-2026-00127,ALT-2026-00412,7,Erode,OFFICER-TN-174,2025-04-18 01:43:13,IMMEDIATE_PATROL_DISPATCH,CLOSED,MEDIUM
TCK-2026-00128,ALT-2026-00741,36,Ranipet,OFFICER-TN-192,2026-06-27 11:06:47,INTER_AGENCY_COORDINATION,ACTION_COMPLETED,MEDIUM
TCK-2026-00129,ALT-2026-00283,36,Ranipet,OFFICER-TN-118,2025-06-05 01:33:10,HUMAN_INTELLIGENCE_INSPECTION,ACTION_COMPLETED,LOW
TCK-2026-00130,ALT-2026-00592,37,Tirupathur,OFFICER-TN-112,2025-08-05 07:38:04,INTER_AGENCY_COORDINATION,ESCALATED,MEDIUM
TCK-2026-00131,ALT-2026-00956,2,Coimbatore,OFFICER-TN-124,2026-01-30 09:54:50,IMMEDIATE_PATROL_DISPATCH,ACTION_COMPLETED,MEDIUM
TCK-2026-00132,ALT-2026-00306,22,Dharmapuri,OFFICER-TN-166,2025-12-25 21:10:10,CHECKPOST_ENHANCED_SURVEILLANCE,OPEN,MEDIUM
TCK-2026-00133,ALT-2026-00790,14,Kanniyakumari,OFFICER-TN-162,2026-04-01 22:34:24,INTER_AGENCY_COORDINATION,ESCALATED,HIGH
TCK-2026-00134,ALT-2026-00726,36,Ranipet,OFFICER-TN-150,2026-06-10 12:49:27,INTER_AGENCY_COORDINATION,CLOSED,MEDIUM
TCK-2026-00135,ALT-2026-00556,22,Dharmapuri,OFFICER-TN-133,2026-02-15 19:55:16,HUMAN_INTELLIGENCE_INSPECTION,ESCALATED,MEDIUM
TCK-2026-00136,ALT-2026-00339,6,Tirunelveli,OFFICER-TN-177,2025-12-12 12:14:52,IMMEDIATE_PATROL_DISPATCH,ACTION_COMPLETED,HIGH
TCK-2026-00137,ALT-2026-00105,36,Ranipet,OFFICER-TN-179,2025-10-10 22:30:04,CHECKPOST_ENHANCED_SURVEILLANCE,ACTION_COMPLETED,LOW
TCK-2026-00138,ALT-2026-00215,18,Tiruvallur,OFFICER-TN-152,2026-07-03 04:50:32,IMMEDIATE_PATROL_DISPATCH,ESCALATED,MEDIUM
TCK-2026-00139,ALT-2026-00884,34,Nagapattinam,OFFICER-TN-153,2025-10-08 02:19:40,IMMEDIATE_PATROL_DISPATCH,IN_PROGRESS,HIGH
TCK-2026-00140,ALT-2026-00546,21,Kallakurichi,OFFICER-TN-104,2026-04-27 18:59:49,CHECKPOST_ENHANCED_SURVEILLANCE,CLOSED,LOW
TCK-2026-00141,ALT-2026-00145,5,Tiruchirappalli,OFFICER-TN-198,2025-05-03 22:54:13,HUMAN_INTELLIGENCE_INSPECTION,ESCALATED,MEDIUM
TCK-2026-00142,ALT-2026-00549,19,Cuddalore,OFFICER-TN-193,2026-02-16 14:13:47,CHECKPOST_ENHANCED_SURVEILLANCE,OPEN,HIGH
TCK-2026-00143,ALT-2026-00115,19,Cuddalore,OFFICER-TN-199,2026-03-09 17:00:21,INTER_AGENCY_COORDINATION,OPEN,LOW
TCK-2026-00144,ALT-2026-00493,25,Karur,OFFICER-TN-126,2026-04-10 21:03:20,INTER_AGENCY_COORDINATION,IN_PROGRESS,MEDIUM
TCK-2026-00145,ALT-2026-00375,38,Tiruvannamalai,OFFICER-TN-119,2026-07-29 17:55:03,CHECKPOST_ENHANCED_SURVEILLANCE,IN_PROGRESS,MEDIUM
TCK-2026-00146,ALT-2026-00626,28,Pudukkottai,OFFICER-TN-116,2025-01-29 04:40:57,INTER_AGENCY_COORDINATION,IN_PROGRESS,HIGH
TCK-2026-00147,ALT-2026-00888,1,Chennai,OFFICER-TN-145,2025-09-16 19:55:14,INTER_AGENCY_COORDINATION,ESCALATED,LOW
TCK-2026-00148,ALT-2026-00706,12,Thanjavur,OFFICER-TN-178,2025-11-01 01:32:01,INTER_AGENCY_COORDINATION,CLOSED,LOW
TCK-2026-00149,ALT-2026-00829,38,Tiruvannamalai,OFFICER-TN-157,2025-04-07 16:31:24,CHECKPOST_ENHANCED_SURVEILLANCE,IN_PROGRESS,MEDIUM
TCK-2026-00150,ALT-2026-00587,13,Thoothukudi,OFFICER-TN-182,2025-06-07 15:16:35,IMMEDIATE_PATROL_DISPATCH,CLOSED,HIGH
TCK-2026-00151,ALT-2026-00831,12,Thanjavur,OFFICER-TN-186,2025-06-16 22:05:48,CHECKPOST_ENHANCED_SURVEILLANCE,OPEN,LOW
TCK-2026-00152,ALT-2026-00344,1,Chennai,OFFICER-TN-137,2025-11-26 09:22:51,INTER_AGENCY_COORDINATION,OPEN,LOW
TCK-2026-00153,ALT-2026-00410,13,Thoothukudi,OFFICER-TN-147,2025-09-12 23:11:05,IMMEDIATE_PATROL_DISPATCH,ESCALATED,MEDIUM
TCK-2026-00154,ALT-2026-00784,15,Tenkasi,OFFICER-TN-126,2025-12-01 07:28:29,INTER_AGENCY_COORDINATION,OPEN,LOW
TCK-2026-00155,ALT-2026-00728,12,Thanjavur,OFFICER-TN-199,2026-02-08 15:56:43,IMMEDIATE_PATROL_DISPATCH,IN_PROGRESS,LOW
TCK-2026-00156,ALT-2026-00882,12,Thanjavur,OFFICER-TN-167,2025-03-04 23:30:06,IMMEDIATE_PATROL_DISPATCH,ESCALATED,LOW
TCK-2026-00157,ALT-2026-00352,2,Coimbatore,OFFICER-TN-145,2025-09-07 18:33:33,INTER_AGENCY_COORDINATION,ACTION_COMPLETED,LOW
