fir_id,district_id,district_name,police_station_code,fir_date,offense_section,category_id,category_name,quantity_classification,investigation_status
FIR-TIR-2026-0056,38,Tiruvannamalai,PS-TIR-B3,2024-12-10 10:24:34,NDPS ACT SEC 8(c)/20(b)/22,6,Unclassified / Suspicious Substance,SMALL_QUANTITY,PENDING_TRIAL
FIR-TIR-2026-0057,38,Tiruvannamalai,PS-TIR-B3,2025-10-18 16:34:00,NDPS ACT SEC 8(c)/20(b)/22,1,Commercial Ganja / Cannabis,INTERMEDIATE_QUANTITY,CHARGESHEET_FILED
FIR-RAM-2026-0058,30,Ramanathapuram,PS-RAM-B1,2026-05-27 23:43:55,NDPS ACT SEC 8(c)/20(b)/22,1,Commercial Ganja / Cannabis,INTERMEDIATE_QUANTITY,CHARGESHEET_FILED
FIR-VIL-2026-0059,20,Viluppuram,PS-VIL-B2,2026-07-12 16:50:07,NDPS ACT SEC 8(c)/20(b)/22,5,Opioid Analogues / Brown Sugar / Heroin,INTERMEDIATE_QUANTITY,CHARGESHEET_FILED
FIR-THI-2026-0060,33,Thiruvarur,PS-THI-B4,2025-08-13 12:01:36,NDPS ACT SEC 8(c)/20(b)/22,4,Chemical Precursors / Ephedrine,SMALL_QUANTITY,CHARGESHEET_FILED
FIR-COI-2026-0061,2,Coimbatore,PS-COI-B4,2025-01-30 13:03:25,NDPS ACT SEC 8(c)/20(b)/22,2,Synthetic Stimulants / MDMA / Meth,SMALL_QUANTITY,CHARGESHEET_FILED
FIR-MAD-2026-0062,3,Madurai,PS-MAD-B1,2024-11-12 01:25:50,NDPS ACT SEC 8(c)/20(b)/22,6,Unclassified / Suspicious Substance,INTERMEDIATE_QUANTITY,CHARGESHEET_FILED
FIR-NAG-2026-0063,34,Nagapattinam,PS-NAG-B3,2026-02-06 14:18:54,NDPS ACT SEC 8(c)/20(b)/22,4,Chemical Precursors / Ephedrine,INTERMEDIATE_QUANTITY,PENDING_TRIAL
FIR-ERO-2026-0064,7,Erode,PS-ERO-B3,2025-04-13 00:30:26,NDPS ACT SEC 8(c)/20(b)/22,3,Prescription Narcotics / Codeine / Alprazolam,INTERMEDIATE_QUANTITY,CHARGESHEET_FILED
FIR-DIN-2026-0065,11,Dindigul,PS-DIN-B1,2024-10-15 14:18:53,NDPS ACT SEC 8(c)/20(b)/22,1,Commercial Ganja / Cannabis,COMMERCIAL_QUANTITY,UNDER_INVESTIGATION
FIR-KAR-2026-0066,25,Karur,PS-KAR-B1,2025-03-17 07:01:13,NDPS ACT SEC 8(c)/20(b)/22,6,Unclassified / Suspicious Substance,COMMERCIAL_QUANTITY,UNDER_INVESTIGATION
FIR-THI-2026-0067,33,Thiruvarur,PS-THI-B2,2026-06-18 15:36:38,NDPS ACT SEC 8(c)/20(b)/22,6,Unclassified / Suspicious Substance,SMALL_QUANTITY,PENDING_TRIAL
FIR-CUD-2026-0068,19,Cuddalore,PS-CUD-B3,2026-08-12 11:13:24,NDPS ACT SEC 8(c)/20(b)/22,4,Chemical Precursors / Ephedrine,SMALL_QUANTITY,CHARGESHEET_FILED
FIR-COI-2026-0069,2,Coimbatore,PS-COI-B3,2025-02-24 18:52:17,NDPS ACT SEC 8(c)/20(b)/22,6,Unclassified / Suspicious Substance,COMMERCIAL_QUANTITY,PENDING_TRIAL
FIR-COI-2026-0070,2,Coimbatore,PS-COI-B2,2025-03-26 07:55:08,NDPS ACT SEC 8(c)/20(b)/22,4,Chemical Precursors / Ephedrine,COMMERCIAL_QUANTITY,UNDER_INVESTIGATION
FIR-TIR-2026-0071,38,Tiruvannamalai,PS-TIR-B1,2026-02-12 00:26:24,NDPS ACT SEC 8(c)/20(b)/22,3,Prescription Narcotics / Codeine / Alprazolam,COMMERCIAL_QUANTITY,PENDING_TRIAL
FIR-NIL-2026-0072,24,Nilgiris,PS-NIL-B4,2025-04-15 03:28:16,NDPS ACT SEC 8(c)/20(b)/22,6,Unclassified / Suspicious Substance,INTERMEDIATE_QUANTITY,CHARGESHEET_FILED
FIR-TIR-2026-0073,18,Tiruvallur,PS-TIR-B4,2025-12-04 10:35:04,NDPS ACT SEC 8(c)/20(b)/22,5,Opioid Analogues / Brown Sugar / Heroin,COMMERCIAL_QUANTITY,CHARGESHEET_FILED
FIR-RAN-2026-0074,36,Ranipet,PS-RAN-B1,2026-05-31 00:02:20,NDPS ACT SEC 8(c)/20(b)/22,4,Chemical Precursors / Ephedrine,SMALL_QUANTITY,CHARGESHEET_FILED
FIR-TEN-2026-0075,15,Tenkasi,PS-TEN-B2,2025-06-09 06:50:39,NDPS ACT SEC 8(c)/20(b)/22,2,Synthetic Stimulants / MDMA / Meth,SMALL_QUANTITY,UNDER_INVESTIGATION
FIR-KAR-2026-0076,25,Karur,PS-KAR-B4,2025-05-28 16:51:20,NDPS ACT SEC 8(c)/20(b)/22,5,Opioid Analogues / Brown Sugar / Heroin,SMALL_QUANTITY,CHARGESHEET_FILED
FIR-COI-2026-0077,2,Coimbatore,PS-COI-B2,2024-11-30 20:32:16,NDPS ACT SEC 8(c)/20(b)/22,3,Prescription Narcotics / Codeine / Alprazolam,SMALL_QUANTITY,UNDER_INVESTIGATION
FIR-RAN-2026-0078,36,Ranipet,PS-RAN-B2,2024-10-07 05:11:56,NDPS ACT SEC 8(c)/20(b)/22,2,Synthetic Stimulants / MDMA / Meth,SMALL_QUANTITY,UNDER_INVESTIGATION
FIR-MAY-2026-0079,35,Mayiladuthurai,PS-MAY-B3,2026-02-17 15:45:17,NDPS ACT SEC 8(c)/20(b)/22,5,Opioid Analogues / Brown Sugar / Heroin,COMMERCIAL_QUANTITY,CHARGESHEET_FILED
FIR-SAL-2026-0080,4,Salem,PS-SAL-B1,2025-07-03 23:26:45,NDPS ACT SEC 8(c)/20(b)/22,3,Prescription Narcotics / Codeine / Alprazolam,INTERMEDIATE_QUANTITY,PENDING_TRIAL
FIR-TIR-2026-0081,5,Tiruchirappalli,PS-TIR-B3,2024-11-12 22:17:48,NDPS ACT SEC 8(c)/20(b)/22,5,Opioid Analogues / Brown Sugar / Heroin,COMMERCIAL_QUANTITY,PENDING_TRIAL
FIR-SAL-2026-0082,4,Salem,PS-SAL-B3,2026-05-01 15:33:20,NDPS ACT SEC 8(c)/20(b)/22,5,Opioid Analogues / Brown Sugar / Heroin,INTERMEDIATE_QUANTITY,UNDER_INVESTIGATION
FIR-THE-2026-0083,32,Theni,PS-THE-B3,2025-01-22 23:44:27,NDPS ACT SEC 8(c)/20(b)/22,5,Opioid Analogues / Brown Sugar / Heroin,INTERMEDIATE_QUANTITY,PENDING_TRIAL
FIR-PUD-2026-0084,28,Pudukkottai,PS-PUD-B3,2026-07-31 23:03:36,NDPS ACT SEC 8(c)/20(b)/22,4,Chemical Precursors / Ephedrine,COMMERCIAL_QUANTITY,UNDER_INVESTIGATION
FIR-THE-2026-0085,32,Theni,PS-THE-B4,2024-10-05 09:00:52,NDPS ACT SEC 8(c)/20(b)/22,2,Synthetic Stimulants / MDMA / Meth,INTERMEDIATE_QUANTITY,UNDER_INVESTIGATION
FIR-KRI-2026-0086,10,Krishnagiri,PS-KRI-B2,2024-11-04 07:39:10,NDPS ACT SEC 8(c)/20(b)/22,4,Chemical Precursors / Ephedrine,INTERMEDIATE_QUANTITY,CHARGESHEET_FILED
FIR-RAM-2026-0087,30,Ramanathapuram,PS-RAM-B1,2025-07-20 10:36:43,NDPS ACT SEC 8(c)/20(b)/22,6,Unclassified / Suspicious Substance,COMMERCIAL_QUANTITY,CHARGESHEET_FILED
FIR-VIR-2026-0088,31,Virudhunagar,PS-VIR-B2,2024-11-25 19:40:33,NDPS ACT SEC 8(c)/20(b)/22,6,Unclassified / Suspicious Substance,INTERMEDIATE_QUANTITY,PENDING_TRIAL
FIR-KAR-2026-0089,25,Karur,PS-KAR-B3,2025-08-14 23:54:40,NDPS ACT SEC 8(c)/20(b)/22,2,Synthetic Stimulants / MDMA / Meth,COMMERCIAL_QUANTITY,UNDER_INVESTIGATION
FIR-TIR-2026-0090,37,Tirupathur,PS-TIR-B4,2025-07-25 19:59:21,NDPS ACT SEC 8(c)/20(b)/22,5,Opioid Analogues / Brown Sugar / Heroin,COMMERCIAL_QUANTITY,PENDING_TRIAL
FIR-VIL-2026-0091,20,Viluppuram,PS-VIL-B4,2025-08-28 09:57:36,NDPS ACT SEC 8(c)/20(b)/22,1,Commercial Ganja / Cannabis,SMALL_QUANTITY,UNDER_INVESTIGATION
FIR-ERO-2026-0092,7,Erode,PS-ERO-B3,2025-10-17 21:39:07,NDPS ACT SEC 8(c)/20(b)/22,5,Opioid Analogues / Brown Sugar / Heroin,SMALL_QUANTITY,CHARGESHEET_FILED
FIR-TIR-2026-0093,37,Tirupathur,PS-TIR-B4,2026-05-18 14:45:10,NDPS ACT SEC 8(c)/20(b)/22,3,Prescription Narcotics / Codeine / Alprazolam,INTERMEDIATE_QUANTITY,CHARGESHEET_FILED
FIR-KRI-2026-0094,10,Krishnagiri,PS-KRI-B2,2026-01-18 08:06:42,NDPS ACT SEC 8(c)/20(b)/22,1,Commercial Ganja / Cannabis,COMMERCIAL_QUANTITY,CHARGESHEET_FILED
FIR-KRI-2026-0095,10,Krishnagiri,PS-KRI-B4,2026-05-23 23:32:52,NDPS ACT SEC 8(c)/20(b)/22,3,Prescription Narcotics / Codeine / Alprazolam,SMALL_QUANTITY,PENDING_TRIAL
FIR-PER-2026-0096,27,Perambalur,PS-PER-B3,2026-06-14 18:38:07,NDPS ACT SEC 8(c)/20(b)/22,6,Unclassified / Suspicious Substance,SMALL_QUANTITY,UNDER_INVESTIGATION
FIR-NAG-2026-0097,34,Nagapattinam,PS-NAG-B4,2025-09-03 00:49:05,NDPS ACT SEC 8(c)/20(b)/22,2,Synthetic Stimulants / MDMA / Meth,SMALL_QUANTITY,CHARGESHEET_FILED
FIR-TIR-2026-0098,38,Tiruvannamalai,PS-TIR-B2,2025-07-11 17:38:00,NDPS ACT SEC 8(c)/20(b)/22,4,Chemical Precursors / Ephedrine,INTERMEDIATE_QUANTITY,CHARGESHEET_FILED
FIR-TEN-2026-0099,15,Tenkasi,PS-TEN-B2,2025-05-30 23:36:21,NDPS ACT SEC 8(c)/20(b)/22,2,Synthetic Stimulants / MDMA / Meth,COMMERCIAL_QUANTITY,UNDER_INVESTIGATION
FIR-VIL-2026-0100,20,Viluppuram,PS-VIL-B4,2026-05-03 03:21:34,NDPS ACT SEC 8(c)/20(b)/22,3,Prescription Narcotics / Codeine / Alprazolam,SMALL_QUANTITY,UNDER_INVESTIGATION
FIR-CHE-2026-0101,1,Chennai,PS-CHE-B4,2024-11-16 21:39:02,NDPS ACT SEC 8(c)/20(b)/22,4,Chemical Precursors / Ephedrine,SMALL_QUANTITY,PENDING_TRIAL
FIR-TIR-2026-0102,6,Tirunelveli,PS-TIR-B1,2026-02-05 15:52:33,NDPS ACT SEC 8(c)/20(b)/22,6,Unclassified / Suspicious Substance,INTERMEDIATE_QUANTITY,PENDING_TRIAL
FIR-TIR-2026-0103,6,Tirunelveli,PS-TIR-B4,2025-08-27 10:43:05,NDPS ACT SEC 8(c)/20(b)/22,2,Synthetic Stimulants / MDMA / Meth,SMALL_QUANTITY,CHARGESHEET_FILED
FIR-TIR-2026-0104,38,Tiruvannamalai,PS-TIR-B4,2026-01-08 22:19:33,NDPS ACT SEC 8(c)/20(b)/22,2,Synthetic Stimulants / MDMA / Meth,COMMERCIAL_QUANTITY,PENDING_TRIAL
FIR-PER-2026-0105,27,Perambalur,PS-PER-B2,2026-04-28 11:09:15,NDPS ACT SEC 8(c)/20(b)/22,4,Chemical Precursors / Ephedrine,INTERMEDIATE_QUANTITY,CHARGESHEET_FILED
FIR-KRI-2026-0106,10,Krishnagiri,PS-KRI-B3,2026-07-06 10:13:18,NDPS ACT SEC 8(c)/20(b)/22,3,Prescription Narcotics / Codeine / Alprazolam,COMMERCIAL_QUANTITY,UNDER_INVESTIGATION
FIR-TIR-2026-0107,5,Tiruchirappalli,PS-TIR-B4,2025-11-29 04:02:27,NDPS ACT SEC 8(c)/20(b)/22,1,Commercial Ganja / Cannabis,SMALL_QUANTITY,PENDING_TRIAL
FIR-ERO-2026-0108,7,Erode,PS-ERO-B4,2025-03-16 15:56:34,NDPS ACT SEC 8(c)/20(b)/22,5,Opioid Analogues / Brown Sugar / Heroin,SMALL_QUANTITY,UNDER_INVESTIGATION
FIR-TIR-2026-0109,38,Tiruvannamalai,PS-TIR-B3,2025-08-01 04:18:35,NDPS ACT SEC 8(c)/20(b)/22,1,Commercial Ganja / Cannabis,COMMERCIAL_QUANTITY,CHARGESHEET_FILED
FIR-MAY-2026-0110,35,Mayiladuthurai,PS-MAY-B1,2026-01-27 17:01:18,NDPS ACT SEC 8(c)/20(b)/22,2,Synthetic Stimulants / MDMA / Meth,COMMERCIAL_QUANTITY,PENDING_TRIAL
FIR-VIL-2026-0111,20,Viluppuram,PS-VIL-B1,2025-03-06 16:33:23,NDPS ACT SEC 8(c)/20(b)/22,4,Chemical Precursors / Ephedrine,COMMERCIAL_QUANTITY,UNDER_INVESTIGATION
FIR-TEN-2026-0112,15,Tenkasi,PS-TEN-B1,2024-12-28 02:56:16,NDPS ACT SEC 8(c)/20(b)/22,1,Commercial Ganja / Cannabis,COMMERCIAL_QUANTITY,CHARGESHEET_FILED
FIR-RAM-2026-0113,30,Ramanathapuram,PS-RAM-B3,2025-10-09 19:09:14,NDPS ACT SEC 8(c)/20(b)/22,5,Opioid Analogues / Brown Sugar / Heroin,INTERMEDIATE_QUANTITY,PENDING_TRIAL
FIR-KRI-2026-0114,10,Krishnagiri,PS-KRI-B2,2025-07-20 19:32:39,NDPS ACT SEC 8(c)/20(b)/22,3,Prescription Narcotics / Codeine / Alprazolam,SMALL_QUANTITY,PENDING_TRIAL
FIR-TIR-2026-0115,38,Tiruvannamalai,PS-TIR-B3,2025-03-17 19:22:14,NDPS ACT SEC 8(c)/20(b)/22,1,Commercial Ganja / Cannabis,SMALL_QUANTITY,UNDER_INVESTIGATION
FIR-VIL-2026-0116,20,Viluppuram,PS-VIL-B4,2026-07-15 17:12:59,NDPS ACT SEC 8(c)/20(b)/22,1,Commercial Ganja / Cannabis,COMMERCIAL_QUANTITY,UNDER_INVESTIGATION
FIR-PUD-2026-0117,28,Pudukkottai,PS-PUD-B3,2026-07-19 10:14:12,NDPS ACT SEC 8(c)/20(b)/22,3,Prescription Narcotics / Codeine / Alprazolam,SMALL_QUANTITY,UNDER_INVESTIGATION
FIR-THI-2026-0118,33,Thiruvarur,PS-THI-B4,2026-07-02 18:44:08,NDPS ACT SEC 8(c)/20(b)/22,2,Synthetic Stimulants / MDMA / Meth,COMMERCIAL_QUANTITY,PENDING_TRIAL
FIR-SIV-2026-0119,29,Sivaganga,PS-SIV-B2,2024-10-06 05:35:05,NDPS ACT SEC 8(c)/20(b)/22,2,Synthetic Stimulants / MDMA / Meth,SMALL_QUANTITY,CHARGESHEET_FILED
