observation_id,corridor_id,corridor_name,observation_timestamp,trigger_telemetry,association_trend,confidence_score,disclaimer_label
OBS-CORR-00055,6,Salem - Namakkal - Karur Axis,2024-10-12 22:34:26,GPS_CORRELATED_TIP,NEWLY_EMERGING,94,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00056,7,Coimbatore - Tiruppur - Erode Industrial Route,2024-11-16 22:36:01,GPS_CORRELATED_TIP,STABLE,74,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00057,5,Madurai - Thoothukudi Maritime Axis,2026-07-06 17:10:21,GPS_CORRELATED_TIP,STABLE,93,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00058,7,Coimbatore - Tiruppur - Erode Industrial Route,2025-10-05 05:33:48,LATE_NIGHT_TRANSIT_SPIKE,NEWLY_EMERGING,73,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00059,7,Coimbatore - Tiruppur - Erode Industrial Route,2025-03-03 11:55:50,GPS_CORRELATED_TIP,NEWLY_EMERGING,93,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00060,5,Madurai - Thoothukudi Maritime Axis,2025-10-26 17:39:47,CHECKPOST_ANOMALY_HOLD,WEAKENING,78,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00061,5,Madurai - Thoothukudi Maritime Axis,2025-03-05 15:45:07,GPS_CORRELATED_TIP,WEAKENING,81,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00062,2,Attibele - Hosur - Krishnagiri Axis,2025-06-05 14:18:37,FREIGHT_LOGISTICS_SCAN,WEAKENING,83,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00063,8,Chennai - Chengalpattu - Viluppuram Corridor,2025-11-23 15:34:12,GPS_CORRELATED_TIP,WEAKENING,85,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00064,8,Chennai - Chengalpattu - Viluppuram Corridor,2026-05-13 19:03:08,CHECKPOST_ANOMALY_HOLD,NEWLY_EMERGING,96,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00065,2,Attibele - Hosur - Krishnagiri Axis,2024-10-11 22:42:37,FREIGHT_LOGISTICS_SCAN,WEAKENING,96,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00066,3,Chittoor - Tiruvallur - Chennai Port Gateway,2025-07-24 04:14:45,GPS_CORRELATED_TIP,STRENGTHENING,95,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00067,7,Coimbatore - Tiruppur - Erode Industrial Route,2025-05-28 16:57:22,FREIGHT_LOGISTICS_SCAN,STABLE,88,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00068,6,Salem - Namakkal - Karur Axis,2025-10-31 01:46:57,CHECKPOST_ANOMALY_HOLD,STRENGTHENING,81,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00069,5,Madurai - Thoothukudi Maritime Axis,2026-06-28 10:59:50,LATE_NIGHT_TRANSIT_SPIKE,WEAKENING,80,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00070,2,Attibele - Hosur - Krishnagiri Axis,2025-12-11 10:58:31,CHECKPOST_ANOMALY_HOLD,NEWLY_EMERGING,79,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00071,1,Walayar - Coimbatore - Salem Corridor,2025-01-15 15:03:09,LATE_NIGHT_TRANSIT_SPIKE,STABLE,85,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00072,3,Chittoor - Tiruvallur - Chennai Port Gateway,2025-02-14 11:52:06,GPS_CORRELATED_TIP,NEWLY_EMERGING,82,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00073,2,Attibele - Hosur - Krishnagiri Axis,2025-02-21 12:18:17,FREIGHT_LOGISTICS_SCAN,NEWLY_EMERGING,78,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00074,1,Walayar - Coimbatore - Salem Corridor,2026-06-25 01:49:43,LATE_NIGHT_TRANSIT_SPIKE,WEAKENING,87,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00075,4,Puliyarai - Tenkasi - Madurai Highway,2024-12-24 10:51:33,GPS_CORRELATED_TIP,NEWLY_EMERGING,83,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00076,8,Chennai - Chengalpattu - Viluppuram Corridor,2026-04-29 15:03:15,GPS_CORRELATED_TIP,WEAKENING,75,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00077,1,Walayar - Coimbatore - Salem Corridor,2026-08-13 15:29:05,LATE_NIGHT_TRANSIT_SPIKE,NEWLY_EMERGING,86,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00078,7,Coimbatore - Tiruppur - Erode Industrial Route,2026-01-07 07:58:17,CHECKPOST_ANOMALY_HOLD,STABLE,76,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00079,5,Madurai - Thoothukudi Maritime Axis,2026-06-25 13:23:31,CHECKPOST_ANOMALY_HOLD,STRENGTHENING,80,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00080,6,Salem - Namakkal - Karur Axis,2025-06-03 08:37:58,LATE_NIGHT_TRANSIT_SPIKE,NEWLY_EMERGING,72,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00081,5,Madurai - Thoothukudi Maritime Axis,2026-03-09 21:35:02,GPS_CORRELATED_TIP,STABLE,87,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00082,4,Puliyarai - Tenkasi - Madurai Highway,2026-06-09 06:21:24,CHECKPOST_ANOMALY_HOLD,STRENGTHENING,83,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00083,6,Salem - Namakkal - Karur Axis,2026-01-22 22:35:08,LATE_NIGHT_TRANSIT_SPIKE,STRENGTHENING,83,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00084,8,Chennai - Chengalpattu - Viluppuram Corridor,2025-05-16 18:46:29,FREIGHT_LOGISTICS_SCAN,STABLE,94,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00085,8,Chennai - Chengalpattu - Viluppuram Corridor,2026-06-06 19:49:33,FREIGHT_LOGISTICS_SCAN,WEAKENING,76,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00086,2,Attibele - Hosur - Krishnagiri Axis,2025-02-07 23:58:17,FREIGHT_LOGISTICS_SCAN,WEAKENING,96,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00087,4,Puliyarai - Tenkasi - Madurai Highway,2026-01-03 16:02:00,FREIGHT_LOGISTICS_SCAN,STRENGTHENING,79,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00088,4,Puliyarai - Tenkasi - Madurai Highway,2026-05-02 08:30:23,GPS_CORRELATED_TIP,STABLE,81,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00089,3,Chittoor - Tiruvallur - Chennai Port Gateway,2025-12-19 10:06:43,CHECKPOST_ANOMALY_HOLD,WEAKENING,95,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00090,7,Coimbatore - Tiruppur - Erode Industrial Route,2025-12-10 10:52:06,LATE_NIGHT_TRANSIT_SPIKE,STRENGTHENING,74,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00091,8,Chennai - Chengalpattu - Viluppuram Corridor,2025-07-06 19:20:25,FREIGHT_LOGISTICS_SCAN,STABLE,95,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00092,2,Attibele - Hosur - Krishnagiri Axis,2024-09-26 19:49:25,GPS_CORRELATED_TIP,WEAKENING,73,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00093,4,Puliyarai - Tenkasi - Madurai Highway,2025-11-22 05:04:19,GPS_CORRELATED_TIP,STRENGTHENING,75,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00094,2,Attibele - Hosur - Krishnagiri Axis,2024-10-18 12:06:09,FREIGHT_LOGISTICS_SCAN,NEWLY_EMERGING,93,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00095,1,Walayar - Coimbatore - Salem Corridor,2025-10-09 17:56:18,GPS_CORRELATED_TIP,WEAKENING,79,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00096,6,Salem - Namakkal - Karur Axis,2026-04-20 17:57:21,LATE_NIGHT_TRANSIT_SPIKE,NEWLY_EMERGING,94,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00097,2,Attibele - Hosur - Krishnagiri Axis,2026-07-23 10:29:13,LATE_NIGHT_TRANSIT_SPIKE,STRENGTHENING,92,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00098,6,Salem - Namakkal - Karur Axis,2025-10-22 09:56:24,CHECKPOST_ANOMALY_HOLD,STRENGTHENING,95,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00099,8,Chennai - Chengalpattu - Viluppuram Corridor,2024-11-11 17:16:59,FREIGHT_LOGISTICS_SCAN,STRENGTHENING,73,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00100,2,Attibele - Hosur - Krishnagiri Axis,2025-04-20 09:25:00,CHECKPOST_ANOMALY_HOLD,NEWLY_EMERGING,91,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00101,1,Walayar - Coimbatore - Salem Corridor,2025-02-05 01:55:06,FREIGHT_LOGISTICS_SCAN,STABLE,89,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00102,2,Attibele - Hosur - Krishnagiri Axis,2025-05-12 13:37:26,FREIGHT_LOGISTICS_SCAN,STABLE,85,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00103,2,Attibele - Hosur - Krishnagiri Axis,2025-05-31 04:46:47,CHECKPOST_ANOMALY_HOLD,STRENGTHENING,92,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00104,7,Coimbatore - Tiruppur - Erode Industrial Route,2025-04-24 20:03:56,CHECKPOST_ANOMALY_HOLD,STABLE,80,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00105,2,Attibele - Hosur - Krishnagiri Axis,2024-10-20 12:05:33,LATE_NIGHT_TRANSIT_SPIKE,STRENGTHENING,81,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00106,1,Walayar - Coimbatore - Salem Corridor,2026-05-17 22:11:04,LATE_NIGHT_TRANSIT_SPIKE,NEWLY_EMERGING,78,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00107,6,Salem - Namakkal - Karur Axis,2024-12-02 21:25:33,GPS_CORRELATED_TIP,STRENGTHENING,86,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00108,4,Puliyarai - Tenkasi - Madurai Highway,2026-02-11 02:37:05,GPS_CORRELATED_TIP,STABLE,91,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00109,5,Madurai - Thoothukudi Maritime Axis,2026-06-07 21:41:48,LATE_NIGHT_TRANSIT_SPIKE,STABLE,82,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00110,1,Walayar - Coimbatore - Salem Corridor,2025-01-17 01:26:23,GPS_CORRELATED_TIP,STRENGTHENING,90,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00111,4,Puliyarai - Tenkasi - Madurai Highway,2024-09-26 05:04:28,FREIGHT_LOGISTICS_SCAN,WEAKENING,81,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00112,6,Salem - Namakkal - Karur Axis,2026-03-07 17:23:49,LATE_NIGHT_TRANSIT_SPIKE,STABLE,85,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00113,8,Chennai - Chengalpattu - Viluppuram Corridor,2025-07-07 00:14:01,GPS_CORRELATED_TIP,NEWLY_EMERGING,73,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00114,8,Chennai - Chengalpattu - Viluppuram Corridor,2025-01-14 03:25:39,LATE_NIGHT_TRANSIT_SPIKE,WEAKENING,75,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00115,3,Chittoor - Tiruvallur - Chennai Port Gateway,2025-01-19 03:07:17,GPS_CORRELATED_TIP,STABLE,88,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00116,8,Chennai - Chengalpattu - Viluppuram Corridor,2026-08-04 02:47:28,CHECKPOST_ANOMALY_HOLD,STABLE,78,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00117,5,Madurai - Thoothukudi Maritime Axis,2025-12-29 06:40:25,FREIGHT_LOGISTICS_SCAN,STRENGTHENING,87,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00118,5,Madurai - Thoothukudi Maritime Axis,2024-11-07 23:00:37,LATE_NIGHT_TRANSIT_SPIKE,STRENGTHENING,73,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00119,5,Madurai - Thoothukudi Maritime Axis,2025-03-06 12:18:08,GPS_CORRELATED_TIP,STRENGTHENING,75,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00120,6,Salem - Namakkal - Karur Axis,2025-09-17 22:36:40,FREIGHT_LOGISTICS_SCAN,STABLE,95,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00121,7,Coimbatore - Tiruppur - Erode Industrial Route,2025-11-26 03:17:25,LATE_NIGHT_TRANSIT_SPIKE,NEWLY_EMERGING,78,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00122,6,Salem - Namakkal - Karur Axis,2025-05-21 22:29:07,LATE_NIGHT_TRANSIT_SPIKE,STABLE,89,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00123,7,Coimbatore - Tiruppur - Erode Industrial Route,2024-11-07 09:21:24,GPS_CORRELATED_TIP,STRENGTHENING,91,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00124,3,Chittoor - Tiruvallur - Chennai Port Gateway,2025-11-13 00:55:32,FREIGHT_LOGISTICS_SCAN,WEAKENING,96,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00125,5,Madurai - Thoothukudi Maritime Axis,2025-11-05 04:40:54,CHECKPOST_ANOMALY_HOLD,STABLE,84,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00126,2,Attibele - Hosur - Krishnagiri Axis,2025-12-29 13:16:52,LATE_NIGHT_TRANSIT_SPIKE,STABLE,82,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00127,4,Puliyarai - Tenkasi - Madurai Highway,2026-04-02 17:00:39,LATE_NIGHT_TRANSIT_SPIKE,STABLE,96,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00128,7,Coimbatore - Tiruppur - Erode Industrial Route,2025-04-15 16:51:52,CHECKPOST_ANOMALY_HOLD,STABLE,94,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00129,2,Attibele - Hosur - Krishnagiri Axis,2026-01-24 21:25:22,CHECKPOST_ANOMALY_HOLD,STRENGTHENING,90,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00130,8,Chennai - Chengalpattu - Viluppuram Corridor,2026-01-01 08:47:13,CHECKPOST_ANOMALY_HOLD,STABLE,78,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00131,2,Attibele - Hosur - Krishnagiri Axis,2024-12-14 16:22:36,CHECKPOST_ANOMALY_HOLD,STABLE,72,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00132,6,Salem - Namakkal - Karur Axis,2026-01-10 12:12:35,LATE_NIGHT_TRANSIT_SPIKE,STRENGTHENING,88,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00133,1,Walayar - Coimbatore - Salem Corridor,2026-06-01 22:33:33,LATE_NIGHT_TRANSIT_SPIKE,STRENGTHENING,78,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00134,8,Chennai - Chengalpattu - Viluppuram Corridor,2025-11-19 02:31:29,GPS_CORRELATED_TIP,STABLE,78,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00135,7,Coimbatore - Tiruppur - Erode Industrial Route,2024-09-26 02:19:14,FREIGHT_LOGISTICS_SCAN,STABLE,76,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00136,6,Salem - Namakkal - Karur Axis,2026-01-01 02:34:56,FREIGHT_LOGISTICS_SCAN,STABLE,79,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00137,8,Chennai - Chengalpattu - Viluppuram Corridor,2025-09-19 10:56:44,LATE_NIGHT_TRANSIT_SPIKE,WEAKENING,73,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00138,4,Puliyarai - Tenkasi - Madurai Highway,2026-06-22 18:39:28,LATE_NIGHT_TRANSIT_SPIKE,WEAKENING,73,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00139,2,Attibele - Hosur - Krishnagiri Axis,2025-11-22 13:22:32,LATE_NIGHT_TRANSIT_SPIKE,NEWLY_EMERGING,83,Historical association telemetry only; does not establish unlawful transit.
OBS-CORR-00140,2,Attibele - Hosur - Krishnagiri Axis,2026-06-18 01:38:57,FREIGHT_LOGISTICS_SCAN,NEWLY_EMERGING,93,Historical association telemetry only; does not establish unlawful transit.
