snapshot_id,district_id,district_name,snapshot_timestamp,risk_indicator,velocity_ratio,confidence_score,coverage_status,trend_classification
RZ-HIST-00040,8,Erode,2025-07-12 17:08:06,WATCH,1.2,75,ADEQUATE,DATA_COVERAGE_GAP
RZ-HIST-00041,16,Kancheepuram,2026-08-03 02:13:30,WATCH,1,72,ADEQUATE,DECELERATING
RZ-HIST-00042,36,Ranipet,2025-05-23 00:27:51,WATCH,1.6,72,ADEQUATE,DATA_COVERAGE_GAP
RZ-HIST-00043,35,Mayiladuthurai,2026-04-03 15:58:05,LOW,0.6,58,LIMITED,ACCELERATING_30D
RZ-HIST-00044,14,Kanniyakumari,2024-12-02 23:24:07,WATCH,1.1,70,MODERATE,DECELERATING
RZ-HIST-00045,37,Tirupathur,2024-11-14 22:48:44,WATCH,1.2,67,MODERATE,DECELERATING
RZ-HIST-00046,27,Perambalur,2025-05-12 17:22:08,INSUFFICIENT_DATA,0.4,44,LIMITED,ACCELERATING_30D
RZ-HIST-00047,19,Cuddalore,2025-09-10 20:41:03,LOW,0.8,62,MODERATE,BASELINE_NORMAL
RZ-HIST-00048,17,Chengalpattu,2025-09-02 09:56:20,INCREASING,2.1,78,ADEQUATE,DECELERATING
RZ-HIST-00049,26,Ariyalur,2024-09-20 05:49:19,INSUFFICIENT_DATA,0.3,42,LIMITED,DATA_COVERAGE_GAP
RZ-HIST-00050,6,Tirunelveli,2025-12-29 07:07:35,WATCH,1,72,MODERATE,ACCELERATING_30D
RZ-HIST-00051,9,Vellore,2025-05-07 15:05:59,INCREASING,2.2,76,ADEQUATE,BASELINE_NORMAL
RZ-HIST-00052,36,Ranipet,2024-11-27 21:28:41,WATCH,1.6,72,ADEQUATE,DECELERATING
RZ-HIST-00053,32,Theni,2026-01-13 04:53:32,INCREASING,1.9,73,MODERATE,DATA_COVERAGE_GAP
RZ-HIST-00054,15,Tenkasi,2025-03-04 15:56:27,WATCH,2.3,68,LIMITED,BASELINE_NORMAL
RZ-HIST-00055,12,Thanjavur,2025-07-02 15:50:51,LOW,0.7,64,MODERATE,DECELERATING
RZ-HIST-00056,37,Tirupathur,2024-10-04 12:14:39,WATCH,1.2,67,MODERATE,DATA_COVERAGE_GAP
RZ-HIST-00057,26,Ariyalur,2026-04-13 21:42:46,INSUFFICIENT_DATA,0.3,42,LIMITED,BASELINE_NORMAL
RZ-HIST-00058,31,Virudhunagar,2026-02-01 15:47:19,WATCH,1,69,MODERATE,BASELINE_NORMAL
RZ-HIST-00059,10,Krishnagiri,2026-05-05 03:39:39,HIGH PREVENTIVE ATTENTION,4.8,85,ADEQUATE,DATA_COVERAGE_GAP
RZ-HIST-00060,10,Krishnagiri,2026-03-03 08:30:04,HIGH PREVENTIVE ATTENTION,4.8,85,ADEQUATE,ACCELERATING_30D
RZ-HIST-00061,15,Tenkasi,2026-02-13 09:50:41,WATCH,2.3,68,LIMITED,DECELERATING
RZ-HIST-00062,31,Virudhunagar,2025-11-05 17:02:42,WATCH,1,69,MODERATE,DECELERATING
RZ-HIST-00063,6,Tirunelveli,2025-11-05 18:46:26,WATCH,1,72,MODERATE,ACCELERATING_30D
RZ-HIST-00064,14,Kanniyakumari,2026-03-14 14:51:59,WATCH,1.1,70,MODERATE,BASELINE_NORMAL
RZ-HIST-00065,5,Tiruchirappalli,2025-07-02 22:50:51,WATCH,1.1,74,ADEQUATE,ACCELERATING_30D
RZ-HIST-00066,24,Nilgiris,2024-12-15 18:19:17,WATCH,1.8,74,MODERATE,DATA_COVERAGE_GAP
RZ-HIST-00067,6,Tirunelveli,2025-10-10 09:00:21,WATCH,1,72,MODERATE,BASELINE_NORMAL
RZ-HIST-00068,27,Perambalur,2026-05-24 08:30:52,INSUFFICIENT_DATA,0.4,44,LIMITED,DATA_COVERAGE_GAP
RZ-HIST-00069,15,Tenkasi,2025-11-15 17:00:17,WATCH,2.3,68,LIMITED,DECELERATING
RZ-HIST-00070,17,Chengalpattu,2024-12-14 17:50:50,INCREASING,2.1,78,ADEQUATE,BASELINE_NORMAL
RZ-HIST-00071,2,Coimbatore,2025-03-19 09:01:58,HIGH PREVENTIVE ATTENTION,6,88,ADEQUATE,ACCELERATING_30D
RZ-HIST-00072,2,Coimbatore,2026-08-16 03:15:16,HIGH PREVENTIVE ATTENTION,6,88,ADEQUATE,ACCELERATING_30D
RZ-HIST-00073,17,Chengalpattu,2026-03-23 10:54:17,INCREASING,2.1,78,ADEQUATE,DATA_COVERAGE_GAP
RZ-HIST-00074,18,Tiruvallur,2026-06-03 20:50:56,INCREASING,2.3,80,ADEQUATE,DATA_COVERAGE_GAP
RZ-HIST-00075,4,Salem,2026-01-22 17:19:56,INCREASING,2.4,82,ADEQUATE,DATA_COVERAGE_GAP
RZ-HIST-00076,24,Nilgiris,2025-02-08 14:18:44,WATCH,1.8,74,MODERATE,BASELINE_NORMAL
RZ-HIST-00077,38,Tiruvannamalai,2025-06-19 00:26:15,WATCH,1.1,70,ADEQUATE,ACCELERATING_30D
RZ-HIST-00078,30,Ramanathapuram,2025-11-23 06:35:29,WATCH,1.5,71,MODERATE,DATA_COVERAGE_GAP
RZ-HIST-00079,34,Nagapattinam,2026-01-10 22:01:10,WATCH,1.2,68,MODERATE,BASELINE_NORMAL
RZ-HIST-00080,13,Thoothukudi,2026-04-14 22:09:10,INCREASING,2.5,86,ADEQUATE,BASELINE_NORMAL
RZ-HIST-00081,28,Pudukkottai,2026-01-18 17:19:28,LOW,0.8,61,MODERATE,BASELINE_NORMAL
RZ-HIST-00082,38,Tiruvannamalai,2025-02-04 15:25:54,WATCH,1.1,70,ADEQUATE,DATA_COVERAGE_GAP
RZ-HIST-00083,34,Nagapattinam,2025-11-21 19:10:15,WATCH,1.2,68,MODERATE,BASELINE_NORMAL
RZ-HIST-00084,24,Nilgiris,2025-09-30 01:21:10,WATCH,1.8,74,MODERATE,DATA_COVERAGE_GAP
RZ-HIST-00085,30,Ramanathapuram,2025-10-11 09:27:06,WATCH,1.5,71,MODERATE,DECELERATING
RZ-HIST-00086,3,Madurai,2025-08-22 02:14:42,INCREASING,2.1,78,ADEQUATE,BASELINE_NORMAL
RZ-HIST-00087,34,Nagapattinam,2026-07-22 18:52:17,WATCH,1.2,68,MODERATE,ACCELERATING_30D
RZ-HIST-00088,28,Pudukkottai,2024-11-09 07:48:42,LOW,0.8,61,MODERATE,DECELERATING
RZ-HIST-00089,38,Tiruvannamalai,2025-06-14 02:06:32,WATCH,1.1,70,ADEQUATE,DECELERATING
RZ-HIST-00090,11,Dindigul,2025-05-29 21:09:24,WATCH,0.9,68,MODERATE,DATA_COVERAGE_GAP
RZ-HIST-00091,26,Ariyalur,2026-03-27 07:27:32,INSUFFICIENT_DATA,0.3,42,LIMITED,BASELINE_NORMAL
RZ-HIST-00092,26,Ariyalur,2026-05-01 12:29:50,INSUFFICIENT_DATA,0.3,42,LIMITED,BASELINE_NORMAL
RZ-HIST-00093,11,Dindigul,2026-02-12 12:30:57,WATCH,0.9,68,MODERATE,DECELERATING
RZ-HIST-00094,33,Thiruvarur,2025-05-18 06:56:32,LOW,0.5,56,LIMITED,DECELERATING
RZ-HIST-00095,20,Viluppuram,2026-02-26 22:23:55,WATCH,1,65,MODERATE,ACCELERATING_30D
RZ-HIST-00096,36,Ranipet,2026-07-02 12:50:14,WATCH,1.6,72,ADEQUATE,ACCELERATING_30D
RZ-HIST-00097,25,Karur,2025-09-15 13:58:58,LOW,0.7,60,MODERATE,DATA_COVERAGE_GAP
RZ-HIST-00098,15,Tenkasi,2025-08-12 19:49:57,WATCH,2.3,68,LIMITED,DATA_COVERAGE_GAP
RZ-HIST-00099,38,Tiruvannamalai,2026-05-01 23:38:54,WATCH,1.1,70,ADEQUATE,DECELERATING
RZ-HIST-00100,3,Madurai,2026-02-01 04:17:19,INCREASING,2.1,78,ADEQUATE,ACCELERATING_30D
RZ-HIST-00101,3,Madurai,2026-01-31 07:27:45,INCREASING,2.1,78,ADEQUATE,DECELERATING
RZ-HIST-00102,38,Tiruvannamalai,2024-10-07 13:38:27,WATCH,1.1,70,ADEQUATE,ACCELERATING_30D
RZ-HIST-00103,34,Nagapattinam,2026-08-04 04:46:01,WATCH,1.2,68,MODERATE,DECELERATING
RZ-HIST-00104,9,Vellore,2025-01-12 12:53:27,INCREASING,2.2,76,ADEQUATE,DECELERATING
RZ-HIST-00105,16,Kancheepuram,2024-11-14 00:06:48,WATCH,1,72,ADEQUATE,ACCELERATING_30D
RZ-HIST-00106,14,Kanniyakumari,2024-10-22 07:20:40,WATCH,1.1,70,MODERATE,DECELERATING
RZ-HIST-00107,1,Chennai,2026-03-05 20:02:52,HIGH PREVENTIVE ATTENTION,3.5,84,ADEQUATE,ACCELERATING_30D
RZ-HIST-00108,26,Ariyalur,2026-01-28 10:57:33,INSUFFICIENT_DATA,0.3,42,LIMITED,DECELERATING
RZ-HIST-00109,8,Erode,2025-03-29 12:29:26,WATCH,1.2,75,ADEQUATE,ACCELERATING_30D
RZ-HIST-00110,21,Kallakurichi,2024-12-06 10:45:30,LOW,0.6,58,LIMITED,BASELINE_NORMAL
RZ-HIST-00111,29,Sivaganga,2025-04-18 19:22:59,LOW,0.6,59,LIMITED,DATA_COVERAGE_GAP
RZ-HIST-00112,12,Thanjavur,2026-03-14 17:50:50,LOW,0.7,64,MODERATE,DECELERATING
RZ-HIST-00113,17,Chengalpattu,2025-08-21 13:23:41,INCREASING,2.1,78,ADEQUATE,BASELINE_NORMAL
RZ-HIST-00114,9,Vellore,2025-07-24 16:02:32,INCREASING,2.2,76,ADEQUATE,ACCELERATING_30D
RZ-HIST-00115,14,Kanniyakumari,2025-01-24 01:36:09,WATCH,1.1,70,MODERATE,DECELERATING
RZ-HIST-00116,7,Tiruppur,2025-01-26 04:55:06,INCREASING,2.8,80,ADEQUATE,BASELINE_NORMAL
RZ-HIST-00117,34,Nagapattinam,2025-01-18 07:44:23,WATCH,1.2,68,MODERATE,DECELERATING
RZ-HIST-00118,35,Mayiladuthurai,2025-05-21 00:40:59,LOW,0.6,58,LIMITED,ACCELERATING_30D
RZ-HIST-00119,33,Thiruvarur,2026-02-11 18:09:49,LOW,0.5,56,LIMITED,DECELERATING
RZ-HIST-00120,28,Pudukkottai,2026-01-25 16:16:08,LOW,0.8,61,MODERATE,DECELERATING
RZ-HIST-00121,25,Karur,2026-06-18 04:21:27,LOW,0.7,60,MODERATE,DECELERATING
RZ-HIST-00122,25,Karur,2024-09-20 14:06:38,LOW,0.7,60,MODERATE,BASELINE_NORMAL
RZ-HIST-00123,13,Thoothukudi,2026-07-20 07:50:34,INCREASING,2.5,86,ADEQUATE,DECELERATING
RZ-HIST-00124,16,Kancheepuram,2026-04-11 14:39:17,WATCH,1,72,ADEQUATE,DATA_COVERAGE_GAP
RZ-HIST-00125,31,Virudhunagar,2024-10-24 02:17:54,WATCH,1,69,MODERATE,DECELERATING
RZ-HIST-00126,12,Thanjavur,2025-03-22 16:17:38,LOW,0.7,64,MODERATE,DECELERATING
RZ-HIST-00127,21,Kallakurichi,2024-11-02 02:11:45,LOW,0.6,58,LIMITED,BASELINE_NORMAL
RZ-HIST-00128,18,Tiruvallur,2026-04-05 12:54:28,INCREASING,2.3,80,ADEQUATE,DATA_COVERAGE_GAP
RZ-HIST-00129,14,Kanniyakumari,2025-04-21 13:15:07,WATCH,1.1,70,MODERATE,DECELERATING
RZ-HIST-00130,23,Namakkal,2026-04-22 15:01:38,WATCH,0.9,68,MODERATE,DATA_COVERAGE_GAP
RZ-HIST-00131,20,Viluppuram,2026-01-29 06:57:15,WATCH,1,65,MODERATE,DATA_COVERAGE_GAP
RZ-HIST-00132,30,Ramanathapuram,2025-09-08 16:37:46,WATCH,1.5,71,MODERATE,DATA_COVERAGE_GAP
RZ-HIST-00133,21,Kallakurichi,2025-02-10 08:59:58,LOW,0.6,58,LIMITED,DECELERATING
RZ-HIST-00134,24,Nilgiris,2026-06-15 01:00:11,WATCH,1.8,74,MODERATE,DATA_COVERAGE_GAP
RZ-HIST-00135,11,Dindigul,2025-06-27 19:51:41,WATCH,0.9,68,MODERATE,ACCELERATING_30D
RZ-HIST-00136,33,Thiruvarur,2025-02-03 04:31:31,LOW,0.5,56,LIMITED,ACCELERATING_30D
RZ-HIST-00137,3,Madurai,2026-05-08 14:30:59,INCREASING,2.1,78,ADEQUATE,DATA_COVERAGE_GAP
RZ-HIST-00138,33,Thiruvarur,2025-10-13 18:42:51,LOW,0.5,56,LIMITED,BASELINE_NORMAL
RZ-HIST-00139,18,Tiruvallur,2025-05-03 16:51:01,INCREASING,2.3,80,ADEQUATE,ACCELERATING_30D
RZ-HIST-00140,33,Thiruvarur,2025-06-05 02:08:32,LOW,0.5,56,LIMITED,BASELINE_NORMAL
RZ-HIST-00141,19,Cuddalore,2025-08-27 22:19:06,LOW,0.8,62,MODERATE,DECELERATING
RZ-HIST-00142,34,Nagapattinam,2025-05-04 10:20:41,WATCH,1.2,68,MODERATE,DATA_COVERAGE_GAP
RZ-HIST-00143,10,Krishnagiri,2025-05-08 22:30:52,HIGH PREVENTIVE ATTENTION,4.8,85,ADEQUATE,DATA_COVERAGE_GAP
RZ-HIST-00144,36,Ranipet,2025-02-28 05:11:47,WATCH,1.6,72,ADEQUATE,BASELINE_NORMAL
RZ-HIST-00145,5,Tiruchirappalli,2025-05-15 14:27:15,WATCH,1.1,74,ADEQUATE,DECELERATING
RZ-HIST-00146,11,Dindigul,2025-11-16 20:50:32,WATCH,0.9,68,MODERATE,DECELERATING
RZ-HIST-00147,18,Tiruvallur,2025-04-21 01:08:24,INCREASING,2.3,80,ADEQUATE,BASELINE_NORMAL
RZ-HIST-00148,9,Vellore,2025-07-04 18:22:32,INCREASING,2.2,76,ADEQUATE,DATA_COVERAGE_GAP
RZ-HIST-00149,18,Tiruvallur,2024-11-18 05:20:53,INCREASING,2.3,80,ADEQUATE,DECELERATING
RZ-HIST-00150,30,Ramanathapuram,2026-03-07 00:55:28,WATCH,1.5,71,MODERATE,DATA_COVERAGE_GAP
RZ-HIST-00151,13,Thoothukudi,2025-06-29 09:47:14,INCREASING,2.5,86,ADEQUATE,BASELINE_NORMAL
RZ-HIST-00152,38,Tiruvannamalai,2026-02-13 21:08:17,WATCH,1.1,70,ADEQUATE,DATA_COVERAGE_GAP
RZ-HIST-00153,7,Tiruppur,2025-03-27 12:18:21,INCREASING,2.8,80,ADEQUATE,ACCELERATING_30D
RZ-HIST-00154,11,Dindigul,2026-06-01 15:24:21,WATCH,0.9,68,MODERATE,DECELERATING
RZ-HIST-00155,9,Vellore,2025-04-02 19:04:50,INCREASING,2.2,76,ADEQUATE,BASELINE_NORMAL
RZ-HIST-00156,33,Thiruvarur,2025-07-07 16:14:24,LOW,0.5,56,LIMITED,BASELINE_NORMAL
RZ-HIST-00157,10,Krishnagiri,2026-02-18 05:24:05,HIGH PREVENTIVE ATTENTION,4.8,85,ADEQUATE,DECELERATING
RZ-HIST-00158,2,Coimbatore,2024-11-13 15:50:34,HIGH PREVENTIVE ATTENTION,6,88,ADEQUATE,DECELERATING
RZ-HIST-00159,18,Tiruvallur,2025-05-05 10:28:57,INCREASING,2.3,80,ADEQUATE,DECELERATING
RZ-HIST-00160,4,Salem,2025-04-11 19:06:16,INCREASING,2.4,82,ADEQUATE,DECELERATING
RZ-HIST-00161,17,Chengalpattu,2026-05-28 12:24:02,INCREASING,2.1,78,ADEQUATE,DECELERATING
RZ-HIST-00162,31,Virudhunagar,2026-04-12 06:33:18,WATCH,1,69,MODERATE,ACCELERATING_30D
RZ-HIST-00163,8,Erode,2026-06-13 15:35:13,WATCH,1.2,75,ADEQUATE,DATA_COVERAGE_GAP
RZ-HIST-00164,33,Thiruvarur,2025-06-19 17:22:36,LOW,0.5,56,LIMITED,DECELERATING
RZ-HIST-00165,8,Erode,2025-08-07 10:08:20,WATCH,1.2,75,ADEQUATE,ACCELERATING_30D
RZ-HIST-00166,15,Tenkasi,2025-11-02 21:49:14,WATCH,2.3,68,LIMITED,DECELERATING
RZ-HIST-00167,16,Kancheepuram,2025-06-05 16:17:42,WATCH,1,72,ADEQUATE,DECELERATING
RZ-HIST-00168,4,Salem,2026-03-12 02:39:28,INCREASING,2.4,82,ADEQUATE,DATA_COVERAGE_GAP
RZ-HIST-00169,7,Tiruppur,2026-05-27 15:23:21,INCREASING,2.8,80,ADEQUATE,BASELINE_NORMAL
RZ-HIST-00170,14,Kanniyakumari,2026-06-16 22:25:42,WATCH,1.1,70,MODERATE,ACCELERATING_30D
RZ-HIST-00171,17,Chengalpattu,2025-05-24 03:00:34,INCREASING,2.1,78,ADEQUATE,ACCELERATING_30D
RZ-HIST-00172,6,Tirunelveli,2025-06-19 20:23:41,WATCH,1,72,MODERATE,DECELERATING
RZ-HIST-00173,31,Virudhunagar,2026-07-15 22:58:38,WATCH,1,69,MODERATE,DATA_COVERAGE_GAP
RZ-HIST-00174,29,Sivaganga,2026-03-16 03:22:37,LOW,0.6,59,LIMITED,DECELERATING
RZ-HIST-00175,26,Ariyalur,2025-11-17 02:00:44,INSUFFICIENT_DATA,0.3,42,LIMITED,BASELINE_NORMAL
RZ-HIST-00176,18,Tiruvallur,2026-06-07 10:34:05,INCREASING,2.3,80,ADEQUATE,ACCELERATING_30D
RZ-HIST-00177,32,Theni,2024-10-27 00:29:35,INCREASING,1.9,73,MODERATE,BASELINE_NORMAL
RZ-HIST-00178,13,Thoothukudi,2025-07-28 10:51:41,INCREASING,2.5,86,ADEQUATE,ACCELERATING_30D
RZ-HIST-00179,35,Mayiladuthurai,2026-06-22 09:18:29,LOW,0.6,58,LIMITED,BASELINE_NORMAL
RZ-HIST-00180,6,Tirunelveli,2026-06-15 05:49:35,WATCH,1,72,MODERATE,ACCELERATING_30D
RZ-HIST-00181,2,Coimbatore,2024-12-15 17:41:47,HIGH PREVENTIVE ATTENTION,6,88,ADEQUATE,DATA_COVERAGE_GAP
RZ-HIST-00182,37,Tirupathur,2025-07-05 01:34:39,WATCH,1.2,67,MODERATE,DECELERATING
RZ-HIST-00183,19,Cuddalore,2024-11-20 15:41:37,LOW,0.8,62,MODERATE,DECELERATING
RZ-HIST-00184,2,Coimbatore,2025-02-08 09:48:12,HIGH PREVENTIVE ATTENTION,6,88,ADEQUATE,DATA_COVERAGE_GAP
RZ-HIST-00185,7,Tiruppur,2024-09-25 19:57:56,INCREASING,2.8,80,ADEQUATE,DATA_COVERAGE_GAP
RZ-HIST-00186,35,Mayiladuthurai,2025-02-10 01:56:39,LOW,0.6,58,LIMITED,DECELERATING
RZ-HIST-00187,7,Tiruppur,2026-01-11 07:16:30,INCREASING,2.8,80,ADEQUATE,DATA_COVERAGE_GAP
RZ-HIST-00188,10,Krishnagiri,2025-10-10 18:51:03,HIGH PREVENTIVE ATTENTION,4.8,85,ADEQUATE,DATA_COVERAGE_GAP
RZ-HIST-00189,9,Vellore,2026-07-03 08:57:51,INCREASING,2.2,76,ADEQUATE,DECELERATING
RZ-HIST-00190,10,Krishnagiri,2024-09-28 11:03:39,HIGH PREVENTIVE ATTENTION,4.8,85,ADEQUATE,DECELERATING
RZ-HIST-00191,19,Cuddalore,2025-08-13 03:39:03,LOW,0.8,62,MODERATE,BASELINE_NORMAL
RZ-HIST-00192,29,Sivaganga,2026-01-07 03:31:26,LOW,0.6,59,LIMITED,DECELERATING
RZ-HIST-00193,38,Tiruvannamalai,2026-02-18 21:23:07,WATCH,1.1,70,ADEQUATE,BASELINE_NORMAL
RZ-HIST-00194,23,Namakkal,2025-11-11 00:20:59,WATCH,0.9,68,MODERATE,DATA_COVERAGE_GAP
RZ-HIST-00195,18,Tiruvallur,2026-03-22 12:13:49,INCREASING,2.3,80,ADEQUATE,DATA_COVERAGE_GAP
RZ-HIST-00196,2,Coimbatore,2025-08-20 11:29:10,HIGH PREVENTIVE ATTENTION,6,88,ADEQUATE,BASELINE_NORMAL
RZ-HIST-00197,6,Tirunelveli,2026-04-29 14:56:53,WATCH,1,72,MODERATE,BASELINE_NORMAL
RZ-HIST-00198,34,Nagapattinam,2026-07-27 12:26:55,WATCH,1.2,68,MODERATE,BASELINE_NORMAL
RZ-HIST-00199,15,Tenkasi,2026-08-06 12:32:44,WATCH,2.3,68,LIMITED,ACCELERATING_30D
RZ-HIST-00200,29,Sivaganga,2025-05-01 14:07:15,LOW,0.6,59,LIMITED,DECELERATING
RZ-HIST-00201,10,Krishnagiri,2026-04-12 21:19:00,HIGH PREVENTIVE ATTENTION,4.8,85,ADEQUATE,ACCELERATING_30D
RZ-HIST-00202,24,Nilgiris,2026-01-05 01:33:57,WATCH,1.8,74,MODERATE,DATA_COVERAGE_GAP
RZ-HIST-00203,16,Kancheepuram,2026-07-20 12:10:13,WATCH,1,72,ADEQUATE,ACCELERATING_30D
RZ-HIST-00204,2,Coimbatore,2025-01-24 05:08:59,HIGH PREVENTIVE ATTENTION,6,88,ADEQUATE,DECELERATING
RZ-HIST-00205,28,Pudukkottai,2026-06-08 11:29:44,LOW,0.8,61,MODERATE,DATA_COVERAGE_GAP
RZ-HIST-00206,27,Perambalur,2025-08-13 06:03:06,INSUFFICIENT_DATA,0.4,44,LIMITED,ACCELERATING_30D
RZ-HIST-00207,12,Thanjavur,2026-05-12 04:24:21,LOW,0.7,64,MODERATE,BASELINE_NORMAL
RZ-HIST-00208,36,Ranipet,2026-04-19 09:37:07,WATCH,1.6,72,ADEQUATE,DECELERATING
RZ-HIST-00209,19,Cuddalore,2025-03-27 12:20:34,LOW,0.8,62,MODERATE,DECELERATING
RZ-HIST-00210,11,Dindigul,2025-05-19 05:50:47,WATCH,0.9,68,MODERATE,BASELINE_NORMAL
RZ-HIST-00211,30,Ramanathapuram,2026-02-15 22:19:25,WATCH,1.5,71,MODERATE,ACCELERATING_30D
RZ-HIST-00212,33,Thiruvarur,2024-11-19 19:16:18,LOW,0.5,56,LIMITED,DECELERATING
RZ-HIST-00213,14,Kanniyakumari,2025-11-01 06:06:42,WATCH,1.1,70,MODERATE,ACCELERATING_30D
RZ-HIST-00214,25,Karur,2026-06-24 19:53:39,LOW,0.7,60,MODERATE,ACCELERATING_30D
RZ-HIST-00215,4,Salem,2025-09-20 04:51:29,INCREASING,2.4,82,ADEQUATE,BASELINE_NORMAL
RZ-HIST-00216,7,Tiruppur,2025-07-01 12:36:13,INCREASING,2.8,80,ADEQUATE,DATA_COVERAGE_GAP
RZ-HIST-00217,28,Pudukkottai,2025-03-06 19:46:34,LOW,0.8,61,MODERATE,ACCELERATING_30D
RZ-HIST-00218,32,Theni,2025-12-31 06:23:45,INCREASING,1.9,73,MODERATE,BASELINE_NORMAL
RZ-HIST-00219,9,Vellore,2025-02-19 13:58:33,INCREASING,2.2,76,ADEQUATE,BASELINE_NORMAL
