signal_id,district_id,district_name,event_timestamp,signal_source,drug_category,risk_indicator,confidence_score,lifecycle_state,is_first_time_signal
SIG-TN-00055,21,Kallakurichi,2026-08-19 13:18:53,POLICE_INVESTIGATION,PRESCRIPTION_NARCOTICS,WATCH,88,RECURRENT_PATTERN,0
SIG-TN-00056,14,Kanniyakumari,2025-09-19 17:57:07,HEALTH_ANOMALY,UNKNOWN_CONTRABAND,INCREASING,69,RECURRENT_PATTERN,0
SIG-TN-00057,25,Karur,2025-03-18 04:02:22,POLICE_INVESTIGATION,PRESCRIPTION_NARCOTICS,HIGH_PREVENTIVE_ATTENTION,78,RECURRENT_PATTERN,0
SIG-TN-00058,26,Ariyalur,2024-12-20 21:30:35,CITIZEN_AGGREGATE,SYNTHETIC_MDMA,INCREASING,96,RECURRENT_PATTERN,0
SIG-TN-00059,24,Nilgiris,2026-07-04 07:52:38,CITIZEN_AGGREGATE,COMMERCIAL_GANJA,HIGH_PREVENTIVE_ATTENTION,85,RECURRENT_PATTERN,0
SIG-TN-00060,24,Nilgiris,2025-08-08 21:33:18,HEALTH_ANOMALY,SYNTHETIC_MDMA,INCREASING,86,RECURRENT_PATTERN,0
SIG-TN-00061,29,Sivaganga,2025-08-09 00:24:40,HEALTH_ANOMALY,COMMERCIAL_GANJA,WATCH,71,RECURRENT_PATTERN,0
SIG-TN-00062,10,Krishnagiri,2026-07-22 00:36:08,HEALTH_ANOMALY,UNKNOWN_CONTRABAND,WATCH,80,RECURRENT_PATTERN,0
SIG-TN-00063,29,Sivaganga,2024-12-25 00:58:51,CITIZEN_AGGREGATE,PRESCRIPTION_NARCOTICS,INCREASING,83,RECURRENT_PATTERN,0
SIG-TN-00064,11,Dindigul,2026-07-06 15:13:37,CITIZEN_AGGREGATE,OPIOID_ANALOGUES,INCREASING,79,RECURRENT_PATTERN,0
SIG-TN-00065,21,Kallakurichi,2026-02-18 23:57:28,CITIZEN_AGGREGATE,UNKNOWN_CONTRABAND,INCREASING,80,RECURRENT_PATTERN,0
SIG-TN-00066,3,Madurai,2025-01-31 10:55:24,HEALTH_ANOMALY,CHEMICAL_PRECURSORS,HIGH_PREVENTIVE_ATTENTION,95,RECURRENT_PATTERN,0
SIG-TN-00067,1,Chennai,2025-03-08 05:12:29,HEALTH_ANOMALY,SYNTHETIC_MDMA,EMERGING,80,RECURRENT_PATTERN,0
SIG-TN-00068,15,Tenkasi,2026-06-20 06:43:08,CHECKPOST_TELEMETRY,PRESCRIPTION_NARCOTICS,INCREASING,71,RECURRENT_PATTERN,0
SIG-TN-00069,38,Tiruvannamalai,2026-02-08 07:57:11,HEALTH_ANOMALY,CHEMICAL_PRECURSORS,HIGH_PREVENTIVE_ATTENTION,87,RECURRENT_PATTERN,0
SIG-TN-00070,14,Kanniyakumari,2026-03-03 06:52:30,CHECKPOST_TELEMETRY,CHEMICAL_PRECURSORS,INCREASING,66,RECURRENT_PATTERN,0
SIG-TN-00071,15,Tenkasi,2024-12-28 05:22:07,POLICE_INVESTIGATION,COMMERCIAL_GANJA,WATCH,95,RECURRENT_PATTERN,0
SIG-TN-00072,24,Nilgiris,2026-05-05 09:16:13,POLICE_INVESTIGATION,SYNTHETIC_MDMA,EMERGING,85,FIRST_TIME_SIGNAL,1
SIG-TN-00073,11,Dindigul,2025-08-13 15:03:49,POLICE_INVESTIGATION,OPIOID_ANALOGUES,INCREASING,93,RECURRENT_PATTERN,0
SIG-TN-00074,11,Dindigul,2026-04-26 16:14:26,HEALTH_ANOMALY,CHEMICAL_PRECURSORS,INCREASING,86,FIRST_TIME_SIGNAL,1
SIG-TN-00075,33,Thiruvarur,2025-05-14 16:44:46,HEALTH_ANOMALY,SYNTHETIC_MDMA,HIGH_PREVENTIVE_ATTENTION,89,RECURRENT_PATTERN,0
SIG-TN-00076,6,Tirunelveli,2025-04-30 09:06:06,POLICE_INVESTIGATION,CHEMICAL_PRECURSORS,WATCH,92,FIRST_TIME_SIGNAL,1
SIG-TN-00077,34,Nagapattinam,2025-01-23 15:49:50,POLICE_INVESTIGATION,SYNTHETIC_MDMA,WATCH,92,RECURRENT_PATTERN,0
SIG-TN-00078,21,Kallakurichi,2024-10-05 08:57:45,HEALTH_ANOMALY,PRESCRIPTION_NARCOTICS,INCREASING,89,FIRST_TIME_SIGNAL,1
SIG-TN-00079,11,Dindigul,2025-06-18 04:38:24,CITIZEN_AGGREGATE,OPIOID_ANALOGUES,INCREASING,66,RECURRENT_PATTERN,0
SIG-TN-00080,18,Tiruvallur,2026-04-28 18:46:59,HEALTH_ANOMALY,COMMERCIAL_GANJA,HIGH_PREVENTIVE_ATTENTION,67,RECURRENT_PATTERN,0
SIG-TN-00081,38,Tiruvannamalai,2025-02-24 06:00:32,CHECKPOST_TELEMETRY,CHEMICAL_PRECURSORS,EMERGING,70,RECURRENT_PATTERN,0
SIG-TN-00082,35,Mayiladuthurai,2025-04-17 02:02:34,CHECKPOST_TELEMETRY,PRESCRIPTION_NARCOTICS,INCREASING,87,RECURRENT_PATTERN,0
SIG-TN-00083,26,Ariyalur,2025-12-22 23:48:07,HEALTH_ANOMALY,OPIOID_ANALOGUES,INCREASING,90,RECURRENT_PATTERN,0
SIG-TN-00084,22,Dharmapuri,2025-12-08 14:25:01,CITIZEN_AGGREGATE,PRESCRIPTION_NARCOTICS,WATCH,65,RECURRENT_PATTERN,0
SIG-TN-00085,31,Virudhunagar,2026-02-10 21:53:05,CHECKPOST_TELEMETRY,PRESCRIPTION_NARCOTICS,INCREASING,91,RECURRENT_PATTERN,0
SIG-TN-00086,21,Kallakurichi,2026-07-20 02:05:12,CHECKPOST_TELEMETRY,CHEMICAL_PRECURSORS,HIGH_PREVENTIVE_ATTENTION,71,RECURRENT_PATTERN,0
SIG-TN-00087,34,Nagapattinam,2025-01-12 20:39:37,CHECKPOST_TELEMETRY,CHEMICAL_PRECURSORS,INCREASING,89,RECURRENT_PATTERN,0
SIG-TN-00088,35,Mayiladuthurai,2024-09-26 09:39:09,HEALTH_ANOMALY,CHEMICAL_PRECURSORS,HIGH_PREVENTIVE_ATTENTION,79,RECURRENT_PATTERN,0
SIG-TN-00089,17,Chengalpattu,2026-05-16 15:05:19,HEALTH_ANOMALY,OPIOID_ANALOGUES,WATCH,94,FIRST_TIME_SIGNAL,1
SIG-TN-00090,12,Thanjavur,2025-12-20 07:06:22,POLICE_INVESTIGATION,COMMERCIAL_GANJA,INCREASING,94,RECURRENT_PATTERN,0
SIG-TN-00091,16,Kancheepuram,2026-02-15 21:21:25,POLICE_INVESTIGATION,SYNTHETIC_MDMA,EMERGING,68,RECURRENT_PATTERN,0
SIG-TN-00092,33,Thiruvarur,2025-10-22 22:56:13,POLICE_INVESTIGATION,UNKNOWN_CONTRABAND,HIGH_PREVENTIVE_ATTENTION,83,RECURRENT_PATTERN,0
SIG-TN-00093,18,Tiruvallur,2025-01-31 13:23:31,HEALTH_ANOMALY,UNKNOWN_CONTRABAND,EMERGING,91,RECURRENT_PATTERN,0
SIG-TN-00094,19,Cuddalore,2024-10-20 04:48:25,CHECKPOST_TELEMETRY,PRESCRIPTION_NARCOTICS,WATCH,73,RECURRENT_PATTERN,0
SIG-TN-00095,37,Tirupathur,2025-09-26 16:40:01,POLICE_INVESTIGATION,COMMERCIAL_GANJA,WATCH,71,RECURRENT_PATTERN,0
SIG-TN-00096,1,Chennai,2025-04-24 17:03:05,CITIZEN_AGGREGATE,UNKNOWN_CONTRABAND,WATCH,89,RECURRENT_PATTERN,0
SIG-TN-00097,26,Ariyalur,2025-02-13 05:22:45,POLICE_INVESTIGATION,SYNTHETIC_MDMA,EMERGING,65,RECURRENT_PATTERN,0
SIG-TN-00098,4,Salem,2024-12-05 02:32:40,POLICE_INVESTIGATION,PRESCRIPTION_NARCOTICS,EMERGING,71,RECURRENT_PATTERN,0
SIG-TN-00099,16,Kancheepuram,2025-03-03 07:02:34,CITIZEN_AGGREGATE,COMMERCIAL_GANJA,HIGH_PREVENTIVE_ATTENTION,66,RECURRENT_PATTERN,0
SIG-TN-00100,38,Tiruvannamalai,2025-12-27 09:12:35,CITIZEN_AGGREGATE,SYNTHETIC_MDMA,INCREASING,74,RECURRENT_PATTERN,0
SIG-TN-00101,18,Tiruvallur,2024-12-10 04:28:55,HEALTH_ANOMALY,OPIOID_ANALOGUES,INCREASING,73,RECURRENT_PATTERN,0
SIG-TN-00102,9,Vellore,2025-04-15 10:20:21,CHECKPOST_TELEMETRY,PRESCRIPTION_NARCOTICS,EMERGING,72,RECURRENT_PATTERN,0
SIG-TN-00103,8,Erode,2026-06-03 10:34:34,POLICE_INVESTIGATION,UNKNOWN_CONTRABAND,EMERGING,83,RECURRENT_PATTERN,0
SIG-TN-00104,36,Ranipet,2024-10-12 10:07:59,HEALTH_ANOMALY,SYNTHETIC_MDMA,INCREASING,72,RECURRENT_PATTERN,0
SIG-TN-00105,11,Dindigul,2025-03-24 00:32:55,HEALTH_ANOMALY,PRESCRIPTION_NARCOTICS,HIGH_PREVENTIVE_ATTENTION,87,RECURRENT_PATTERN,0
SIG-TN-00106,6,Tirunelveli,2026-01-26 00:58:55,CHECKPOST_TELEMETRY,UNKNOWN_CONTRABAND,INCREASING,85,RECURRENT_PATTERN,0
SIG-TN-00107,29,Sivaganga,2024-10-23 13:04:03,CHECKPOST_TELEMETRY,CHEMICAL_PRECURSORS,INCREASING,92,RECURRENT_PATTERN,0
SIG-TN-00108,2,Coimbatore,2025-06-13 20:07:57,CHECKPOST_TELEMETRY,PRESCRIPTION_NARCOTICS,WATCH,74,RECURRENT_PATTERN,0
SIG-TN-00109,1,Chennai,2025-06-25 01:11:41,CHECKPOST_TELEMETRY,COMMERCIAL_GANJA,WATCH,85,RECURRENT_PATTERN,0
SIG-TN-00110,1,Chennai,2026-01-28 21:54:21,HEALTH_ANOMALY,CHEMICAL_PRECURSORS,WATCH,75,RECURRENT_PATTERN,0
SIG-TN-00111,12,Thanjavur,2025-11-13 04:45:41,HEALTH_ANOMALY,CHEMICAL_PRECURSORS,INCREASING,95,RECURRENT_PATTERN,0
SIG-TN-00112,9,Vellore,2026-08-19 14:22:11,POLICE_INVESTIGATION,UNKNOWN_CONTRABAND,WATCH,80,RECURRENT_PATTERN,0
SIG-TN-00113,32,Theni,2025-05-13 04:07:15,POLICE_INVESTIGATION,CHEMICAL_PRECURSORS,EMERGING,79,RECURRENT_PATTERN,0
SIG-TN-00114,32,Theni,2026-04-10 22:05:22,POLICE_INVESTIGATION,SYNTHETIC_MDMA,INCREASING,81,FIRST_TIME_SIGNAL,1
SIG-TN-00115,10,Krishnagiri,2025-07-13 04:20:39,POLICE_INVESTIGATION,SYNTHETIC_MDMA,INCREASING,74,RECURRENT_PATTERN,0
SIG-TN-00116,22,Dharmapuri,2024-10-11 03:14:01,CHECKPOST_TELEMETRY,SYNTHETIC_MDMA,EMERGING,90,RECURRENT_PATTERN,0
SIG-TN-00117,3,Madurai,2025-01-15 21:56:06,POLICE_INVESTIGATION,UNKNOWN_CONTRABAND,HIGH_PREVENTIVE_ATTENTION,77,RECURRENT_PATTERN,0
SIG-TN-00118,33,Thiruvarur,2025-07-19 12:32:38,HEALTH_ANOMALY,CHEMICAL_PRECURSORS,EMERGING,91,RECURRENT_PATTERN,0
SIG-TN-00119,38,Tiruvannamalai,2025-06-06 02:22:26,POLICE_INVESTIGATION,COMMERCIAL_GANJA,HIGH_PREVENTIVE_ATTENTION,91,RECURRENT_PATTERN,0
SIG-TN-00120,1,Chennai,2025-08-09 19:05:51,CITIZEN_AGGREGATE,CHEMICAL_PRECURSORS,WATCH,90,RECURRENT_PATTERN,0
SIG-TN-00121,37,Tirupathur,2025-09-16 01:10:08,HEALTH_ANOMALY,COMMERCIAL_GANJA,INCREASING,91,RECURRENT_PATTERN,0
SIG-TN-00122,26,Ariyalur,2025-01-04 12:11:35,POLICE_INVESTIGATION,UNKNOWN_CONTRABAND,HIGH_PREVENTIVE_ATTENTION,87,RECURRENT_PATTERN,0
SIG-TN-00123,7,Tiruppur,2024-10-19 20:04:15,CITIZEN_AGGREGATE,COMMERCIAL_GANJA,INCREASING,77,RECURRENT_PATTERN,0
SIG-TN-00124,29,Sivaganga,2025-07-21 22:14:32,CHECKPOST_TELEMETRY,OPIOID_ANALOGUES,WATCH,67,RECURRENT_PATTERN,0
SIG-TN-00125,18,Tiruvallur,2025-05-29 05:55:02,CHECKPOST_TELEMETRY,COMMERCIAL_GANJA,HIGH_PREVENTIVE_ATTENTION,95,RECURRENT_PATTERN,0
SIG-TN-00126,35,Mayiladuthurai,2025-09-20 18:20:32,POLICE_INVESTIGATION,SYNTHETIC_MDMA,HIGH_PREVENTIVE_ATTENTION,72,FIRST_TIME_SIGNAL,1
SIG-TN-00127,29,Sivaganga,2024-12-16 14:34:40,CHECKPOST_TELEMETRY,SYNTHETIC_MDMA,INCREASING,66,RECURRENT_PATTERN,0
SIG-TN-00128,26,Ariyalur,2025-11-01 10:23:33,POLICE_INVESTIGATION,PRESCRIPTION_NARCOTICS,WATCH,92,RECURRENT_PATTERN,0
SIG-TN-00129,27,Perambalur,2025-09-29 18:01:06,HEALTH_ANOMALY,CHEMICAL_PRECURSORS,WATCH,71,RECURRENT_PATTERN,0
SIG-TN-00130,13,Thoothukudi,2025-08-30 04:13:59,CITIZEN_AGGREGATE,COMMERCIAL_GANJA,INCREASING,79,RECURRENT_PATTERN,0
SIG-TN-00131,1,Chennai,2025-02-16 16:18:06,CITIZEN_AGGREGATE,OPIOID_ANALOGUES,WATCH,67,RECURRENT_PATTERN,0
SIG-TN-00132,33,Thiruvarur,2025-12-21 22:58:24,CITIZEN_AGGREGATE,CHEMICAL_PRECURSORS,EMERGING,68,RECURRENT_PATTERN,0
SIG-TN-00133,36,Ranipet,2026-02-02 05:36:22,CHECKPOST_TELEMETRY,COMMERCIAL_GANJA,HIGH_PREVENTIVE_ATTENTION,83,RECURRENT_PATTERN,0
SIG-TN-00134,25,Karur,2024-12-27 17:09:01,CHECKPOST_TELEMETRY,COMMERCIAL_GANJA,WATCH,74,RECURRENT_PATTERN,0
SIG-TN-00135,22,Dharmapuri,2025-03-02 06:59:39,CITIZEN_AGGREGATE,COMMERCIAL_GANJA,INCREASING,78,RECURRENT_PATTERN,0
SIG-TN-00136,11,Dindigul,2025-06-02 04:48:08,CHECKPOST_TELEMETRY,PRESCRIPTION_NARCOTICS,EMERGING,88,RECURRENT_PATTERN,0
SIG-TN-00137,33,Thiruvarur,2025-03-16 00:23:26,CITIZEN_AGGREGATE,COMMERCIAL_GANJA,INCREASING,76,RECURRENT_PATTERN,0
SIG-TN-00138,21,Kallakurichi,2025-09-28 04:16:49,HEALTH_ANOMALY,PRESCRIPTION_NARCOTICS,HIGH_PREVENTIVE_ATTENTION,70,RECURRENT_PATTERN,0
SIG-TN-00139,28,Pudukkottai,2025-11-06 00:00:56,CITIZEN_AGGREGATE,CHEMICAL_PRECURSORS,INCREASING,85,RECURRENT_PATTERN,0
SIG-TN-00140,2,Coimbatore,2025-10-13 09:34:55,POLICE_INVESTIGATION,UNKNOWN_CONTRABAND,INCREASING,66,RECURRENT_PATTERN,0
SIG-TN-00141,18,Tiruvallur,2025-01-15 06:02:48,CHECKPOST_TELEMETRY,OPIOID_ANALOGUES,INCREASING,84,RECURRENT_PATTERN,0
SIG-TN-00142,21,Kallakurichi,2026-01-23 03:54:29,HEALTH_ANOMALY,CHEMICAL_PRECURSORS,HIGH_PREVENTIVE_ATTENTION,79,RECURRENT_PATTERN,0
SIG-TN-00143,28,Pudukkottai,2026-06-24 01:05:19,POLICE_INVESTIGATION,SYNTHETIC_MDMA,WATCH,68,RECURRENT_PATTERN,0
SIG-TN-00144,38,Tiruvannamalai,2026-04-25 09:51:55,HEALTH_ANOMALY,SYNTHETIC_MDMA,EMERGING,74,FIRST_TIME_SIGNAL,1
SIG-TN-00145,35,Mayiladuthurai,2025-03-11 11:39:42,CHECKPOST_TELEMETRY,UNKNOWN_CONTRABAND,INCREASING,78,RECURRENT_PATTERN,0
SIG-TN-00146,10,Krishnagiri,2026-05-06 01:51:16,CHECKPOST_TELEMETRY,COMMERCIAL_GANJA,HIGH_PREVENTIVE_ATTENTION,65,RECURRENT_PATTERN,0
SIG-TN-00147,15,Tenkasi,2025-03-12 09:21:52,POLICE_INVESTIGATION,PRESCRIPTION_NARCOTICS,INCREASING,77,RECURRENT_PATTERN,0
SIG-TN-00148,22,Dharmapuri,2026-07-27 22:02:12,CHECKPOST_TELEMETRY,UNKNOWN_CONTRABAND,WATCH,68,RECURRENT_PATTERN,0
SIG-TN-00149,33,Thiruvarur,2026-04-27 04:24:56,CITIZEN_AGGREGATE,CHEMICAL_PRECURSORS,INCREASING,70,RECURRENT_PATTERN,0
SIG-TN-00150,36,Ranipet,2024-10-19 23:14:03,HEALTH_ANOMALY,CHEMICAL_PRECURSORS,EMERGING,96,RECURRENT_PATTERN,0
SIG-TN-00151,24,Nilgiris,2025-12-21 20:59:20,CHECKPOST_TELEMETRY,PRESCRIPTION_NARCOTICS,WATCH,68,FIRST_TIME_SIGNAL,1
SIG-TN-00152,6,Tirunelveli,2024-11-16 20:16:46,CHECKPOST_TELEMETRY,CHEMICAL_PRECURSORS,EMERGING,71,RECURRENT_PATTERN,0
SIG-TN-00153,32,Theni,2025-06-01 12:52:14,HEALTH_ANOMALY,UNKNOWN_CONTRABAND,HIGH_PREVENTIVE_ATTENTION,75,RECURRENT_PATTERN,0
SIG-TN-00154,1,Chennai,2026-04-04 12:41:26,CITIZEN_AGGREGATE,OPIOID_ANALOGUES,INCREASING,69,RECURRENT_PATTERN,0
SIG-TN-00155,27,Perambalur,2026-01-19 22:09:50,HEALTH_ANOMALY,COMMERCIAL_GANJA,EMERGING,93,RECURRENT_PATTERN,0
SIG-TN-00156,17,Chengalpattu,2026-03-18 23:05:59,CITIZEN_AGGREGATE,PRESCRIPTION_NARCOTICS,WATCH,66,RECURRENT_PATTERN,0
