event_id,district_id,district_name,timestamp,lifecycle_state,transition_reason,confidence_score
EMG-EVT-00018,29,Sivaganga,2025-07-06 10:56:55,PERSISTENT,CLUSTER_FORMATION_48H,71
EMG-EVT-00019,32,Theni,2025-04-23 05:24:04,DISMISSED,CLUSTER_FORMATION_48H,73
EMG-EVT-00020,14,Kanniyakumari,2025-08-11 01:00:08,DISMISSED,MULTI_SOURCE_CONVERGENCE,67
EMG-EVT-00021,4,Salem,2024-11-04 20:32:44,EMERGING,FIRST_TIME_REPORT,85
EMG-EVT-00022,34,Nagapattinam,2026-07-26 14:01:53,PERSISTENT,FIRST_TIME_REPORT,80
EMG-EVT-00023,26,Ariyalur,2026-01-12 15:08:13,DISMISSED,MULTI_SOURCE_CONVERGENCE,81
EMG-EVT-00024,25,Karur,2025-04-19 20:55:33,UNVERIFIED,ANOMALY_CLEARED,65
EMG-EVT-00025,16,Kancheepuram,2026-03-10 09:22:44,PERSISTENT,MULTI_SOURCE_CONVERGENCE,69
EMG-EVT-00026,14,Kanniyakumari,2026-07-04 05:19:57,UNVERIFIED,MULTI_SOURCE_CONVERGENCE,67
EMG-EVT-00027,17,Chengalpattu,2025-10-20 07:35:57,EMERGING,MULTI_SOURCE_CONVERGENCE,62
EMG-EVT-00028,31,Virudhunagar,2025-09-12 21:53:28,DISMISSED,ANOMALY_CLEARED,86
EMG-EVT-00029,24,Nilgiris,2024-12-15 01:11:04,NEW_SIGNAL,FIRST_TIME_REPORT,94
EMG-EVT-00030,16,Kancheepuram,2024-12-21 22:01:18,NEW_SIGNAL,MULTI_SOURCE_CONVERGENCE,80
EMG-EVT-00031,17,Chengalpattu,2026-02-06 08:50:08,PERSISTENT,MULTI_SOURCE_CONVERGENCE,86
EMG-EVT-00032,30,Ramanathapuram,2025-10-16 22:21:41,CORROBORATED,ANOMALY_CLEARED,67
EMG-EVT-00033,11,Dindigul,2026-05-09 10:19:29,UNVERIFIED,FIRST_TIME_REPORT,65
EMG-EVT-00034,7,Tiruppur,2025-08-24 15:51:08,DISMISSED,MULTI_SOURCE_CONVERGENCE,62
EMG-EVT-00035,13,Thoothukudi,2026-01-31 01:09:19,DISMISSED,MULTI_SOURCE_CONVERGENCE,86
EMG-EVT-00036,19,Cuddalore,2026-05-06 23:44:33,NEW_SIGNAL,FIRST_TIME_REPORT,67
EMG-EVT-00037,23,Namakkal,2024-12-29 15:12:01,EMERGING,CLUSTER_FORMATION_48H,85
EMG-EVT-00038,12,Thanjavur,2025-01-30 11:22:36,EMERGING,ANOMALY_CLEARED,70
EMG-EVT-00039,28,Pudukkottai,2024-12-11 07:30:55,DISMISSED,ANOMALY_CLEARED,75
EMG-EVT-00040,28,Pudukkottai,2026-05-01 01:41:36,PERSISTENT,ANOMALY_CLEARED,87
EMG-EVT-00041,6,Tirunelveli,2026-04-19 10:51:09,EMERGING,CLUSTER_FORMATION_48H,65
EMG-EVT-00042,24,Nilgiris,2026-01-02 12:05:36,PERSISTENT,CLUSTER_FORMATION_48H,91
EMG-EVT-00043,9,Vellore,2026-05-21 21:05:46,NEW_SIGNAL,FIRST_TIME_REPORT,77
EMG-EVT-00044,15,Tenkasi,2025-12-22 09:42:01,UNVERIFIED,FIRST_TIME_REPORT,82
EMG-EVT-00045,14,Kanniyakumari,2025-12-08 16:59:54,DISMISSED,FIRST_TIME_REPORT,67
EMG-EVT-00046,34,Nagapattinam,2024-12-19 15:30:14,UNVERIFIED,MULTI_SOURCE_CONVERGENCE,76
EMG-EVT-00047,7,Tiruppur,2024-09-20 11:04:06,CORROBORATED,MULTI_SOURCE_CONVERGENCE,64
EMG-EVT-00048,13,Thoothukudi,2025-07-08 10:38:25,UNVERIFIED,ANOMALY_CLEARED,83
EMG-EVT-00049,20,Viluppuram,2025-08-04 12:13:07,PERSISTENT,MULTI_SOURCE_CONVERGENCE,82
EMG-EVT-00050,6,Tirunelveli,2025-11-04 09:54:11,PERSISTENT,ANOMALY_CLEARED,80
EMG-EVT-00051,11,Dindigul,2025-01-14 01:43:01,NEW_SIGNAL,ANOMALY_CLEARED,94
EMG-EVT-00052,11,Dindigul,2026-05-22 14:54:55,CORROBORATED,FIRST_TIME_REPORT,69
EMG-EVT-00053,34,Nagapattinam,2026-04-02 13:10:49,EMERGING,CLUSTER_FORMATION_48H,92
EMG-EVT-00054,9,Vellore,2025-06-19 03:54:31,CORROBORATED,FIRST_TIME_REPORT,67
EMG-EVT-00055,38,Tiruvannamalai,2025-01-09 09:13:32,EMERGING,FIRST_TIME_REPORT,94
EMG-EVT-00056,14,Kanniyakumari,2025-03-06 22:10:16,EMERGING,CLUSTER_FORMATION_48H,86
EMG-EVT-00057,8,Erode,2025-04-09 11:43:00,DISMISSED,FIRST_TIME_REPORT,86
EMG-EVT-00058,35,Mayiladuthurai,2025-12-30 15:13:04,CORROBORATED,CLUSTER_FORMATION_48H,81
EMG-EVT-00059,6,Tirunelveli,2025-10-28 17:03:11,EMERGING,MULTI_SOURCE_CONVERGENCE,63
EMG-EVT-00060,26,Ariyalur,2025-07-10 04:43:46,UNVERIFIED,ANOMALY_CLEARED,70
EMG-EVT-00061,1,Chennai,2025-11-24 06:05:25,DISMISSED,CLUSTER_FORMATION_48H,79
EMG-EVT-00062,20,Viluppuram,2026-07-04 03:24:40,PERSISTENT,MULTI_SOURCE_CONVERGENCE,88
EMG-EVT-00063,37,Tirupathur,2025-09-22 16:33:18,NEW_SIGNAL,CLUSTER_FORMATION_48H,93
EMG-EVT-00064,35,Mayiladuthurai,2024-11-20 10:48:33,EMERGING,MULTI_SOURCE_CONVERGENCE,78
EMG-EVT-00065,36,Ranipet,2026-01-06 16:10:10,PERSISTENT,FIRST_TIME_REPORT,71
EMG-EVT-00066,12,Thanjavur,2025-11-20 15:02:25,UNVERIFIED,MULTI_SOURCE_CONVERGENCE,63
EMG-EVT-00067,22,Dharmapuri,2025-10-21 10:48:54,CORROBORATED,CLUSTER_FORMATION_48H,64
EMG-EVT-00068,33,Thiruvarur,2026-05-24 13:04:46,NEW_SIGNAL,CLUSTER_FORMATION_48H,70
EMG-EVT-00069,30,Ramanathapuram,2025-11-16 18:41:20,CORROBORATED,ANOMALY_CLEARED,79
EMG-EVT-00070,17,Chengalpattu,2025-01-15 08:46:21,UNVERIFIED,MULTI_SOURCE_CONVERGENCE,74
EMG-EVT-00071,36,Ranipet,2026-03-01 00:47:33,NEW_SIGNAL,FIRST_TIME_REPORT,78
EMG-EVT-00072,17,Chengalpattu,2025-07-31 05:49:08,CORROBORATED,CLUSTER_FORMATION_48H,75
EMG-EVT-00073,17,Chengalpattu,2025-04-04 07:23:33,UNVERIFIED,MULTI_SOURCE_CONVERGENCE,82
EMG-EVT-00074,12,Thanjavur,2024-10-29 11:15:41,NEW_SIGNAL,MULTI_SOURCE_CONVERGENCE,70
EMG-EVT-00075,34,Nagapattinam,2026-03-09 14:23:10,PERSISTENT,ANOMALY_CLEARED,76
EMG-EVT-00076,24,Nilgiris,2026-08-10 04:07:03,PERSISTENT,FIRST_TIME_REPORT,76
EMG-EVT-00077,8,Erode,2026-02-12 09:55:08,EMERGING,ANOMALY_CLEARED,68
EMG-EVT-00078,7,Tiruppur,2025-07-03 23:52:23,DISMISSED,FIRST_TIME_REPORT,65
EMG-EVT-00079,2,Coimbatore,2025-03-06 13:38:05,DISMISSED,FIRST_TIME_REPORT,77
EMG-EVT-00080,6,Tirunelveli,2026-02-17 14:43:26,PERSISTENT,CLUSTER_FORMATION_48H,69
EMG-EVT-00081,22,Dharmapuri,2026-06-13 14:50:36,UNVERIFIED,MULTI_SOURCE_CONVERGENCE,76
EMG-EVT-00082,2,Coimbatore,2026-04-27 00:48:15,EMERGING,FIRST_TIME_REPORT,71
EMG-EVT-00083,33,Thiruvarur,2026-08-16 00:43:57,CORROBORATED,FIRST_TIME_REPORT,88
EMG-EVT-00084,7,Tiruppur,2025-07-03 15:46:36,UNVERIFIED,FIRST_TIME_REPORT,89
EMG-EVT-00085,21,Kallakurichi,2025-10-06 18:51:40,DISMISSED,FIRST_TIME_REPORT,74
EMG-EVT-00086,29,Sivaganga,2024-10-25 20:03:41,PERSISTENT,MULTI_SOURCE_CONVERGENCE,88
EMG-EVT-00087,8,Erode,2026-04-24 17:22:01,DISMISSED,MULTI_SOURCE_CONVERGENCE,79
EMG-EVT-00088,8,Erode,2026-02-21 23:42:56,CORROBORATED,MULTI_SOURCE_CONVERGENCE,93
EMG-EVT-00089,14,Kanniyakumari,2026-05-26 10:12:57,EMERGING,ANOMALY_CLEARED,75
EMG-EVT-00090,35,Mayiladuthurai,2026-01-24 09:34:36,EMERGING,CLUSTER_FORMATION_48H,84
EMG-EVT-00091,16,Kancheepuram,2025-03-12 11:10:15,NEW_SIGNAL,MULTI_SOURCE_CONVERGENCE,66
EMG-EVT-00092,1,Chennai,2026-03-04 20:08:22,EMERGING,FIRST_TIME_REPORT,75
EMG-EVT-00093,17,Chengalpattu,2025-02-21 14:02:58,UNVERIFIED,CLUSTER_FORMATION_48H,68
EMG-EVT-00094,15,Tenkasi,2025-11-08 14:04:29,EMERGING,FIRST_TIME_REPORT,66
EMG-EVT-00095,4,Salem,2025-12-30 18:33:28,NEW_SIGNAL,FIRST_TIME_REPORT,93
EMG-EVT-00096,15,Tenkasi,2026-07-06 21:47:31,NEW_SIGNAL,MULTI_SOURCE_CONVERGENCE,64
EMG-EVT-00097,31,Virudhunagar,2026-06-30 08:41:55,EMERGING,CLUSTER_FORMATION_48H,92
EMG-EVT-00098,33,Thiruvarur,2025-12-18 14:45:27,CORROBORATED,CLUSTER_FORMATION_48H,85
EMG-EVT-00099,9,Vellore,2026-02-26 04:39:32,EMERGING,CLUSTER_FORMATION_48H,62
EMG-EVT-00100,5,Tiruchirappalli,2026-04-07 23:07:27,UNVERIFIED,ANOMALY_CLEARED,66
EMG-EVT-00101,17,Chengalpattu,2025-10-19 19:34:32,PERSISTENT,FIRST_TIME_REPORT,86
EMG-EVT-00102,29,Sivaganga,2025-01-19 19:49:21,DISMISSED,CLUSTER_FORMATION_48H,72
EMG-EVT-00103,19,Cuddalore,2026-01-09 02:15:41,EMERGING,ANOMALY_CLEARED,81
EMG-EVT-00104,27,Perambalur,2025-06-17 07:58:05,NEW_SIGNAL,MULTI_SOURCE_CONVERGENCE,84
EMG-EVT-00105,21,Kallakurichi,2025-07-02 13:16:07,UNVERIFIED,ANOMALY_CLEARED,66
EMG-EVT-00106,20,Viluppuram,2026-08-10 19:48:12,DISMISSED,FIRST_TIME_REPORT,79
EMG-EVT-00107,28,Pudukkottai,2024-11-18 02:00:37,CORROBORATED,FIRST_TIME_REPORT,90
EMG-EVT-00108,26,Ariyalur,2024-12-11 12:02:22,CORROBORATED,MULTI_SOURCE_CONVERGENCE,62
EMG-EVT-00109,24,Nilgiris,2024-10-05 23:32:34,DISMISSED,FIRST_TIME_REPORT,80
EMG-EVT-00110,38,Tiruvannamalai,2026-02-18 09:43:18,UNVERIFIED,FIRST_TIME_REPORT,87
EMG-EVT-00111,7,Tiruppur,2026-05-16 15:30:06,NEW_SIGNAL,FIRST_TIME_REPORT,78
EMG-EVT-00112,4,Salem,2025-01-02 07:06:44,UNVERIFIED,MULTI_SOURCE_CONVERGENCE,90
EMG-EVT-00113,24,Nilgiris,2025-11-19 11:44:00,UNVERIFIED,MULTI_SOURCE_CONVERGENCE,88
EMG-EVT-00114,27,Perambalur,2025-04-26 15:03:52,UNVERIFIED,MULTI_SOURCE_CONVERGENCE,74
EMG-EVT-00115,12,Thanjavur,2025-01-14 13:43:20,DISMISSED,ANOMALY_CLEARED,81
EMG-EVT-00116,22,Dharmapuri,2024-11-13 11:41:10,DISMISSED,MULTI_SOURCE_CONVERGENCE,65
EMG-EVT-00117,15,Tenkasi,2026-05-31 02:06:14,CORROBORATED,CLUSTER_FORMATION_48H,79
EMG-EVT-00118,3,Madurai,2025-04-10 22:18:31,CORROBORATED,CLUSTER_FORMATION_48H,82
EMG-EVT-00119,21,Kallakurichi,2026-02-14 20:13:17,NEW_SIGNAL,FIRST_TIME_REPORT,69
EMG-EVT-00120,8,Erode,2025-05-12 21:29:05,UNVERIFIED,MULTI_SOURCE_CONVERGENCE,81
EMG-EVT-00121,32,Theni,2024-12-28 18:21:55,NEW_SIGNAL,CLUSTER_FORMATION_48H,84
EMG-EVT-00122,1,Chennai,2026-06-02 11:08:52,CORROBORATED,ANOMALY_CLEARED,92
EMG-EVT-00123,35,Mayiladuthurai,2025-07-15 13:25:43,CORROBORATED,FIRST_TIME_REPORT,77
EMG-EVT-00124,36,Ranipet,2025-04-27 15:38:54,DISMISSED,CLUSTER_FORMATION_48H,62
EMG-EVT-00125,19,Cuddalore,2025-06-09 05:16:46,CORROBORATED,ANOMALY_CLEARED,64
EMG-EVT-00126,2,Coimbatore,2025-11-07 02:05:01,UNVERIFIED,FIRST_TIME_REPORT,70
EMG-EVT-00127,36,Ranipet,2026-05-08 17:49:28,EMERGING,MULTI_SOURCE_CONVERGENCE,66
EMG-EVT-00128,37,Tirupathur,2024-09-27 18:59:20,UNVERIFIED,FIRST_TIME_REPORT,93
EMG-EVT-00129,34,Nagapattinam,2025-07-03 01:26:08,PERSISTENT,CLUSTER_FORMATION_48H,74
EMG-EVT-00130,22,Dharmapuri,2025-01-12 12:51:21,CORROBORATED,MULTI_SOURCE_CONVERGENCE,69
EMG-EVT-00131,15,Tenkasi,2025-05-26 15:02:32,CORROBORATED,CLUSTER_FORMATION_48H,93
EMG-EVT-00132,12,Thanjavur,2025-09-14 09:27:13,DISMISSED,FIRST_TIME_REPORT,71
EMG-EVT-00133,23,Namakkal,2025-06-01 12:35:10,EMERGING,FIRST_TIME_REPORT,92
EMG-EVT-00134,31,Virudhunagar,2025-09-12 12:58:26,UNVERIFIED,CLUSTER_FORMATION_48H,63
EMG-EVT-00135,32,Theni,2025-12-07 19:52:14,CORROBORATED,MULTI_SOURCE_CONVERGENCE,87
EMG-EVT-00136,6,Tirunelveli,2024-12-17 06:09:32,DISMISSED,MULTI_SOURCE_CONVERGENCE,90
EMG-EVT-00137,1,Chennai,2025-10-12 09:29:55,PERSISTENT,CLUSTER_FORMATION_48H,86
EMG-EVT-00138,20,Viluppuram,2026-02-05 22:30:28,PERSISTENT,ANOMALY_CLEARED,83
EMG-EVT-00139,34,Nagapattinam,2024-12-14 17:58:23,UNVERIFIED,CLUSTER_FORMATION_48H,87
EMG-EVT-00140,38,Tiruvannamalai,2024-12-01 22:17:15,UNVERIFIED,FIRST_TIME_REPORT,87
EMG-EVT-00141,27,Perambalur,2025-12-31 01:42:57,EMERGING,FIRST_TIME_REPORT,86
EMG-EVT-00142,15,Tenkasi,2025-07-26 07:53:44,PERSISTENT,FIRST_TIME_REPORT,70
EMG-EVT-00143,24,Nilgiris,2026-04-19 07:30:51,CORROBORATED,ANOMALY_CLEARED,73
EMG-EVT-00144,12,Thanjavur,2026-01-06 01:37:41,DISMISSED,ANOMALY_CLEARED,77
EMG-EVT-00145,19,Cuddalore,2025-12-14 05:34:46,PERSISTENT,FIRST_TIME_REPORT,63
EMG-EVT-00146,11,Dindigul,2024-12-02 08:21:45,DISMISSED,ANOMALY_CLEARED,83
EMG-EVT-00147,26,Ariyalur,2025-03-06 02:26:28,NEW_SIGNAL,FIRST_TIME_REPORT,72
EMG-EVT-00148,31,Virudhunagar,2025-09-21 22:15:41,DISMISSED,CLUSTER_FORMATION_48H,80
EMG-EVT-00149,21,Kallakurichi,2025-09-09 23:20:56,UNVERIFIED,ANOMALY_CLEARED,62
EMG-EVT-00150,30,Ramanathapuram,2025-08-05 19:10:25,DISMISSED,ANOMALY_CLEARED,89
EMG-EVT-00151,2,Coimbatore,2025-01-17 10:02:05,NEW_SIGNAL,ANOMALY_CLEARED,89
EMG-EVT-00152,28,Pudukkottai,2025-05-19 18:53:53,PERSISTENT,CLUSTER_FORMATION_48H,71
EMG-EVT-00153,36,Ranipet,2025-06-23 22:38:24,DISMISSED,ANOMALY_CLEARED,78
EMG-EVT-00154,33,Thiruvarur,2026-06-02 12:29:51,CORROBORATED,CLUSTER_FORMATION_48H,73
EMG-EVT-00155,27,Perambalur,2025-04-10 02:05:19,CORROBORATED,ANOMALY_CLEARED,77
EMG-EVT-00156,27,Perambalur,2025-06-27 10:38:36,DISMISSED,FIRST_TIME_REPORT,82
EMG-EVT-00157,20,Viluppuram,2025-02-18 14:56:31,UNVERIFIED,CLUSTER_FORMATION_48H,92
EMG-EVT-00158,28,Pudukkottai,2025-06-07 00:40:06,EMERGING,FIRST_TIME_REPORT,71
EMG-EVT-00159,19,Cuddalore,2024-11-29 14:29:03,CORROBORATED,MULTI_SOURCE_CONVERGENCE,69
EMG-EVT-00160,22,Dharmapuri,2026-04-23 09:12:51,EMERGING,CLUSTER_FORMATION_48H,90
EMG-EVT-00161,13,Thoothukudi,2025-04-06 15:55:28,EMERGING,MULTI_SOURCE_CONVERGENCE,71
EMG-EVT-00162,32,Theni,2024-10-14 17:14:19,NEW_SIGNAL,CLUSTER_FORMATION_48H,80
EMG-EVT-00163,34,Nagapattinam,2025-07-06 03:55:54,DISMISSED,ANOMALY_CLEARED,76
EMG-EVT-00164,11,Dindigul,2025-11-06 22:37:16,DISMISSED,CLUSTER_FORMATION_48H,62
EMG-EVT-00165,22,Dharmapuri,2024-12-16 21:17:18,EMERGING,MULTI_SOURCE_CONVERGENCE,65
EMG-EVT-00166,7,Tiruppur,2025-05-29 06:26:18,PERSISTENT,FIRST_TIME_REPORT,94
EMG-EVT-00167,32,Theni,2025-05-28 11:38:23,NEW_SIGNAL,CLUSTER_FORMATION_48H,82
EMG-EVT-00168,3,Madurai,2025-02-14 18:02:15,DISMISSED,ANOMALY_CLEARED,94
EMG-EVT-00169,33,Thiruvarur,2024-12-21 03:37:27,CORROBORATED,CLUSTER_FORMATION_48H,79
EMG-EVT-00170,30,Ramanathapuram,2026-08-11 09:20:53,EMERGING,ANOMALY_CLEARED,69
EMG-EVT-00171,7,Tiruppur,2025-03-19 17:03:01,CORROBORATED,ANOMALY_CLEARED,87
EMG-EVT-00172,29,Sivaganga,2026-02-16 03:26:59,EMERGING,FIRST_TIME_REPORT,93
EMG-EVT-00173,3,Madurai,2026-06-30 16:17:40,EMERGING,CLUSTER_FORMATION_48H,82
EMG-EVT-00174,9,Vellore,2024-11-11 13:50:18,CORROBORATED,FIRST_TIME_REPORT,84
EMG-EVT-00175,13,Thoothukudi,2025-06-06 14:16:45,CORROBORATED,FIRST_TIME_REPORT,79
EMG-EVT-00176,29,Sivaganga,2026-01-19 22:05:58,CORROBORATED,ANOMALY_CLEARED,86
EMG-EVT-00177,24,Nilgiris,2025-04-26 23:52:51,UNVERIFIED,FIRST_TIME_REPORT,67
EMG-EVT-00178,3,Madurai,2026-08-05 13:01:05,CORROBORATED,ANOMALY_CLEARED,65
EMG-EVT-00179,3,Madurai,2025-11-25 01:25:36,EMERGING,MULTI_SOURCE_CONVERGENCE,70
EMG-EVT-00180,17,Chengalpattu,2026-03-06 06:03:45,PERSISTENT,MULTI_SOURCE_CONVERGENCE,82
EMG-EVT-00181,13,Thoothukudi,2025-06-28 13:32:20,CORROBORATED,FIRST_TIME_REPORT,63
EMG-EVT-00182,36,Ranipet,2025-07-18 07:57:58,NEW_SIGNAL,MULTI_SOURCE_CONVERGENCE,68
EMG-EVT-00183,26,Ariyalur,2026-05-24 15:42:25,DISMISSED,MULTI_SOURCE_CONVERGENCE,67
EMG-EVT-00184,6,Tirunelveli,2024-12-05 05:07:38,CORROBORATED,FIRST_TIME_REPORT,77
EMG-EVT-00185,16,Kancheepuram,2025-09-05 13:17:10,EMERGING,CLUSTER_FORMATION_48H,87
EMG-EVT-00186,38,Tiruvannamalai,2024-09-25 03:21:47,DISMISSED,ANOMALY_CLEARED,68
EMG-EVT-00187,19,Cuddalore,2025-02-10 00:18:43,UNVERIFIED,FIRST_TIME_REPORT,82
EMG-EVT-00188,14,Kanniyakumari,2024-11-28 21:04:21,PERSISTENT,CLUSTER_FORMATION_48H,79
EMG-EVT-00189,28,Pudukkottai,2025-07-07 08:58:57,EMERGING,ANOMALY_CLEARED,84
EMG-EVT-00190,23,Namakkal,2024-12-08 13:25:00,CORROBORATED,MULTI_SOURCE_CONVERGENCE,90
EMG-EVT-00191,4,Salem,2026-05-21 09:19:59,CORROBORATED,CLUSTER_FORMATION_48H,67
EMG-EVT-00192,8,Erode,2024-12-15 18:04:03,UNVERIFIED,ANOMALY_CLEARED,63
EMG-EVT-00193,28,Pudukkottai,2024-10-29 16:46:10,CORROBORATED,MULTI_SOURCE_CONVERGENCE,67
EMG-EVT-00194,35,Mayiladuthurai,2025-03-28 22:52:31,EMERGING,MULTI_SOURCE_CONVERGENCE,89
EMG-EVT-00195,9,Vellore,2025-10-22 20:00:50,DISMISSED,MULTI_SOURCE_CONVERGENCE,64
EMG-EVT-00196,31,Virudhunagar,2026-05-13 02:04:06,EMERGING,ANOMALY_CLEARED,83
EMG-EVT-00197,37,Tirupathur,2025-12-23 03:19:32,NEW_SIGNAL,MULTI_SOURCE_CONVERGENCE,79
EMG-EVT-00198,30,Ramanathapuram,2024-10-27 06:57:25,PERSISTENT,MULTI_SOURCE_CONVERGENCE,94
EMG-EVT-00199,34,Nagapattinam,2026-01-12 14:56:01,CORROBORATED,MULTI_SOURCE_CONVERGENCE,73
EMG-EVT-00200,13,Thoothukudi,2025-09-12 22:23:44,NEW_SIGNAL,MULTI_SOURCE_CONVERGENCE,83
EMG-EVT-00201,27,Perambalur,2024-11-22 21:47:16,EMERGING,CLUSTER_FORMATION_48H,78
EMG-EVT-00202,22,Dharmapuri,2026-05-19 05:55:13,PERSISTENT,ANOMALY_CLEARED,90
EMG-EVT-00203,16,Kancheepuram,2025-05-25 15:46:19,UNVERIFIED,ANOMALY_CLEARED,90
EMG-EVT-00204,11,Dindigul,2025-05-13 12:01:27,UNVERIFIED,MULTI_SOURCE_CONVERGENCE,74
EMG-EVT-00205,16,Kancheepuram,2025-07-30 21:58:39,CORROBORATED,MULTI_SOURCE_CONVERGENCE,93
EMG-EVT-00206,16,Kancheepuram,2025-12-11 14:01:12,CORROBORATED,CLUSTER_FORMATION_48H,92
EMG-EVT-00207,29,Sivaganga,2024-11-05 12:15:41,EMERGING,MULTI_SOURCE_CONVERGENCE,93
EMG-EVT-00208,27,Perambalur,2025-04-03 06:43:18,EMERGING,CLUSTER_FORMATION_48H,76
EMG-EVT-00209,16,Kancheepuram,2026-08-13 08:45:26,NEW_SIGNAL,CLUSTER_FORMATION_48H,82
EMG-EVT-00210,14,Kanniyakumari,2026-05-26 15:27:13,CORROBORATED,MULTI_SOURCE_CONVERGENCE,67
EMG-EVT-00211,9,Vellore,2025-01-26 01:19:31,PERSISTENT,FIRST_TIME_REPORT,92
EMG-EVT-00212,7,Tiruppur,2025-08-31 04:33:22,PERSISTENT,ANOMALY_CLEARED,66
EMG-EVT-00213,13,Thoothukudi,2025-05-29 00:09:48,UNVERIFIED,ANOMALY_CLEARED,93
EMG-EVT-00214,13,Thoothukudi,2026-06-11 19:43:18,NEW_SIGNAL,CLUSTER_FORMATION_48H,91
EMG-EVT-00215,37,Tirupathur,2025-06-01 05:49:55,PERSISTENT,ANOMALY_CLEARED,76
EMG-EVT-00216,27,Perambalur,2025-12-20 18:11:20,EMERGING,FIRST_TIME_REPORT,83
EMG-EVT-00217,22,Dharmapuri,2024-10-04 09:39:33,EMERGING,CLUSTER_FORMATION_48H,70
EMG-EVT-00218,2,Coimbatore,2025-09-28 07:44:01,DISMISSED,ANOMALY_CLEARED,93
EMG-EVT-00219,8,Erode,2025-02-19 10:06:34,DISMISSED,ANOMALY_CLEARED,83
EMG-EVT-00220,29,Sivaganga,2025-10-24 17:54:50,CORROBORATED,ANOMALY_CLEARED,90
EMG-EVT-00221,15,Tenkasi,2026-05-02 12:38:49,UNVERIFIED,CLUSTER_FORMATION_48H,90
EMG-EVT-00222,30,Ramanathapuram,2026-06-24 05:59:02,UNVERIFIED,FIRST_TIME_REPORT,65
EMG-EVT-00223,1,Chennai,2025-06-28 12:04:39,EMERGING,CLUSTER_FORMATION_48H,94
EMG-EVT-00224,5,Tiruchirappalli,2025-06-05 18:27:01,PERSISTENT,CLUSTER_FORMATION_48H,85
EMG-EVT-00225,18,Tiruvallur,2025-02-27 14:45:49,UNVERIFIED,MULTI_SOURCE_CONVERGENCE,77
EMG-EVT-00226,17,Chengalpattu,2024-09-25 20:41:44,CORROBORATED,CLUSTER_FORMATION_48H,69
EMG-EVT-00227,4,Salem,2025-12-18 00:38:04,EMERGING,ANOMALY_CLEARED,73
EMG-EVT-00228,9,Vellore,2025-09-12 14:45:16,PERSISTENT,CLUSTER_FORMATION_48H,74
EMG-EVT-00229,14,Kanniyakumari,2025-07-11 21:48:59,EMERGING,FIRST_TIME_REPORT,90
EMG-EVT-00230,31,Virudhunagar,2024-10-25 11:49:00,UNVERIFIED,CLUSTER_FORMATION_48H,81
EMG-EVT-00231,21,Kallakurichi,2025-08-08 12:01:31,DISMISSED,ANOMALY_CLEARED,90
EMG-EVT-00232,17,Chengalpattu,2026-02-09 23:21:31,DISMISSED,MULTI_SOURCE_CONVERGENCE,86
EMG-EVT-00233,36,Ranipet,2026-01-06 19:01:57,DISMISSED,CLUSTER_FORMATION_48H,86
EMG-EVT-00234,10,Krishnagiri,2025-07-04 12:30:14,PERSISTENT,CLUSTER_FORMATION_48H,84
EMG-EVT-00235,2,Coimbatore,2025-11-10 05:13:13,NEW_SIGNAL,MULTI_SOURCE_CONVERGENCE,87
EMG-EVT-00236,20,Viluppuram,2025-01-04 08:02:13,DISMISSED,FIRST_TIME_REPORT,82
