id,district_id,district_name,drug_category,timestamp,suspected_channel,volume_index,confidence_score
CAT-SIG-00097,22,Dharmapuri,COMMERCIAL_GANJA,2024-09-26 04:50:10,PHARMACY_DIVERSION,16,79
CAT-SIG-00098,6,Tirunelveli,UNKNOWN_CONTRABAND,2025-11-05 05:14:55,HIGHWAY_LOGISTICS,45,63
CAT-SIG-00099,36,Ranipet,PRESCRIPTION_NARCOTICS,2026-04-13 05:08:11,RETAIL_PEDDLING,34,84
CAT-SIG-00100,4,Salem,SYNTHETIC_MDMA,2025-09-16 06:30:22,HIGHWAY_LOGISTICS,9,88
CAT-SIG-00101,36,Ranipet,CHEMICAL_PRECURSORS,2026-01-06 02:27:30,PHARMACY_DIVERSION,37,80
CAT-SIG-00102,23,Namakkal,SYNTHETIC_MDMA,2024-09-21 04:18:02,PARCEL_COURIER,27,60
CAT-SIG-00103,27,Perambalur,COMMERCIAL_GANJA,2026-08-02 21:41:38,RETAIL_PEDDLING,17,73
CAT-SIG-00104,10,Krishnagiri,PRESCRIPTION_NARCOTICS,2026-05-09 16:10:05,PARCEL_COURIER,16,91
CAT-SIG-00105,23,Namakkal,OPIOID_ANALOGUES,2026-02-03 06:31:12,PHARMACY_DIVERSION,30,94
CAT-SIG-00106,9,Vellore,UNKNOWN_CONTRABAND,2025-02-22 04:47:10,HIGHWAY_LOGISTICS,19,81
CAT-SIG-00107,23,Namakkal,SYNTHETIC_MDMA,2025-06-09 16:34:20,PHARMACY_DIVERSION,33,91
CAT-SIG-00108,22,Dharmapuri,PRESCRIPTION_NARCOTICS,2025-04-21 04:04:35,HIGHWAY_LOGISTICS,41,63
CAT-SIG-00109,12,Thanjavur,SYNTHETIC_MDMA,2026-03-15 16:21:59,HIGHWAY_LOGISTICS,19,92
CAT-SIG-00110,28,Pudukkottai,PRESCRIPTION_NARCOTICS,2024-10-22 15:05:58,PARCEL_COURIER,27,91
CAT-SIG-00111,35,Mayiladuthurai,CHEMICAL_PRECURSORS,2026-01-03 18:42:46,PARCEL_COURIER,30,87
CAT-SIG-00112,11,Dindigul,COMMERCIAL_GANJA,2026-05-16 11:11:55,PARCEL_COURIER,11,84
CAT-SIG-00113,8,Erode,COMMERCIAL_GANJA,2025-04-20 10:17:14,PARCEL_COURIER,29,78
CAT-SIG-00114,5,Tiruchirappalli,PRESCRIPTION_NARCOTICS,2025-10-17 02:59:38,HIGHWAY_LOGISTICS,41,91
CAT-SIG-00115,25,Karur,CHEMICAL_PRECURSORS,2025-10-02 18:46:13,HIGHWAY_LOGISTICS,5,68
CAT-SIG-00116,6,Tirunelveli,CHEMICAL_PRECURSORS,2026-06-23 06:48:50,PHARMACY_DIVERSION,24,92
CAT-SIG-00117,32,Theni,UNKNOWN_CONTRABAND,2026-03-28 08:57:25,PARCEL_COURIER,12,77
CAT-SIG-00118,3,Madurai,COMMERCIAL_GANJA,2025-03-23 03:04:57,PARCEL_COURIER,20,61
CAT-SIG-00119,36,Ranipet,PRESCRIPTION_NARCOTICS,2026-05-27 02:35:57,PARCEL_COURIER,7,89
CAT-SIG-00120,19,Cuddalore,OPIOID_ANALOGUES,2025-02-24 18:27:32,PHARMACY_DIVERSION,15,92
CAT-SIG-00121,5,Tiruchirappalli,OPIOID_ANALOGUES,2024-10-24 22:20:52,HIGHWAY_LOGISTICS,28,94
CAT-SIG-00122,26,Ariyalur,UNKNOWN_CONTRABAND,2025-04-16 21:51:46,HIGHWAY_LOGISTICS,44,63
CAT-SIG-00123,4,Salem,PRESCRIPTION_NARCOTICS,2025-08-15 07:25:39,RETAIL_PEDDLING,29,61
CAT-SIG-00124,28,Pudukkottai,COMMERCIAL_GANJA,2025-07-14 12:56:31,PHARMACY_DIVERSION,33,62
CAT-SIG-00125,7,Tiruppur,OPIOID_ANALOGUES,2025-10-04 04:19:34,PHARMACY_DIVERSION,18,82
CAT-SIG-00126,14,Kanniyakumari,COMMERCIAL_GANJA,2026-03-18 13:05:46,RETAIL_PEDDLING,8,80
CAT-SIG-00127,9,Vellore,OPIOID_ANALOGUES,2026-03-19 17:58:34,PARCEL_COURIER,32,86
CAT-SIG-00128,4,Salem,SYNTHETIC_MDMA,2026-03-30 20:22:25,PARCEL_COURIER,10,88
CAT-SIG-00129,23,Namakkal,COMMERCIAL_GANJA,2026-03-09 17:55:15,PHARMACY_DIVERSION,32,72
CAT-SIG-00130,32,Theni,COMMERCIAL_GANJA,2025-11-27 18:24:27,PARCEL_COURIER,38,80
CAT-SIG-00131,13,Thoothukudi,SYNTHETIC_MDMA,2025-10-24 19:14:42,PARCEL_COURIER,11,72
CAT-SIG-00132,16,Kancheepuram,SYNTHETIC_MDMA,2024-10-04 19:26:38,PARCEL_COURIER,45,85
CAT-SIG-00133,2,Coimbatore,PRESCRIPTION_NARCOTICS,2025-12-22 04:19:06,RETAIL_PEDDLING,14,79
CAT-SIG-00134,31,Virudhunagar,UNKNOWN_CONTRABAND,2025-05-30 17:18:48,PARCEL_COURIER,7,69
CAT-SIG-00135,20,Viluppuram,COMMERCIAL_GANJA,2026-03-30 05:56:29,PHARMACY_DIVERSION,34,70
CAT-SIG-00136,13,Thoothukudi,SYNTHETIC_MDMA,2025-12-19 04:07:59,PARCEL_COURIER,15,67
CAT-SIG-00137,27,Perambalur,PRESCRIPTION_NARCOTICS,2024-11-13 08:55:42,RETAIL_PEDDLING,31,89
CAT-SIG-00138,8,Erode,UNKNOWN_CONTRABAND,2024-10-18 16:47:01,HIGHWAY_LOGISTICS,8,70
CAT-SIG-00139,2,Coimbatore,OPIOID_ANALOGUES,2026-04-26 09:29:04,HIGHWAY_LOGISTICS,37,88
CAT-SIG-00140,18,Tiruvallur,SYNTHETIC_MDMA,2025-05-18 18:50:20,HIGHWAY_LOGISTICS,17,64
CAT-SIG-00141,11,Dindigul,UNKNOWN_CONTRABAND,2024-09-27 12:33:59,PARCEL_COURIER,24,94
CAT-SIG-00142,15,Tenkasi,OPIOID_ANALOGUES,2025-12-25 10:10:43,PARCEL_COURIER,19,77
CAT-SIG-00143,36,Ranipet,OPIOID_ANALOGUES,2025-11-08 19:56:44,PARCEL_COURIER,33,67
CAT-SIG-00144,7,Tiruppur,CHEMICAL_PRECURSORS,2025-05-31 04:48:08,HIGHWAY_LOGISTICS,33,72
CAT-SIG-00145,9,Vellore,COMMERCIAL_GANJA,2025-11-03 16:32:08,HIGHWAY_LOGISTICS,33,76
CAT-SIG-00146,11,Dindigul,PRESCRIPTION_NARCOTICS,2024-10-12 04:11:01,PHARMACY_DIVERSION,44,73
CAT-SIG-00147,20,Viluppuram,CHEMICAL_PRECURSORS,2026-06-19 06:59:10,PARCEL_COURIER,12,79
CAT-SIG-00148,13,Thoothukudi,COMMERCIAL_GANJA,2026-08-12 08:01:24,RETAIL_PEDDLING,31,76
CAT-SIG-00149,23,Namakkal,SYNTHETIC_MDMA,2026-03-02 20:42:23,RETAIL_PEDDLING,8,91
CAT-SIG-00150,31,Virudhunagar,CHEMICAL_PRECURSORS,2025-08-24 00:48:59,HIGHWAY_LOGISTICS,40,82
CAT-SIG-00151,28,Pudukkottai,SYNTHETIC_MDMA,2025-11-03 12:35:10,PARCEL_COURIER,31,72
CAT-SIG-00152,25,Karur,OPIOID_ANALOGUES,2025-07-02 00:45:13,PHARMACY_DIVERSION,44,75
CAT-SIG-00153,10,Krishnagiri,PRESCRIPTION_NARCOTICS,2025-03-10 00:03:01,HIGHWAY_LOGISTICS,11,74
CAT-SIG-00154,28,Pudukkottai,SYNTHETIC_MDMA,2025-03-07 13:08:32,HIGHWAY_LOGISTICS,21,63
CAT-SIG-00155,20,Viluppuram,OPIOID_ANALOGUES,2026-02-23 10:00:31,RETAIL_PEDDLING,20,63
CAT-SIG-00156,24,Nilgiris,CHEMICAL_PRECURSORS,2026-02-16 07:56:15,PHARMACY_DIVERSION,15,88
CAT-SIG-00157,28,Pudukkottai,COMMERCIAL_GANJA,2024-11-20 11:36:30,RETAIL_PEDDLING,22,94
CAT-SIG-00158,6,Tirunelveli,PRESCRIPTION_NARCOTICS,2026-02-03 01:31:44,PARCEL_COURIER,27,66
CAT-SIG-00159,20,Viluppuram,SYNTHETIC_MDMA,2026-06-24 03:54:06,HIGHWAY_LOGISTICS,15,85
CAT-SIG-00160,12,Thanjavur,PRESCRIPTION_NARCOTICS,2026-01-10 03:01:48,HIGHWAY_LOGISTICS,5,94
CAT-SIG-00161,17,Chengalpattu,OPIOID_ANALOGUES,2024-11-12 22:50:50,RETAIL_PEDDLING,5,65
CAT-SIG-00162,36,Ranipet,CHEMICAL_PRECURSORS,2025-03-16 08:44:22,RETAIL_PEDDLING,29,74
CAT-SIG-00163,18,Tiruvallur,UNKNOWN_CONTRABAND,2026-07-03 20:40:05,HIGHWAY_LOGISTICS,42,74
CAT-SIG-00164,35,Mayiladuthurai,PRESCRIPTION_NARCOTICS,2025-09-30 19:55:10,PHARMACY_DIVERSION,15,63
CAT-SIG-00165,31,Virudhunagar,OPIOID_ANALOGUES,2025-05-05 04:17:15,RETAIL_PEDDLING,32,75
CAT-SIG-00166,4,Salem,SYNTHETIC_MDMA,2026-06-19 08:58:54,PARCEL_COURIER,23,65
CAT-SIG-00167,32,Theni,SYNTHETIC_MDMA,2025-11-21 19:10:31,PARCEL_COURIER,43,61
CAT-SIG-00168,25,Karur,PRESCRIPTION_NARCOTICS,2026-04-24 18:46:53,HIGHWAY_LOGISTICS,44,84
CAT-SIG-00169,33,Thiruvarur,UNKNOWN_CONTRABAND,2025-09-10 12:59:15,RETAIL_PEDDLING,20,79
CAT-SIG-00170,36,Ranipet,OPIOID_ANALOGUES,2025-04-13 02:36:10,HIGHWAY_LOGISTICS,25,79
CAT-SIG-00171,6,Tirunelveli,PRESCRIPTION_NARCOTICS,2026-03-16 04:39:15,RETAIL_PEDDLING,24,63
CAT-SIG-00172,12,Thanjavur,CHEMICAL_PRECURSORS,2025-12-14 18:58:58,PHARMACY_DIVERSION,21,84
CAT-SIG-00173,21,Kallakurichi,OPIOID_ANALOGUES,2025-04-28 16:13:56,HIGHWAY_LOGISTICS,39,74
CAT-SIG-00174,10,Krishnagiri,SYNTHETIC_MDMA,2025-01-03 15:40:33,HIGHWAY_LOGISTICS,39,70
CAT-SIG-00175,37,Tirupathur,OPIOID_ANALOGUES,2025-01-11 06:26:44,PARCEL_COURIER,19,88
CAT-SIG-00176,14,Kanniyakumari,SYNTHETIC_MDMA,2026-05-07 19:27:30,PARCEL_COURIER,11,60
CAT-SIG-00177,31,Virudhunagar,COMMERCIAL_GANJA,2026-03-14 15:19:56,HIGHWAY_LOGISTICS,41,88
CAT-SIG-00178,10,Krishnagiri,SYNTHETIC_MDMA,2025-07-18 09:45:46,PARCEL_COURIER,40,60
CAT-SIG-00179,18,Tiruvallur,OPIOID_ANALOGUES,2025-02-16 06:30:26,PHARMACY_DIVERSION,6,85
CAT-SIG-00180,14,Kanniyakumari,SYNTHETIC_MDMA,2025-06-04 06:31:24,PHARMACY_DIVERSION,14,72
CAT-SIG-00181,9,Vellore,CHEMICAL_PRECURSORS,2025-04-04 16:10:49,PHARMACY_DIVERSION,17,90
CAT-SIG-00182,1,Chennai,SYNTHETIC_MDMA,2026-02-15 12:08:26,HIGHWAY_LOGISTICS,31,65
CAT-SIG-00183,38,Tiruvannamalai,CHEMICAL_PRECURSORS,2025-01-23 23:41:06,PHARMACY_DIVERSION,5,60
CAT-SIG-00184,34,Nagapattinam,COMMERCIAL_GANJA,2025-09-16 16:42:06,PHARMACY_DIVERSION,10,73
CAT-SIG-00185,10,Krishnagiri,OPIOID_ANALOGUES,2025-01-03 01:25:40,HIGHWAY_LOGISTICS,38,82
CAT-SIG-00186,9,Vellore,UNKNOWN_CONTRABAND,2025-08-18 01:03:10,HIGHWAY_LOGISTICS,5,61
CAT-SIG-00187,1,Chennai,UNKNOWN_CONTRABAND,2024-11-12 08:02:36,HIGHWAY_LOGISTICS,9,82
CAT-SIG-00188,36,Ranipet,SYNTHETIC_MDMA,2024-11-17 07:27:48,PHARMACY_DIVERSION,25,66
CAT-SIG-00189,14,Kanniyakumari,COMMERCIAL_GANJA,2024-11-03 01:52:05,PHARMACY_DIVERSION,13,63
CAT-SIG-00190,6,Tirunelveli,PRESCRIPTION_NARCOTICS,2026-03-01 09:53:51,PHARMACY_DIVERSION,21,90
CAT-SIG-00191,15,Tenkasi,SYNTHETIC_MDMA,2026-01-12 11:43:12,RETAIL_PEDDLING,22,63
CAT-SIG-00192,4,Salem,CHEMICAL_PRECURSORS,2025-07-23 08:59:18,PHARMACY_DIVERSION,10,94
CAT-SIG-00193,13,Thoothukudi,UNKNOWN_CONTRABAND,2026-06-21 17:37:10,PHARMACY_DIVERSION,23,66
CAT-SIG-00194,27,Perambalur,SYNTHETIC_MDMA,2025-11-16 12:49:01,RETAIL_PEDDLING,28,79
CAT-SIG-00195,29,Sivaganga,PRESCRIPTION_NARCOTICS,2025-07-13 03:53:38,HIGHWAY_LOGISTICS,19,61
CAT-SIG-00196,35,Mayiladuthurai,COMMERCIAL_GANJA,2025-05-18 07:55:50,PARCEL_COURIER,45,83
CAT-SIG-00197,14,Kanniyakumari,OPIOID_ANALOGUES,2026-02-07 19:37:39,PHARMACY_DIVERSION,30,67
CAT-SIG-00198,37,Tirupathur,UNKNOWN_CONTRABAND,2024-10-19 07:56:09,PARCEL_COURIER,29,75
CAT-SIG-00199,20,Viluppuram,CHEMICAL_PRECURSORS,2025-12-05 12:24:32,HIGHWAY_LOGISTICS,23,91
CAT-SIG-00200,7,Tiruppur,UNKNOWN_CONTRABAND,2026-07-31 17:18:33,PHARMACY_DIVERSION,43,81
CAT-SIG-00201,13,Thoothukudi,UNKNOWN_CONTRABAND,2025-04-04 08:15:58,RETAIL_PEDDLING,41,83
CAT-SIG-00202,30,Ramanathapuram,PRESCRIPTION_NARCOTICS,2025-04-13 09:08:58,RETAIL_PEDDLING,37,68
CAT-SIG-00203,38,Tiruvannamalai,COMMERCIAL_GANJA,2025-08-07 17:46:29,HIGHWAY_LOGISTICS,18,65
CAT-SIG-00204,30,Ramanathapuram,COMMERCIAL_GANJA,2025-01-01 10:41:12,HIGHWAY_LOGISTICS,21,62
CAT-SIG-00205,23,Namakkal,UNKNOWN_CONTRABAND,2026-04-28 09:09:42,PARCEL_COURIER,5,87
CAT-SIG-00206,23,Namakkal,OPIOID_ANALOGUES,2026-01-05 18:07:00,RETAIL_PEDDLING,38,78
CAT-SIG-00207,13,Thoothukudi,UNKNOWN_CONTRABAND,2025-01-18 12:29:16,RETAIL_PEDDLING,36,62
CAT-SIG-00208,14,Kanniyakumari,PRESCRIPTION_NARCOTICS,2024-10-31 06:23:08,HIGHWAY_LOGISTICS,36,83
CAT-SIG-00209,34,Nagapattinam,SYNTHETIC_MDMA,2025-12-05 01:35:52,PARCEL_COURIER,35,92
CAT-SIG-00210,4,Salem,SYNTHETIC_MDMA,2026-07-20 05:31:59,PHARMACY_DIVERSION,10,66
