report_id,station_id,station_name,district_id,district_name,incident_timestamp,incident_type,drug_category,status,reporting_wing,evidence_confidence
PR-2026-00054,106,Nilgiris Town PS 4,24,Nilgiris,2026-07-03 23:19:27,RAID_SEIZURE,COMMERCIAL_GANJA,UNDER_INVESTIGATION,CRIME_BRANCH,84
PR-2026-00055,140,Theni Town PS 3,32,Theni,2025-02-16 12:17:22,RAID_SEIZURE,CHEMICAL_PRECURSORS,ACTION_COMPLETED,PROHIBITION_WING,78
PR-2026-00056,123,Sivaganga Town PS 1,29,Sivaganga,2025-09-21 05:37:09,TIP_VERIFICATION,COMMERCIAL_GANJA,ACTION_COMPLETED,HIGHWAY_PATROL,92
PR-2026-00057,86,Viluppuram Town PS 3,20,Viluppuram,2024-12-05 09:56:25,ROUTINE_PATROL_SCAN,OPIOID_ANALOGUES,VERIFIED_INCIDENT,STATION_BEAT,93
PR-2026-00058,79,Cuddalore Town PS 2,19,Cuddalore,2026-02-24 21:17:15,TIP_VERIFICATION,SYNTHETIC_MDMA,UNDER_INVESTIGATION,PROHIBITION_WING,97
PR-2026-00059,64,Tenkasi Town PS 5,15,Tenkasi,2025-06-10 19:20:13,CHECKPOST_INTERCEPTION,SYNTHETIC_MDMA,UNDER_INVESTIGATION,HIGHWAY_PATROL,86
PR-2026-00060,160,Ranipet Town PS 5,36,Ranipet,2025-07-18 16:16:35,ROUTINE_PATROL_SCAN,COMMERCIAL_GANJA,ACTION_COMPLETED,CRIME_BRANCH,93
PR-2026-00061,127,Ramanathapuram Town PS 1,30,Ramanathapuram,2026-06-05 01:48:43,TIP_VERIFICATION,UNKNOWN_CONTRABAND,VERIFIED_INCIDENT,PROHIBITION_WING,83
PR-2026-00062,7,Coimbatore Town PS 4,2,Coimbatore,2025-09-23 20:49:15,CHECKPOST_INTERCEPTION,UNKNOWN_CONTRABAND,UNDER_INVESTIGATION,STATION_BEAT,96
PR-2026-00063,36,Vellore Town PS 3,9,Vellore,2025-02-16 11:51:20,RAID_SEIZURE,OPIOID_ANALOGUES,ACTION_COMPLETED,STATION_BEAT,96
PR-2026-00064,33,Erode Town PS 3,8,Erode,2024-12-23 05:42:33,CHECKPOST_INTERCEPTION,SYNTHETIC_MDMA,VERIFIED_INCIDENT,STATION_BEAT,94
PR-2026-00065,10,Madurai Town PS 1,3,Madurai,2025-03-28 16:48:37,TIP_VERIFICATION,OPIOID_ANALOGUES,ACTION_COMPLETED,CRIME_BRANCH,96
PR-2026-00066,17,Salem Town PS 4,4,Salem,2025-09-05 20:56:01,RAID_SEIZURE,PRESCRIPTION_NARCOTICS,ACTION_COMPLETED,PROHIBITION_WING,84
PR-2026-00067,34,Vellore Town PS 1,9,Vellore,2026-07-07 19:12:52,ROUTINE_PATROL_SCAN,SYNTHETIC_MDMA,VERIFIED_INCIDENT,CRIME_BRANCH,86
PR-2026-00068,18,Tiruchirappalli Town PS 1,5,Tiruchirappalli,2025-06-29 04:55:45,ROUTINE_PATROL_SCAN,SYNTHETIC_MDMA,ACTION_COMPLETED,STATION_BEAT,92
PR-2026-00069,138,Theni Town PS 1,32,Theni,2025-05-21 10:33:36,ROUTINE_PATROL_SCAN,COMMERCIAL_GANJA,VERIFIED_INCIDENT,STATION_BEAT,79
PR-2026-00070,38,Krishnagiri Town PS 2,10,Krishnagiri,2024-10-30 14:48:27,TIP_VERIFICATION,SYNTHETIC_MDMA,ACTION_COMPLETED,CRIME_BRANCH,82
PR-2026-00071,108,Karur Town PS 2,25,Karur,2025-09-08 11:21:24,TIP_VERIFICATION,OPIOID_ANALOGUES,ACTION_COMPLETED,CRIME_BRANCH,96
PR-2026-00072,125,Sivaganga Town PS 3,29,Sivaganga,2024-10-16 05:00:09,TIP_VERIFICATION,PRESCRIPTION_NARCOTICS,ACTION_COMPLETED,CRIME_BRANCH,85
PR-2026-00073,80,Cuddalore Town PS 3,19,Cuddalore,2024-12-31 06:08:30,ROUTINE_PATROL_SCAN,PRESCRIPTION_NARCOTICS,UNDER_INVESTIGATION,CRIME_BRANCH,88
PR-2026-00074,112,Ariyalur Town PS 3,26,Ariyalur,2024-10-29 22:19:03,RAID_SEIZURE,PRESCRIPTION_NARCOTICS,UNDER_INVESTIGATION,CRIME_BRANCH,97
PR-2026-00075,13,Madurai Town PS 4,3,Madurai,2026-06-03 15:24:28,RAID_SEIZURE,CHEMICAL_PRECURSORS,VERIFIED_INCIDENT,CRIME_BRANCH,82
PR-2026-00076,135,Virudhunagar Town PS 4,31,Virudhunagar,2026-02-20 21:39:21,TIP_VERIFICATION,PRESCRIPTION_NARCOTICS,ACTION_COMPLETED,PROHIBITION_WING,95
PR-2026-00077,144,Thiruvarur Town PS 4,33,Thiruvarur,2025-01-15 13:22:41,TIP_VERIFICATION,OPIOID_ANALOGUES,VERIFIED_INCIDENT,HIGHWAY_PATROL,75
PR-2026-00078,56,Kanniyakumari Town PS 3,14,Kanniyakumari,2025-04-25 09:13:54,CHECKPOST_INTERCEPTION,UNKNOWN_CONTRABAND,VERIFIED_INCIDENT,STATION_BEAT,94
PR-2026-00079,110,Ariyalur Town PS 1,26,Ariyalur,2026-03-23 07:33:09,TIP_VERIFICATION,CHEMICAL_PRECURSORS,ACTION_COMPLETED,HIGHWAY_PATROL,97
PR-2026-00080,144,Thiruvarur Town PS 4,33,Thiruvarur,2025-08-15 17:33:02,TIP_VERIFICATION,COMMERCIAL_GANJA,ACTION_COMPLETED,STATION_BEAT,94
PR-2026-00081,14,Salem Town PS 1,4,Salem,2025-02-12 23:31:33,CHECKPOST_INTERCEPTION,OPIOID_ANALOGUES,UNDER_INVESTIGATION,PROHIBITION_WING,82
PR-2026-00082,36,Vellore Town PS 3,9,Vellore,2026-01-25 00:31:33,ROUTINE_PATROL_SCAN,CHEMICAL_PRECURSORS,UNDER_INVESTIGATION,PROHIBITION_WING,94
PR-2026-00083,47,Thanjavur Town PS 4,12,Thanjavur,2024-11-27 03:27:18,TIP_VERIFICATION,SYNTHETIC_MDMA,VERIFIED_INCIDENT,CRIME_BRANCH,89
PR-2026-00084,77,Tiruvallur Town PS 3,18,Tiruvallur,2025-01-20 07:09:47,TIP_VERIFICATION,COMMERCIAL_GANJA,UNDER_INVESTIGATION,HIGHWAY_PATROL,84
PR-2026-00085,141,Thiruvarur Town PS 1,33,Thiruvarur,2025-11-24 08:19:52,TIP_VERIFICATION,UNKNOWN_CONTRABAND,UNDER_INVESTIGATION,STATION_BEAT,80
PR-2026-00086,4,Coimbatore Town PS 1,2,Coimbatore,2025-02-24 14:20:54,CHECKPOST_INTERCEPTION,OPIOID_ANALOGUES,VERIFIED_INCIDENT,CRIME_BRANCH,87
PR-2026-00087,35,Vellore Town PS 2,9,Vellore,2024-09-19 15:12:53,ROUTINE_PATROL_SCAN,UNKNOWN_CONTRABAND,ACTION_COMPLETED,HIGHWAY_PATROL,85
PR-2026-00088,140,Theni Town PS 3,32,Theni,2026-08-10 07:05:19,CHECKPOST_INTERCEPTION,OPIOID_ANALOGUES,VERIFIED_INCIDENT,HIGHWAY_PATROL,89
PR-2026-00089,135,Virudhunagar Town PS 4,31,Virudhunagar,2024-10-27 13:39:36,TIP_VERIFICATION,COMMERCIAL_GANJA,UNDER_INVESTIGATION,STATION_BEAT,91
PR-2026-00090,84,Viluppuram Town PS 1,20,Viluppuram,2025-06-01 14:51:00,CHECKPOST_INTERCEPTION,PRESCRIPTION_NARCOTICS,VERIFIED_INCIDENT,CRIME_BRANCH,95
PR-2026-00091,127,Ramanathapuram Town PS 1,30,Ramanathapuram,2026-01-05 19:21:53,CHECKPOST_INTERCEPTION,COMMERCIAL_GANJA,UNDER_INVESTIGATION,HIGHWAY_PATROL,92
PR-2026-00092,71,Chengalpattu Town PS 2,17,Chengalpattu,2026-05-05 22:11:15,RAID_SEIZURE,SYNTHETIC_MDMA,ACTION_COMPLETED,PROHIBITION_WING,75
PR-2026-00093,94,Dharmapuri Town PS 2,22,Dharmapuri,2025-08-08 11:41:03,CHECKPOST_INTERCEPTION,CHEMICAL_PRECURSORS,VERIFIED_INCIDENT,STATION_BEAT,91
PR-2026-00094,151,Mayiladuthurai Town PS 1,35,Mayiladuthurai,2026-06-29 01:13:07,TIP_VERIFICATION,SYNTHETIC_MDMA,VERIFIED_INCIDENT,STATION_BEAT,81
PR-2026-00095,160,Ranipet Town PS 5,36,Ranipet,2025-02-20 11:10:27,RAID_SEIZURE,COMMERCIAL_GANJA,VERIFIED_INCIDENT,PROHIBITION_WING,78
PR-2026-00096,68,Kancheepuram Town PS 4,16,Kancheepuram,2024-12-31 18:08:47,CHECKPOST_INTERCEPTION,PRESCRIPTION_NARCOTICS,VERIFIED_INCIDENT,HIGHWAY_PATROL,85
PR-2026-00097,46,Thanjavur Town PS 3,12,Thanjavur,2025-08-10 16:04:48,RAID_SEIZURE,SYNTHETIC_MDMA,UNDER_INVESTIGATION,PROHIBITION_WING,94
PR-2026-00098,123,Sivaganga Town PS 1,29,Sivaganga,2026-01-18 02:50:44,CHECKPOST_INTERCEPTION,COMMERCIAL_GANJA,ACTION_COMPLETED,STATION_BEAT,94
PR-2026-00099,123,Sivaganga Town PS 1,29,Sivaganga,2026-02-17 08:00:16,ROUTINE_PATROL_SCAN,UNKNOWN_CONTRABAND,UNDER_INVESTIGATION,CRIME_BRANCH,91
PR-2026-00100,46,Thanjavur Town PS 3,12,Thanjavur,2025-10-31 23:59:45,ROUTINE_PATROL_SCAN,UNKNOWN_CONTRABAND,ACTION_COMPLETED,STATION_BEAT,75
PR-2026-00101,3,Chennai Town PS 3,1,Chennai,2025-03-03 07:00:41,CHECKPOST_INTERCEPTION,CHEMICAL_PRECURSORS,ACTION_COMPLETED,HIGHWAY_PATROL,96
PR-2026-00102,138,Theni Town PS 1,32,Theni,2025-09-17 18:20:29,CHECKPOST_INTERCEPTION,CHEMICAL_PRECURSORS,ACTION_COMPLETED,HIGHWAY_PATROL,94
PR-2026-00103,155,Mayiladuthurai Town PS 5,35,Mayiladuthurai,2024-09-25 10:57:43,TIP_VERIFICATION,UNKNOWN_CONTRABAND,UNDER_INVESTIGATION,HIGHWAY_PATROL,76
PR-2026-00104,103,Nilgiris Town PS 1,24,Nilgiris,2025-02-14 18:49:39,RAID_SEIZURE,PRESCRIPTION_NARCOTICS,ACTION_COMPLETED,STATION_BEAT,91
PR-2026-00105,163,Tirupathur Town PS 3,37,Tirupathur,2025-05-28 18:33:15,CHECKPOST_INTERCEPTION,COMMERCIAL_GANJA,VERIFIED_INCIDENT,PROHIBITION_WING,93
PR-2026-00106,155,Mayiladuthurai Town PS 5,35,Mayiladuthurai,2026-06-07 11:28:33,RAID_SEIZURE,COMMERCIAL_GANJA,VERIFIED_INCIDENT,PROHIBITION_WING,84
PR-2026-00107,138,Theni Town PS 1,32,Theni,2026-06-29 23:07:56,TIP_VERIFICATION,COMMERCIAL_GANJA,ACTION_COMPLETED,HIGHWAY_PATROL,82
PR-2026-00108,168,Tiruvannamalai Town PS 4,38,Tiruvannamalai,2026-06-19 14:42:20,RAID_SEIZURE,CHEMICAL_PRECURSORS,VERIFIED_INCIDENT,PROHIBITION_WING,88
PR-2026-00109,119,Pudukkottai Town PS 2,28,Pudukkottai,2025-08-08 01:20:07,ROUTINE_PATROL_SCAN,UNKNOWN_CONTRABAND,UNDER_INVESTIGATION,PROHIBITION_WING,77
PR-2026-00110,60,Tenkasi Town PS 1,15,Tenkasi,2025-02-21 15:04:28,CHECKPOST_INTERCEPTION,UNKNOWN_CONTRABAND,UNDER_INVESTIGATION,PROHIBITION_WING,95
PR-2026-00111,85,Viluppuram Town PS 2,20,Viluppuram,2025-04-28 00:30:11,CHECKPOST_INTERCEPTION,COMMERCIAL_GANJA,UNDER_INVESTIGATION,CRIME_BRANCH,94
PR-2026-00112,91,Kallakurichi Town PS 5,21,Kallakurichi,2025-08-19 17:23:14,ROUTINE_PATROL_SCAN,SYNTHETIC_MDMA,ACTION_COMPLETED,HIGHWAY_PATROL,87
PR-2026-00113,31,Erode Town PS 1,8,Erode,2025-10-14 03:22:35,TIP_VERIFICATION,CHEMICAL_PRECURSORS,UNDER_INVESTIGATION,HIGHWAY_PATROL,98
PR-2026-00114,5,Coimbatore Town PS 2,2,Coimbatore,2026-02-20 12:46:14,TIP_VERIFICATION,SYNTHETIC_MDMA,ACTION_COMPLETED,STATION_BEAT,75
PR-2026-00115,43,Dindigul Town PS 4,11,Dindigul,2025-06-15 04:56:00,TIP_VERIFICATION,OPIOID_ANALOGUES,ACTION_COMPLETED,HIGHWAY_PATROL,78
PR-2026-00116,163,Tirupathur Town PS 3,37,Tirupathur,2025-02-23 23:18:34,CHECKPOST_INTERCEPTION,CHEMICAL_PRECURSORS,ACTION_COMPLETED,PROHIBITION_WING,85
PR-2026-00117,37,Krishnagiri Town PS 1,10,Krishnagiri,2026-04-16 15:30:39,CHECKPOST_INTERCEPTION,SYNTHETIC_MDMA,UNDER_INVESTIGATION,STATION_BEAT,95
PR-2026-00118,126,Sivaganga Town PS 4,29,Sivaganga,2025-03-04 08:02:09,ROUTINE_PATROL_SCAN,SYNTHETIC_MDMA,VERIFIED_INCIDENT,HIGHWAY_PATROL,90
PR-2026-00119,45,Thanjavur Town PS 2,12,Thanjavur,2026-05-16 02:25:14,ROUTINE_PATROL_SCAN,PRESCRIPTION_NARCOTICS,VERIFIED_INCIDENT,STATION_BEAT,78
PR-2026-00120,91,Kallakurichi Town PS 5,21,Kallakurichi,2026-07-02 22:31:10,TIP_VERIFICATION,PRESCRIPTION_NARCOTICS,VERIFIED_INCIDENT,PROHIBITION_WING,86
PR-2026-00121,64,Tenkasi Town PS 5,15,Tenkasi,2025-03-15 00:29:57,RAID_SEIZURE,COMMERCIAL_GANJA,ACTION_COMPLETED,STATION_BEAT,89
PR-2026-00122,19,Tiruchirappalli Town PS 2,5,Tiruchirappalli,2026-01-07 07:21:20,TIP_VERIFICATION,CHEMICAL_PRECURSORS,ACTION_COMPLETED,HIGHWAY_PATROL,76
PR-2026-00123,77,Tiruvallur Town PS 3,18,Tiruvallur,2025-01-05 10:49:17,CHECKPOST_INTERCEPTION,SYNTHETIC_MDMA,VERIFIED_INCIDENT,PROHIBITION_WING,78
PR-2026-00124,7,Coimbatore Town PS 4,2,Coimbatore,2025-05-19 07:15:44,TIP_VERIFICATION,SYNTHETIC_MDMA,VERIFIED_INCIDENT,PROHIBITION_WING,76
PR-2026-00125,75,Tiruvallur Town PS 1,18,Tiruvallur,2024-12-07 00:14:08,CHECKPOST_INTERCEPTION,CHEMICAL_PRECURSORS,ACTION_COMPLETED,HIGHWAY_PATROL,86
PR-2026-00126,80,Cuddalore Town PS 3,19,Cuddalore,2025-06-28 00:55:43,CHECKPOST_INTERCEPTION,SYNTHETIC_MDMA,UNDER_INVESTIGATION,STATION_BEAT,80
PR-2026-00127,45,Thanjavur Town PS 2,12,Thanjavur,2025-05-11 06:35:54,RAID_SEIZURE,SYNTHETIC_MDMA,ACTION_COMPLETED,CRIME_BRANCH,89
PR-2026-00128,161,Tirupathur Town PS 1,37,Tirupathur,2025-12-03 04:49:35,CHECKPOST_INTERCEPTION,COMMERCIAL_GANJA,UNDER_INVESTIGATION,HIGHWAY_PATROL,80
PR-2026-00129,116,Perambalur Town PS 3,27,Perambalur,2025-06-09 12:59:06,RAID_SEIZURE,UNKNOWN_CONTRABAND,UNDER_INVESTIGATION,CRIME_BRANCH,79
PR-2026-00130,68,Kancheepuram Town PS 4,16,Kancheepuram,2025-11-13 11:17:46,ROUTINE_PATROL_SCAN,SYNTHETIC_MDMA,ACTION_COMPLETED,CRIME_BRANCH,98
PR-2026-00131,97,Dharmapuri Town PS 5,22,Dharmapuri,2026-02-08 09:05:21,ROUTINE_PATROL_SCAN,PRESCRIPTION_NARCOTICS,ACTION_COMPLETED,PROHIBITION_WING,75
PR-2026-00132,81,Cuddalore Town PS 4,19,Cuddalore,2025-12-22 09:40:38,RAID_SEIZURE,OPIOID_ANALOGUES,ACTION_COMPLETED,HIGHWAY_PATROL,89
PR-2026-00133,152,Mayiladuthurai Town PS 2,35,Mayiladuthurai,2024-11-29 11:41:01,RAID_SEIZURE,PRESCRIPTION_NARCOTICS,VERIFIED_INCIDENT,STATION_BEAT,95
PR-2026-00134,27,Tirunelveli Town PS 4,6,Tirunelveli,2025-04-27 02:18:46,CHECKPOST_INTERCEPTION,COMMERCIAL_GANJA,ACTION_COMPLETED,CRIME_BRANCH,80
PR-2026-00135,93,Dharmapuri Town PS 1,22,Dharmapuri,2025-07-25 20:01:54,TIP_VERIFICATION,OPIOID_ANALOGUES,VERIFIED_INCIDENT,CRIME_BRANCH,98
PR-2026-00136,115,Perambalur Town PS 2,27,Perambalur,2025-02-07 14:17:58,TIP_VERIFICATION,PRESCRIPTION_NARCOTICS,VERIFIED_INCIDENT,PROHIBITION_WING,76
