ticket_id,associated_alert_id,district_id,district_name,assigned_officer_id,created_at,action_type,ticket_status,priority
TCK-2026-00035,ALT-2026-00103,19,Cuddalore,OFFICER-TN-173,2025-06-27 23:10:50,IMMEDIATE_PATROL_DISPATCH,ESCALATED,MEDIUM
TCK-2026-00036,ALT-2026-00322,1,Chennai,OFFICER-TN-124,2025-02-07 06:57:24,IMMEDIATE_PATROL_DISPATCH,CLOSED,HIGH
TCK-2026-00037,ALT-2026-00624,38,Tiruvannamalai,OFFICER-TN-160,2025-05-27 21:09:11,IMMEDIATE_PATROL_DISPATCH,CLOSED,MEDIUM
TCK-2026-00038,ALT-2026-00658,36,Ranipet,OFFICER-TN-125,2025-11-09 06:18:45,HUMAN_INTELLIGENCE_INSPECTION,ACTION_COMPLETED,HIGH
TCK-2026-00039,ALT-2026-00888,17,Chengalpattu,OFFICER-TN-196,2025-05-21 23:59:14,HUMAN_INTELLIGENCE_INSPECTION,CLOSED,HIGH
TCK-2026-00040,ALT-2026-00307,32,Theni,OFFICER-TN-156,2025-08-09 19:44:25,INTER_AGENCY_COORDINATION,OPEN,LOW
TCK-2026-00041,ALT-2026-00848,4,Salem,OFFICER-TN-153,2025-06-17 14:31:31,INTER_AGENCY_COORDINATION,ESCALATED,HIGH
TCK-2026-00042,ALT-2026-00795,7,Tiruppur,OFFICER-TN-196,2025-04-13 13:23:26,IMMEDIATE_PATROL_DISPATCH,CLOSED,LOW
TCK-2026-00043,ALT-2026-00662,38,Tiruvannamalai,OFFICER-TN-163,2025-01-21 06:58:44,IMMEDIATE_PATROL_DISPATCH,ESCALATED,LOW
TCK-2026-00044,ALT-2026-00427,20,Viluppuram,OFFICER-TN-111,2025-01-10 15:28:22,HUMAN_INTELLIGENCE_INSPECTION,IN_PROGRESS,MEDIUM
TCK-2026-00045,ALT-2026-00950,36,Ranipet,OFFICER-TN-181,2025-11-28 06:14:54,HUMAN_INTELLIGENCE_INSPECTION,CLOSED,MEDIUM
TCK-2026-00046,ALT-2026-00651,24,Nilgiris,OFFICER-TN-141,2025-05-08 23:32:47,CHECKPOST_ENHANCED_SURVEILLANCE,ACTION_COMPLETED,LOW
TCK-2026-00047,ALT-2026-00738,25,Karur,OFFICER-TN-111,2025-07-03 11:30:10,CHECKPOST_ENHANCED_SURVEILLANCE,OPEN,HIGH
TCK-2026-00048,ALT-2026-00188,2,Coimbatore,OFFICER-TN-151,2026-05-11 06:01:53,CHECKPOST_ENHANCED_SURVEILLANCE,ESCALATED,HIGH
TCK-2026-00049,ALT-2026-00520,13,Thoothukudi,OFFICER-TN-102,2025-01-18 03:23:40,IMMEDIATE_PATROL_DISPATCH,ACTION_COMPLETED,HIGH
TCK-2026-00050,ALT-2026-00052,27,Perambalur,OFFICER-TN-142,2025-08-18 03:21:56,INTER_AGENCY_COORDINATION,IN_PROGRESS,LOW
TCK-2026-00051,ALT-2026-00671,27,Perambalur,OFFICER-TN-149,2025-12-17 19:23:18,HUMAN_INTELLIGENCE_INSPECTION,ACTION_COMPLETED,LOW
TCK-2026-00052,ALT-2026-00338,13,Thoothukudi,OFFICER-TN-172,2025-03-18 23:22:29,IMMEDIATE_PATROL_DISPATCH,IN_PROGRESS,MEDIUM
TCK-2026-00053,ALT-2026-01035,13,Thoothukudi,OFFICER-TN-198,2025-03-06 02:34:52,IMMEDIATE_PATROL_DISPATCH,OPEN,HIGH
TCK-2026-00054,ALT-2026-00022,13,Thoothukudi,OFFICER-TN-142,2025-01-25 14:39:53,INTER_AGENCY_COORDINATION,CLOSED,LOW
TCK-2026-00055,ALT-2026-00106,1,Chennai,OFFICER-TN-145,2026-03-05 13:20:45,INTER_AGENCY_COORDINATION,ACTION_COMPLETED,MEDIUM
TCK-2026-00056,ALT-2026-00656,37,Tirupathur,OFFICER-TN-120,2025-06-03 00:57:14,CHECKPOST_ENHANCED_SURVEILLANCE,ACTION_COMPLETED,MEDIUM
TCK-2026-00057,ALT-2026-00699,13,Thoothukudi,OFFICER-TN-167,2026-04-05 03:29:03,IMMEDIATE_PATROL_DISPATCH,IN_PROGRESS,LOW
TCK-2026-00058,ALT-2026-00711,31,Virudhunagar,OFFICER-TN-168,2025-08-13 17:46:29,IMMEDIATE_PATROL_DISPATCH,ESCALATED,MEDIUM
TCK-2026-00059,ALT-2026-00694,12,Thanjavur,OFFICER-TN-183,2026-03-25 21:51:57,IMMEDIATE_PATROL_DISPATCH,OPEN,HIGH
TCK-2026-00060,ALT-2026-00607,13,Thoothukudi,OFFICER-TN-127,2025-05-30 18:42:49,INTER_AGENCY_COORDINATION,ESCALATED,LOW
TCK-2026-00061,ALT-2026-00139,27,Perambalur,OFFICER-TN-108,2025-07-07 17:05:02,IMMEDIATE_PATROL_DISPATCH,ACTION_COMPLETED,LOW
TCK-2026-00062,ALT-2026-00039,33,Thiruvarur,OFFICER-TN-147,2025-06-10 12:14:10,IMMEDIATE_PATROL_DISPATCH,ACTION_COMPLETED,MEDIUM
TCK-2026-00063,ALT-2026-00629,23,Namakkal,OFFICER-TN-121,2026-06-03 05:07:50,IMMEDIATE_PATROL_DISPATCH,CLOSED,HIGH
TCK-2026-00064,ALT-2026-00532,12,Thanjavur,OFFICER-TN-123,2026-02-26 14:30:42,INTER_AGENCY_COORDINATION,CLOSED,HIGH
TCK-2026-00065,ALT-2026-00181,20,Viluppuram,OFFICER-TN-136,2026-01-09 07:41:13,IMMEDIATE_PATROL_DISPATCH,OPEN,MEDIUM
TCK-2026-00066,ALT-2026-00818,26,Ariyalur,OFFICER-TN-179,2025-07-06 09:59:24,INTER_AGENCY_COORDINATION,CLOSED,HIGH
TCK-2026-00067,ALT-2026-00949,5,Tiruchirappalli,OFFICER-TN-152,2025-03-16 13:21:22,INTER_AGENCY_COORDINATION,ESCALATED,MEDIUM
TCK-2026-00068,ALT-2026-00472,36,Ranipet,OFFICER-TN-134,2025-10-28 21:26:23,IMMEDIATE_PATROL_DISPATCH,OPEN,MEDIUM
TCK-2026-00069,ALT-2026-00631,38,Tiruvannamalai,OFFICER-TN-190,2025-10-28 03:57:34,INTER_AGENCY_COORDINATION,IN_PROGRESS,HIGH
TCK-2026-00070,ALT-2026-00453,6,Tirunelveli,OFFICER-TN-143,2025-05-11 23:29:29,INTER_AGENCY_COORDINATION,CLOSED,LOW
TCK-2026-00071,ALT-2026-00445,31,Virudhunagar,OFFICER-TN-138,2026-01-09 12:11:54,HUMAN_INTELLIGENCE_INSPECTION,ACTION_COMPLETED,HIGH
TCK-2026-00072,ALT-2026-00440,4,Salem,OFFICER-TN-175,2025-07-25 16:20:17,CHECKPOST_ENHANCED_SURVEILLANCE,IN_PROGRESS,HIGH
TCK-2026-00073,ALT-2026-00370,6,Tirunelveli,OFFICER-TN-120,2026-02-09 07:29:42,HUMAN_INTELLIGENCE_INSPECTION,OPEN,LOW
TCK-2026-00074,ALT-2026-00312,6,Tirunelveli,OFFICER-TN-183,2025-01-07 19:34:13,INTER_AGENCY_COORDINATION,OPEN,MEDIUM
TCK-2026-00075,ALT-2026-00165,12,Thanjavur,OFFICER-TN-145,2025-06-06 05:01:29,HUMAN_INTELLIGENCE_INSPECTION,OPEN,HIGH
TCK-2026-00076,ALT-2026-00852,2,Coimbatore,OFFICER-TN-142,2025-01-11 20:09:37,INTER_AGENCY_COORDINATION,OPEN,MEDIUM
TCK-2026-00077,ALT-2026-00995,8,Erode,OFFICER-TN-125,2025-06-22 11:01:21,HUMAN_INTELLIGENCE_INSPECTION,CLOSED,HIGH
TCK-2026-00078,ALT-2026-00852,15,Tenkasi,OFFICER-TN-177,2025-09-10 12:23:12,HUMAN_INTELLIGENCE_INSPECTION,ESCALATED,MEDIUM
TCK-2026-00079,ALT-2026-00568,21,Kallakurichi,OFFICER-TN-186,2025-11-14 09:01:48,INTER_AGENCY_COORDINATION,IN_PROGRESS,LOW
TCK-2026-00080,ALT-2026-00395,33,Thiruvarur,OFFICER-TN-174,2025-12-05 21:04:14,IMMEDIATE_PATROL_DISPATCH,ACTION_COMPLETED,LOW
TCK-2026-00081,ALT-2026-00360,30,Ramanathapuram,OFFICER-TN-161,2025-03-05 08:03:50,INTER_AGENCY_COORDINATION,ACTION_COMPLETED,HIGH
TCK-2026-00082,ALT-2026-00377,23,Namakkal,OFFICER-TN-190,2026-04-29 13:22:13,INTER_AGENCY_COORDINATION,OPEN,MEDIUM
TCK-2026-00083,ALT-2026-00117,32,Theni,OFFICER-TN-156,2026-04-15 18:36:01,HUMAN_INTELLIGENCE_INSPECTION,ESCALATED,MEDIUM
TCK-2026-00084,ALT-2026-00983,4,Salem,OFFICER-TN-116,2025-09-12 22:19:09,IMMEDIATE_PATROL_DISPATCH,ACTION_COMPLETED,MEDIUM
TCK-2026-00085,ALT-2026-00660,26,Ariyalur,OFFICER-TN-108,2026-01-03 19:31:07,IMMEDIATE_PATROL_DISPATCH,ESCALATED,HIGH
TCK-2026-00086,ALT-2026-00650,18,Tiruvallur,OFFICER-TN-168,2026-08-15 20:48:16,HUMAN_INTELLIGENCE_INSPECTION,IN_PROGRESS,LOW
TCK-2026-00087,ALT-2026-00716,30,Ramanathapuram,OFFICER-TN-166,2025-03-07 19:03:48,IMMEDIATE_PATROL_DISPATCH,IN_PROGRESS,MEDIUM
TCK-2026-00088,ALT-2026-00473,8,Erode,OFFICER-TN-184,2025-04-07 12:28:09,INTER_AGENCY_COORDINATION,IN_PROGRESS,HIGH
TCK-2026-00089,ALT-2026-00286,18,Tiruvallur,OFFICER-TN-169,2026-04-02 03:06:44,INTER_AGENCY_COORDINATION,ACTION_COMPLETED,LOW
TCK-2026-00090,ALT-2026-00793,30,Ramanathapuram,OFFICER-TN-199,2025-09-09 22:58:41,INTER_AGENCY_COORDINATION,CLOSED,MEDIUM
TCK-2026-00091,ALT-2026-00862,14,Kanniyakumari,OFFICER-TN-133,2026-08-06 03:54:22,INTER_AGENCY_COORDINATION,ESCALATED,HIGH
TCK-2026-00092,ALT-2026-00013,23,Namakkal,OFFICER-TN-140,2025-05-25 13:45:25,CHECKPOST_ENHANCED_SURVEILLANCE,ESCALATED,HIGH
TCK-2026-00093,ALT-2026-00081,12,Thanjavur,OFFICER-TN-194,2026-06-24 10:07:12,INTER_AGENCY_COORDINATION,CLOSED,MEDIUM
TCK-2026-00094,ALT-2026-00048,25,Karur,OFFICER-TN-155,2024-12-30 15:47:06,INTER_AGENCY_COORDINATION,ESCALATED,LOW
TCK-2026-00095,ALT-2026-00895,2,Coimbatore,OFFICER-TN-140,2025-10-30 13:07:24,CHECKPOST_ENHANCED_SURVEILLANCE,IN_PROGRESS,HIGH
TCK-2026-00096,ALT-2026-00176,6,Tirunelveli,OFFICER-TN-149,2025-03-26 03:33:28,CHECKPOST_ENHANCED_SURVEILLANCE,ESCALATED,MEDIUM
TCK-2026-00097,ALT-2026-00517,14,Kanniyakumari,OFFICER-TN-131,2026-01-31 09:31:11,CHECKPOST_ENHANCED_SURVEILLANCE,ACTION_COMPLETED,HIGH
TCK-2026-00098,ALT-2026-00554,23,Namakkal,OFFICER-TN-142,2025-06-21 03:06:04,INTER_AGENCY_COORDINATION,CLOSED,MEDIUM
TCK-2026-00099,ALT-2026-00226,10,Krishnagiri,OFFICER-TN-168,2025-11-04 16:11:23,INTER_AGENCY_COORDINATION,ACTION_COMPLETED,HIGH
TCK-2026-00100,ALT-2026-00206,37,Tirupathur,OFFICER-TN-114,2025-12-15 19:09:57,CHECKPOST_ENHANCED_SURVEILLANCE,OPEN,LOW
TCK-2026-00101,ALT-2026-00959,29,Sivaganga,OFFICER-TN-123,2025-12-24 15:21:55,INTER_AGENCY_COORDINATION,OPEN,MEDIUM
TCK-2026-00102,ALT-2026-00665,31,Virudhunagar,OFFICER-TN-166,2025-04-04 18:59:48,INTER_AGENCY_COORDINATION,ESCALATED,LOW
TCK-2026-00103,ALT-2026-00947,21,Kallakurichi,OFFICER-TN-174,2025-10-06 13:56:51,HUMAN_INTELLIGENCE_INSPECTION,CLOSED,HIGH
TCK-2026-00104,ALT-2026-00753,6,Tirunelveli,OFFICER-TN-160,2026-02-09 15:48:00,IMMEDIATE_PATROL_DISPATCH,CLOSED,HIGH
TCK-2026-00105,ALT-2026-00695,19,Cuddalore,OFFICER-TN-199,2025-05-22 01:00:01,HUMAN_INTELLIGENCE_INSPECTION,IN_PROGRESS,LOW
TCK-2026-00106,ALT-2026-00010,12,Thanjavur,OFFICER-TN-103,2026-04-27 11:24:09,CHECKPOST_ENHANCED_SURVEILLANCE,OPEN,HIGH
TCK-2026-00107,ALT-2026-00655,20,Viluppuram,OFFICER-TN-146,2026-06-04 11:08:05,CHECKPOST_ENHANCED_SURVEILLANCE,ACTION_COMPLETED,HIGH
TCK-2026-00108,ALT-2026-00341,6,Tirunelveli,OFFICER-TN-108,2026-05-15 17:07:23,IMMEDIATE_PATROL_DISPATCH,CLOSED,HIGH
TCK-2026-00109,ALT-2026-00924,13,Thoothukudi,OFFICER-TN-109,2025-06-07 03:26:55,IMMEDIATE_PATROL_DISPATCH,ACTION_COMPLETED,HIGH
TCK-2026-00110,ALT-2026-00569,15,Tenkasi,OFFICER-TN-189,2026-02-28 13:53:59,CHECKPOST_ENHANCED_SURVEILLANCE,ACTION_COMPLETED,MEDIUM
TCK-2026-00111,ALT-2026-00978,2,Coimbatore,OFFICER-TN-113,2026-08-19 04:54:37,INTER_AGENCY_COORDINATION,IN_PROGRESS,HIGH
TCK-2026-00112,ALT-2026-00700,7,Tiruppur,OFFICER-TN-155,2025-04-15 10:37:54,IMMEDIATE_PATROL_DISPATCH,IN_PROGRESS,HIGH
TCK-2026-00113,ALT-2026-00543,23,Namakkal,OFFICER-TN-156,2025-07-02 11:39:40,INTER_AGENCY_COORDINATION,ESCALATED,MEDIUM
TCK-2026-00114,ALT-2026-00872,25,Karur,OFFICER-TN-161,2025-04-07 06:06:32,IMMEDIATE_PATROL_DISPATCH,CLOSED,MEDIUM
TCK-2026-00115,ALT-2026-00050,19,Cuddalore,OFFICER-TN-112,2025-08-29 07:33:48,IMMEDIATE_PATROL_DISPATCH,ACTION_COMPLETED,MEDIUM
TCK-2026-00116,ALT-2026-00320,14,Kanniyakumari,OFFICER-TN-116,2025-04-20 14:08:31,INTER_AGENCY_COORDINATION,OPEN,LOW
TCK-2026-00117,ALT-2026-00867,3,Madurai,OFFICER-TN-138,2025-05-14 14:45:18,INTER_AGENCY_COORDINATION,ACTION_COMPLETED,LOW
TCK-2026-00118,ALT-2026-00159,21,Kallakurichi,OFFICER-TN-128,2025-07-03 01:21:26,HUMAN_INTELLIGENCE_INSPECTION,ESCALATED,MEDIUM
TCK-2026-00119,ALT-2026-00814,35,Mayiladuthurai,OFFICER-TN-104,2025-12-26 20:45:43,IMMEDIATE_PATROL_DISPATCH,CLOSED,MEDIUM
TCK-2026-00120,ALT-2026-00670,15,Tenkasi,OFFICER-TN-101,2025-07-26 12:52:19,CHECKPOST_ENHANCED_SURVEILLANCE,CLOSED,LOW
TCK-2026-00121,ALT-2026-00746,30,Ramanathapuram,OFFICER-TN-192,2026-05-29 12:19:13,IMMEDIATE_PATROL_DISPATCH,ACTION_COMPLETED,LOW
TCK-2026-00122,ALT-2026-00136,25,Karur,OFFICER-TN-137,2025-08-22 19:52:35,IMMEDIATE_PATROL_DISPATCH,OPEN,LOW
TCK-2026-00123,ALT-2026-00368,3,Madurai,OFFICER-TN-135,2026-05-23 12:49:34,INTER_AGENCY_COORDINATION,OPEN,MEDIUM
TCK-2026-00124,ALT-2026-00115,20,Viluppuram,OFFICER-TN-180,2025-06-04 05:12:46,CHECKPOST_ENHANCED_SURVEILLANCE,CLOSED,MEDIUM
TCK-2026-00125,ALT-2026-01014,35,Mayiladuthurai,OFFICER-TN-130,2025-05-04 15:56:16,HUMAN_INTELLIGENCE_INSPECTION,ACTION_COMPLETED,MEDIUM
TCK-2026-00126,ALT-2026-00965,18,Tiruvallur,OFFICER-TN-184,2026-08-04 02:09:54,CHECKPOST_ENHANCED_SURVEILLANCE,ESCALATED,HIGH
TCK-2026-00127,ALT-2026-00285,27,Perambalur,OFFICER-TN-144,2026-07-06 22:21:09,HUMAN_INTELLIGENCE_INSPECTION,ACTION_COMPLETED,HIGH
TCK-2026-00128,ALT-2026-01016,1,Chennai,OFFICER-TN-164,2026-04-26 04:10:02,HUMAN_INTELLIGENCE_INSPECTION,ACTION_COMPLETED,MEDIUM
TCK-2026-00129,ALT-2026-00705,20,Viluppuram,OFFICER-TN-148,2025-01-16 20:02:43,HUMAN_INTELLIGENCE_INSPECTION,ESCALATED,LOW
TCK-2026-00130,ALT-2026-00369,12,Thanjavur,OFFICER-TN-179,2025-12-10 09:39:58,IMMEDIATE_PATROL_DISPATCH,ACTION_COMPLETED,LOW
TCK-2026-00131,ALT-2026-00168,9,Vellore,OFFICER-TN-155,2025-11-11 15:42:08,CHECKPOST_ENHANCED_SURVEILLANCE,ACTION_COMPLETED,LOW
TCK-2026-00132,ALT-2026-00626,7,Tiruppur,OFFICER-TN-194,2026-03-11 21:03:50,IMMEDIATE_PATROL_DISPATCH,ACTION_COMPLETED,MEDIUM
TCK-2026-00133,ALT-2026-00018,31,Virudhunagar,OFFICER-TN-133,2025-06-15 13:57:50,INTER_AGENCY_COORDINATION,OPEN,MEDIUM
TCK-2026-00134,ALT-2026-00257,8,Erode,OFFICER-TN-102,2025-11-10 11:41:20,CHECKPOST_ENHANCED_SURVEILLANCE,ESCALATED,LOW
TCK-2026-00135,ALT-2026-00831,31,Virudhunagar,OFFICER-TN-110,2026-02-16 18:40:41,HUMAN_INTELLIGENCE_INSPECTION,OPEN,HIGH
TCK-2026-00136,ALT-2026-00717,4,Salem,OFFICER-TN-102,2025-06-02 02:02:46,CHECKPOST_ENHANCED_SURVEILLANCE,IN_PROGRESS,MEDIUM
TCK-2026-00137,ALT-2026-00252,24,Nilgiris,OFFICER-TN-151,2025-10-05 19:26:40,INTER_AGENCY_COORDINATION,IN_PROGRESS,MEDIUM
TCK-2026-00138,ALT-2026-00980,24,Nilgiris,OFFICER-TN-172,2025-09-02 01:08:48,HUMAN_INTELLIGENCE_INSPECTION,CLOSED,LOW
TCK-2026-00139,ALT-2026-00708,11,Dindigul,OFFICER-TN-182,2025-12-21 00:53:26,INTER_AGENCY_COORDINATION,CLOSED,LOW
TCK-2026-00140,ALT-2026-00993,9,Vellore,OFFICER-TN-181,2025-11-06 01:10:58,HUMAN_INTELLIGENCE_INSPECTION,ACTION_COMPLETED,HIGH
TCK-2026-00141,ALT-2026-00313,29,Sivaganga,OFFICER-TN-112,2025-06-21 16:15:53,INTER_AGENCY_COORDINATION,ESCALATED,LOW
TCK-2026-00142,ALT-2026-00941,15,Tenkasi,OFFICER-TN-124,2026-02-11 06:29:54,IMMEDIATE_PATROL_DISPATCH,IN_PROGRESS,LOW
TCK-2026-00143,ALT-2026-00878,16,Kancheepuram,OFFICER-TN-173,2026-01-05 01:58:02,CHECKPOST_ENHANCED_SURVEILLANCE,ACTION_COMPLETED,LOW
TCK-2026-00144,ALT-2026-00366,3,Madurai,OFFICER-TN-147,2025-02-02 18:14:34,IMMEDIATE_PATROL_DISPATCH,OPEN,LOW
TCK-2026-00145,ALT-2026-00309,25,Karur,OFFICER-TN-122,2025-04-24 19:09:46,INTER_AGENCY_COORDINATION,ESCALATED,HIGH
TCK-2026-00146,ALT-2026-00721,35,Mayiladuthurai,OFFICER-TN-135,2025-08-02 19:26:51,HUMAN_INTELLIGENCE_INSPECTION,CLOSED,HIGH
TCK-2026-00147,ALT-2026-00895,30,Ramanathapuram,OFFICER-TN-113,2025-02-13 08:29:03,CHECKPOST_ENHANCED_SURVEILLANCE,CLOSED,LOW
TCK-2026-00148,ALT-2026-00143,30,Ramanathapuram,OFFICER-TN-115,2025-08-19 19:16:32,IMMEDIATE_PATROL_DISPATCH,ESCALATED,MEDIUM
TCK-2026-00149,ALT-2026-00431,18,Tiruvallur,OFFICER-TN-182,2025-05-11 22:33:01,INTER_AGENCY_COORDINATION,CLOSED,LOW
TCK-2026-00150,ALT-2026-00242,2,Coimbatore,OFFICER-TN-103,2026-05-09 09:36:11,IMMEDIATE_PATROL_DISPATCH,OPEN,MEDIUM
TCK-2026-00151,ALT-2026-00349,22,Dharmapuri,OFFICER-TN-167,2025-06-22 09:30:32,HUMAN_INTELLIGENCE_INSPECTION,OPEN,LOW
TCK-2026-00152,ALT-2026-00555,24,Nilgiris,OFFICER-TN-139,2025-02-08 06:05:15,HUMAN_INTELLIGENCE_INSPECTION,CLOSED,HIGH
TCK-2026-00153,ALT-2026-00120,15,Tenkasi,OFFICER-TN-135,2025-07-08 17:16:20,INTER_AGENCY_COORDINATION,OPEN,HIGH
TCK-2026-00154,ALT-2026-00858,19,Cuddalore,OFFICER-TN-180,2026-07-12 10:03:42,HUMAN_INTELLIGENCE_INSPECTION,ESCALATED,MEDIUM
TCK-2026-00155,ALT-2026-00499,27,Perambalur,OFFICER-TN-178,2026-03-03 23:18:43,CHECKPOST_ENHANCED_SURVEILLANCE,ESCALATED,MEDIUM
TCK-2026-00156,ALT-2026-00742,9,Vellore,OFFICER-TN-142,2025-11-05 17:20:14,IMMEDIATE_PATROL_DISPATCH,CLOSED,HIGH
TCK-2026-00157,ALT-2026-01005,1,Chennai,OFFICER-TN-103,2026-05-01 16:47:26,IMMEDIATE_PATROL_DISPATCH,ESCALATED,MEDIUM
TCK-2026-00158,ALT-2026-00868,14,Kanniyakumari,OFFICER-TN-111,2025-12-27 08:51:02,HUMAN_INTELLIGENCE_INSPECTION,OPEN,MEDIUM
