seizure_id,checkpost_name,district_id,district_name,timestamp,transit_direction,drug_category,quantity_band,verification_status,evidence_confidence
SZ-2026-00011,Kaliyakkavilai Post,14,Kanniyakumari,2024-12-01 16:34:41,TRANSIT_CORRIDOR,SYNTHETIC_MDMA,BAND_C_PERSONAL_PARCEL,VERIFIED_FIELD_SEIZURE,88
SZ-2026-00012,Walayar Checkpost,2,Coimbatore,2024-10-12 12:02:08,TRANSIT_CORRIDOR,COMMERCIAL_GANJA,BAND_A_COMMERCIAL_BULK,DETECTED_SCANNER_ANOMALY,93
SZ-2026-00013,Puliyarai Checkpost,15,Tenkasi,2024-11-29 07:22:22,OUTBOUND_STATE,COMMERCIAL_GANJA,BAND_C_PERSONAL_PARCEL,DETECTED_SCANNER_ANOMALY,91
SZ-2026-00014,Walayar Checkpost,2,Coimbatore,2025-05-02 23:38:32,INBOUND_TO_TN,CHEMICAL_PRECURSORS,BAND_A_COMMERCIAL_BULK,DETECTED_SCANNER_ANOMALY,83
SZ-2026-00015,Attibele Border Axis,10,Krishnagiri,2026-06-05 04:09:56,OUTBOUND_STATE,UNKNOWN_CONTRABAND,BAND_A_COMMERCIAL_BULK,DETECTED_SCANNER_ANOMALY,87
SZ-2026-00016,Walayar Checkpost,2,Coimbatore,2025-09-21 02:05:18,TRANSIT_CORRIDOR,CHEMICAL_PRECURSORS,BAND_B_MEDIUM_TRANSIT,INTERSTATE_ALERT_HOLD,84
SZ-2026-00017,V.O.C. Port Terminal,13,Thoothukudi,2026-07-25 07:55:58,OUTBOUND_STATE,COMMERCIAL_GANJA,BAND_B_MEDIUM_TRANSIT,DETECTED_SCANNER_ANOMALY,95
SZ-2026-00018,Puliyarai Checkpost,15,Tenkasi,2026-06-14 16:44:24,TRANSIT_CORRIDOR,OPIOID_ANALOGUES,BAND_B_MEDIUM_TRANSIT,VERIFIED_FIELD_SEIZURE,91
SZ-2026-00019,Walayar Checkpost,2,Coimbatore,2025-10-25 06:00:11,OUTBOUND_STATE,CHEMICAL_PRECURSORS,BAND_A_COMMERCIAL_BULK,INTERSTATE_ALERT_HOLD,88
SZ-2026-00020,Attibele Border Axis,10,Krishnagiri,2024-12-13 12:16:54,INBOUND_TO_TN,COMMERCIAL_GANJA,BAND_B_MEDIUM_TRANSIT,INTERSTATE_ALERT_HOLD,96
SZ-2026-00021,Puliyarai Checkpost,15,Tenkasi,2025-08-27 00:08:03,INBOUND_TO_TN,OPIOID_ANALOGUES,BAND_B_MEDIUM_TRANSIT,VERIFIED_FIELD_SEIZURE,86
SZ-2026-00022,Gummidipoondi Gate,18,Tiruvallur,2026-04-28 07:08:21,INBOUND_TO_TN,CHEMICAL_PRECURSORS,BAND_C_PERSONAL_PARCEL,DETECTED_SCANNER_ANOMALY,88
SZ-2026-00023,Zuzuvadi Checkpost,10,Krishnagiri,2025-04-12 06:47:30,OUTBOUND_STATE,COMMERCIAL_GANJA,BAND_C_PERSONAL_PARCEL,VERIFIED_FIELD_SEIZURE,83
SZ-2026-00024,Ennore Port Checkpoint,1,Chennai,2025-01-27 23:34:12,TRANSIT_CORRIDOR,COMMERCIAL_GANJA,BAND_B_MEDIUM_TRANSIT,DETECTED_SCANNER_ANOMALY,95
SZ-2026-00025,Attibele Border Axis,10,Krishnagiri,2025-01-28 08:30:47,TRANSIT_CORRIDOR,UNKNOWN_CONTRABAND,BAND_A_COMMERCIAL_BULK,VERIFIED_FIELD_SEIZURE,94
SZ-2026-00026,Puliyarai Checkpost,15,Tenkasi,2024-10-29 16:54:51,TRANSIT_CORRIDOR,OPIOID_ANALOGUES,BAND_C_PERSONAL_PARCEL,VERIFIED_FIELD_SEIZURE,95
SZ-2026-00027,Ennore Port Checkpoint,1,Chennai,2026-03-25 23:17:08,TRANSIT_CORRIDOR,UNKNOWN_CONTRABAND,BAND_C_PERSONAL_PARCEL,INTERSTATE_ALERT_HOLD,86
SZ-2026-00028,Kaliyakkavilai Post,14,Kanniyakumari,2025-05-13 15:00:54,INBOUND_TO_TN,UNKNOWN_CONTRABAND,BAND_B_MEDIUM_TRANSIT,INTERSTATE_ALERT_HOLD,86
SZ-2026-00029,Gummidipoondi Gate,18,Tiruvallur,2024-12-18 18:48:02,INBOUND_TO_TN,SYNTHETIC_MDMA,BAND_B_MEDIUM_TRANSIT,INTERSTATE_ALERT_HOLD,94
SZ-2026-00030,Gummidipoondi Gate,18,Tiruvallur,2026-06-13 14:52:51,OUTBOUND_STATE,COMMERCIAL_GANJA,BAND_B_MEDIUM_TRANSIT,DETECTED_SCANNER_ANOMALY,87
SZ-2026-00031,Walayar Checkpost,2,Coimbatore,2026-08-09 21:37:45,OUTBOUND_STATE,UNKNOWN_CONTRABAND,BAND_A_COMMERCIAL_BULK,DETECTED_SCANNER_ANOMALY,91
SZ-2026-00032,Attibele Border Axis,10,Krishnagiri,2025-07-19 19:44:16,INBOUND_TO_TN,UNKNOWN_CONTRABAND,BAND_C_PERSONAL_PARCEL,VERIFIED_FIELD_SEIZURE,82
SZ-2026-00033,Kaliyakkavilai Post,14,Kanniyakumari,2026-05-23 09:23:01,INBOUND_TO_TN,OPIOID_ANALOGUES,BAND_B_MEDIUM_TRANSIT,DETECTED_SCANNER_ANOMALY,96
SZ-2026-00034,Walayar Checkpost,2,Coimbatore,2024-11-14 08:51:19,OUTBOUND_STATE,PRESCRIPTION_NARCOTICS,BAND_A_COMMERCIAL_BULK,INTERSTATE_ALERT_HOLD,93
SZ-2026-00035,Zuzuvadi Checkpost,10,Krishnagiri,2025-04-12 12:52:50,INBOUND_TO_TN,OPIOID_ANALOGUES,BAND_B_MEDIUM_TRANSIT,INTERSTATE_ALERT_HOLD,90
SZ-2026-00036,V.O.C. Port Terminal,13,Thoothukudi,2024-12-25 22:49:30,INBOUND_TO_TN,COMMERCIAL_GANJA,BAND_C_PERSONAL_PARCEL,INTERSTATE_ALERT_HOLD,85
SZ-2026-00037,V.O.C. Port Terminal,13,Thoothukudi,2026-01-29 10:14:06,OUTBOUND_STATE,SYNTHETIC_MDMA,BAND_C_PERSONAL_PARCEL,INTERSTATE_ALERT_HOLD,97
SZ-2026-00038,Ennore Port Checkpoint,1,Chennai,2026-01-04 23:22:24,INBOUND_TO_TN,PRESCRIPTION_NARCOTICS,BAND_A_COMMERCIAL_BULK,INTERSTATE_ALERT_HOLD,95
SZ-2026-00039,Attibele Border Axis,10,Krishnagiri,2026-05-03 21:48:26,TRANSIT_CORRIDOR,OPIOID_ANALOGUES,BAND_B_MEDIUM_TRANSIT,INTERSTATE_ALERT_HOLD,90
SZ-2026-00040,Puliyarai Checkpost,15,Tenkasi,2025-09-15 07:36:41,OUTBOUND_STATE,UNKNOWN_CONTRABAND,BAND_C_PERSONAL_PARCEL,DETECTED_SCANNER_ANOMALY,93
SZ-2026-00041,Walayar Checkpost,2,Coimbatore,2025-08-19 01:17:57,TRANSIT_CORRIDOR,COMMERCIAL_GANJA,BAND_B_MEDIUM_TRANSIT,DETECTED_SCANNER_ANOMALY,91
SZ-2026-00042,Ennore Port Checkpoint,1,Chennai,2025-07-15 06:08:38,INBOUND_TO_TN,COMMERCIAL_GANJA,BAND_C_PERSONAL_PARCEL,DETECTED_SCANNER_ANOMALY,93
SZ-2026-00043,Attibele Border Axis,10,Krishnagiri,2026-05-20 17:17:58,INBOUND_TO_TN,OPIOID_ANALOGUES,BAND_B_MEDIUM_TRANSIT,INTERSTATE_ALERT_HOLD,95
SZ-2026-00044,Ennore Port Checkpoint,1,Chennai,2024-12-11 20:48:34,OUTBOUND_STATE,OPIOID_ANALOGUES,BAND_B_MEDIUM_TRANSIT,INTERSTATE_ALERT_HOLD,82
SZ-2026-00045,Ennore Port Checkpoint,1,Chennai,2026-01-01 11:15:07,TRANSIT_CORRIDOR,SYNTHETIC_MDMA,BAND_B_MEDIUM_TRANSIT,DETECTED_SCANNER_ANOMALY,85
SZ-2026-00046,V.O.C. Port Terminal,13,Thoothukudi,2026-07-12 12:46:45,INBOUND_TO_TN,OPIOID_ANALOGUES,BAND_A_COMMERCIAL_BULK,INTERSTATE_ALERT_HOLD,97
SZ-2026-00047,Kaliyakkavilai Post,14,Kanniyakumari,2025-01-10 17:09:50,INBOUND_TO_TN,COMMERCIAL_GANJA,BAND_C_PERSONAL_PARCEL,DETECTED_SCANNER_ANOMALY,92
SZ-2026-00048,V.O.C. Port Terminal,13,Thoothukudi,2025-12-07 18:49:54,INBOUND_TO_TN,PRESCRIPTION_NARCOTICS,BAND_C_PERSONAL_PARCEL,DETECTED_SCANNER_ANOMALY,89
SZ-2026-00049,Kaliyakkavilai Post,14,Kanniyakumari,2026-02-12 00:10:08,OUTBOUND_STATE,PRESCRIPTION_NARCOTICS,BAND_A_COMMERCIAL_BULK,DETECTED_SCANNER_ANOMALY,85
SZ-2026-00050,Puliyarai Checkpost,15,Tenkasi,2026-06-20 16:55:39,OUTBOUND_STATE,CHEMICAL_PRECURSORS,BAND_B_MEDIUM_TRANSIT,DETECTED_SCANNER_ANOMALY,87
SZ-2026-00051,Kaliyakkavilai Post,14,Kanniyakumari,2024-12-04 09:04:26,TRANSIT_CORRIDOR,CHEMICAL_PRECURSORS,BAND_A_COMMERCIAL_BULK,DETECTED_SCANNER_ANOMALY,90
SZ-2026-00052,Walayar Checkpost,2,Coimbatore,2025-10-30 05:07:57,OUTBOUND_STATE,OPIOID_ANALOGUES,BAND_B_MEDIUM_TRANSIT,INTERSTATE_ALERT_HOLD,94
SZ-2026-00053,Gummidipoondi Gate,18,Tiruvallur,2026-01-09 20:46:35,INBOUND_TO_TN,CHEMICAL_PRECURSORS,BAND_A_COMMERCIAL_BULK,DETECTED_SCANNER_ANOMALY,93
SZ-2026-00054,Kaliyakkavilai Post,14,Kanniyakumari,2025-03-12 07:40:02,INBOUND_TO_TN,OPIOID_ANALOGUES,BAND_C_PERSONAL_PARCEL,VERIFIED_FIELD_SEIZURE,96
SZ-2026-00055,Puliyarai Checkpost,15,Tenkasi,2025-05-11 22:26:31,OUTBOUND_STATE,UNKNOWN_CONTRABAND,BAND_B_MEDIUM_TRANSIT,DETECTED_SCANNER_ANOMALY,90
SZ-2026-00056,Gummidipoondi Gate,18,Tiruvallur,2026-07-14 20:06:19,INBOUND_TO_TN,SYNTHETIC_MDMA,BAND_C_PERSONAL_PARCEL,VERIFIED_FIELD_SEIZURE,86
SZ-2026-00057,Puliyarai Checkpost,15,Tenkasi,2025-10-09 07:30:19,TRANSIT_CORRIDOR,SYNTHETIC_MDMA,BAND_B_MEDIUM_TRANSIT,DETECTED_SCANNER_ANOMALY,91
SZ-2026-00058,Puliyarai Checkpost,15,Tenkasi,2026-07-17 11:58:48,OUTBOUND_STATE,CHEMICAL_PRECURSORS,BAND_B_MEDIUM_TRANSIT,INTERSTATE_ALERT_HOLD,93
SZ-2026-00059,Puliyarai Checkpost,15,Tenkasi,2026-04-18 13:08:49,INBOUND_TO_TN,SYNTHETIC_MDMA,BAND_C_PERSONAL_PARCEL,INTERSTATE_ALERT_HOLD,84
SZ-2026-00060,Gummidipoondi Gate,18,Tiruvallur,2025-09-05 11:00:39,OUTBOUND_STATE,PRESCRIPTION_NARCOTICS,BAND_B_MEDIUM_TRANSIT,INTERSTATE_ALERT_HOLD,89
SZ-2026-00061,Puliyarai Checkpost,15,Tenkasi,2024-11-11 00:33:56,TRANSIT_CORRIDOR,SYNTHETIC_MDMA,BAND_B_MEDIUM_TRANSIT,VERIFIED_FIELD_SEIZURE,94
SZ-2026-00062,Ennore Port Checkpoint,1,Chennai,2024-09-22 05:32:01,INBOUND_TO_TN,OPIOID_ANALOGUES,BAND_A_COMMERCIAL_BULK,DETECTED_SCANNER_ANOMALY,82
SZ-2026-00063,V.O.C. Port Terminal,13,Thoothukudi,2025-02-02 03:43:15,OUTBOUND_STATE,SYNTHETIC_MDMA,BAND_A_COMMERCIAL_BULK,DETECTED_SCANNER_ANOMALY,84
SZ-2026-00064,Puliyarai Checkpost,15,Tenkasi,2026-08-18 18:44:40,OUTBOUND_STATE,COMMERCIAL_GANJA,BAND_A_COMMERCIAL_BULK,INTERSTATE_ALERT_HOLD,98
SZ-2026-00065,Zuzuvadi Checkpost,10,Krishnagiri,2025-02-23 07:35:54,TRANSIT_CORRIDOR,PRESCRIPTION_NARCOTICS,BAND_A_COMMERCIAL_BULK,DETECTED_SCANNER_ANOMALY,87
SZ-2026-00066,Walayar Checkpost,2,Coimbatore,2026-05-11 21:53:31,TRANSIT_CORRIDOR,PRESCRIPTION_NARCOTICS,BAND_C_PERSONAL_PARCEL,VERIFIED_FIELD_SEIZURE,90
SZ-2026-00067,Puliyarai Checkpost,15,Tenkasi,2025-02-03 23:10:19,TRANSIT_CORRIDOR,CHEMICAL_PRECURSORS,BAND_A_COMMERCIAL_BULK,VERIFIED_FIELD_SEIZURE,96
SZ-2026-00068,V.O.C. Port Terminal,13,Thoothukudi,2026-04-22 06:25:48,TRANSIT_CORRIDOR,OPIOID_ANALOGUES,BAND_B_MEDIUM_TRANSIT,DETECTED_SCANNER_ANOMALY,95
SZ-2026-00069,Puliyarai Checkpost,15,Tenkasi,2025-03-28 14:43:55,OUTBOUND_STATE,SYNTHETIC_MDMA,BAND_B_MEDIUM_TRANSIT,DETECTED_SCANNER_ANOMALY,84
SZ-2026-00070,Walayar Checkpost,2,Coimbatore,2026-02-17 06:35:56,INBOUND_TO_TN,PRESCRIPTION_NARCOTICS,BAND_B_MEDIUM_TRANSIT,INTERSTATE_ALERT_HOLD,95
SZ-2026-00071,Attibele Border Axis,10,Krishnagiri,2025-03-15 06:15:04,TRANSIT_CORRIDOR,COMMERCIAL_GANJA,BAND_C_PERSONAL_PARCEL,DETECTED_SCANNER_ANOMALY,92
SZ-2026-00072,Walayar Checkpost,2,Coimbatore,2025-09-11 22:41:55,TRANSIT_CORRIDOR,CHEMICAL_PRECURSORS,BAND_B_MEDIUM_TRANSIT,DETECTED_SCANNER_ANOMALY,89
SZ-2026-00073,Walayar Checkpost,2,Coimbatore,2025-08-06 17:22:19,OUTBOUND_STATE,COMMERCIAL_GANJA,BAND_B_MEDIUM_TRANSIT,VERIFIED_FIELD_SEIZURE,98
SZ-2026-00074,Kaliyakkavilai Post,14,Kanniyakumari,2026-01-02 13:18:59,OUTBOUND_STATE,OPIOID_ANALOGUES,BAND_A_COMMERCIAL_BULK,DETECTED_SCANNER_ANOMALY,98
SZ-2026-00075,Kaliyakkavilai Post,14,Kanniyakumari,2026-01-24 01:14:58,INBOUND_TO_TN,CHEMICAL_PRECURSORS,BAND_B_MEDIUM_TRANSIT,VERIFIED_FIELD_SEIZURE,95
SZ-2026-00076,Puliyarai Checkpost,15,Tenkasi,2026-05-01 22:18:57,OUTBOUND_STATE,COMMERCIAL_GANJA,BAND_B_MEDIUM_TRANSIT,INTERSTATE_ALERT_HOLD,94
SZ-2026-00077,Puliyarai Checkpost,15,Tenkasi,2025-02-08 02:07:54,INBOUND_TO_TN,SYNTHETIC_MDMA,BAND_A_COMMERCIAL_BULK,VERIFIED_FIELD_SEIZURE,97
SZ-2026-00078,Walayar Checkpost,2,Coimbatore,2025-01-01 05:24:34,TRANSIT_CORRIDOR,PRESCRIPTION_NARCOTICS,BAND_B_MEDIUM_TRANSIT,VERIFIED_FIELD_SEIZURE,89
SZ-2026-00079,Ennore Port Checkpoint,1,Chennai,2025-05-07 14:18:34,OUTBOUND_STATE,SYNTHETIC_MDMA,BAND_B_MEDIUM_TRANSIT,VERIFIED_FIELD_SEIZURE,95
SZ-2026-00080,Attibele Border Axis,10,Krishnagiri,2024-11-01 13:13:46,TRANSIT_CORRIDOR,COMMERCIAL_GANJA,BAND_C_PERSONAL_PARCEL,DETECTED_SCANNER_ANOMALY,86
SZ-2026-00081,Gummidipoondi Gate,18,Tiruvallur,2024-09-30 16:30:26,TRANSIT_CORRIDOR,COMMERCIAL_GANJA,BAND_B_MEDIUM_TRANSIT,INTERSTATE_ALERT_HOLD,87
SZ-2026-00082,Puliyarai Checkpost,15,Tenkasi,2024-10-14 22:51:24,OUTBOUND_STATE,COMMERCIAL_GANJA,BAND_B_MEDIUM_TRANSIT,VERIFIED_FIELD_SEIZURE,96
SZ-2026-00083,Attibele Border Axis,10,Krishnagiri,2026-06-14 19:04:30,OUTBOUND_STATE,CHEMICAL_PRECURSORS,BAND_A_COMMERCIAL_BULK,INTERSTATE_ALERT_HOLD,86
SZ-2026-00084,Ennore Port Checkpoint,1,Chennai,2026-06-11 07:21:59,TRANSIT_CORRIDOR,CHEMICAL_PRECURSORS,BAND_B_MEDIUM_TRANSIT,INTERSTATE_ALERT_HOLD,96
SZ-2026-00085,Attibele Border Axis,10,Krishnagiri,2025-05-22 06:59:08,OUTBOUND_STATE,CHEMICAL_PRECURSORS,BAND_B_MEDIUM_TRANSIT,INTERSTATE_ALERT_HOLD,89
SZ-2026-00086,Kaliyakkavilai Post,14,Kanniyakumari,2025-01-06 18:10:02,OUTBOUND_STATE,SYNTHETIC_MDMA,BAND_B_MEDIUM_TRANSIT,VERIFIED_FIELD_SEIZURE,91
SZ-2026-00087,V.O.C. Port Terminal,13,Thoothukudi,2024-12-18 12:06:03,TRANSIT_CORRIDOR,PRESCRIPTION_NARCOTICS,BAND_C_PERSONAL_PARCEL,INTERSTATE_ALERT_HOLD,83
SZ-2026-00088,Walayar Checkpost,2,Coimbatore,2024-10-02 14:17:45,TRANSIT_CORRIDOR,SYNTHETIC_MDMA,BAND_C_PERSONAL_PARCEL,VERIFIED_FIELD_SEIZURE,87
SZ-2026-00089,Walayar Checkpost,2,Coimbatore,2026-05-19 05:35:34,INBOUND_TO_TN,COMMERCIAL_GANJA,BAND_C_PERSONAL_PARCEL,VERIFIED_FIELD_SEIZURE,88
SZ-2026-00090,Attibele Border Axis,10,Krishnagiri,2025-05-10 01:56:53,TRANSIT_CORRIDOR,UNKNOWN_CONTRABAND,BAND_B_MEDIUM_TRANSIT,INTERSTATE_ALERT_HOLD,95
SZ-2026-00091,Walayar Checkpost,2,Coimbatore,2026-08-19 09:24:53,OUTBOUND_STATE,SYNTHETIC_MDMA,BAND_B_MEDIUM_TRANSIT,VERIFIED_FIELD_SEIZURE,95
SZ-2026-00092,Gummidipoondi Gate,18,Tiruvallur,2026-02-06 14:49:39,INBOUND_TO_TN,CHEMICAL_PRECURSORS,BAND_C_PERSONAL_PARCEL,DETECTED_SCANNER_ANOMALY,93
SZ-2026-00093,Ennore Port Checkpoint,1,Chennai,2025-12-06 19:17:14,INBOUND_TO_TN,CHEMICAL_PRECURSORS,BAND_B_MEDIUM_TRANSIT,VERIFIED_FIELD_SEIZURE,98
SZ-2026-00094,Kaliyakkavilai Post,14,Kanniyakumari,2024-11-04 22:25:21,TRANSIT_CORRIDOR,CHEMICAL_PRECURSORS,BAND_B_MEDIUM_TRANSIT,VERIFIED_FIELD_SEIZURE,92
SZ-2026-00095,V.O.C. Port Terminal,13,Thoothukudi,2025-05-04 23:14:45,OUTBOUND_STATE,CHEMICAL_PRECURSORS,BAND_A_COMMERCIAL_BULK,VERIFIED_FIELD_SEIZURE,82
SZ-2026-00096,Kaliyakkavilai Post,14,Kanniyakumari,2026-06-12 17:04:52,TRANSIT_CORRIDOR,CHEMICAL_PRECURSORS,BAND_B_MEDIUM_TRANSIT,INTERSTATE_ALERT_HOLD,97
SZ-2026-00097,Attibele Border Axis,10,Krishnagiri,2025-09-26 01:55:52,INBOUND_TO_TN,SYNTHETIC_MDMA,BAND_C_PERSONAL_PARCEL,DETECTED_SCANNER_ANOMALY,97
SZ-2026-00098,Attibele Border Axis,10,Krishnagiri,2025-02-20 08:50:47,INBOUND_TO_TN,PRESCRIPTION_NARCOTICS,BAND_A_COMMERCIAL_BULK,VERIFIED_FIELD_SEIZURE,92
SZ-2026-00099,Zuzuvadi Checkpost,10,Krishnagiri,2026-02-02 14:00:34,OUTBOUND_STATE,SYNTHETIC_MDMA,BAND_B_MEDIUM_TRANSIT,INTERSTATE_ALERT_HOLD,91
SZ-2026-00100,Puliyarai Checkpost,15,Tenkasi,2025-09-04 21:58:29,TRANSIT_CORRIDOR,PRESCRIPTION_NARCOTICS,BAND_C_PERSONAL_PARCEL,INTERSTATE_ALERT_HOLD,87
SZ-2026-00101,Walayar Checkpost,2,Coimbatore,2025-01-22 08:31:46,INBOUND_TO_TN,PRESCRIPTION_NARCOTICS,BAND_C_PERSONAL_PARCEL,INTERSTATE_ALERT_HOLD,97
SZ-2026-00102,Walayar Checkpost,2,Coimbatore,2024-12-18 13:46:57,OUTBOUND_STATE,OPIOID_ANALOGUES,BAND_C_PERSONAL_PARCEL,INTERSTATE_ALERT_HOLD,86
SZ-2026-00103,Attibele Border Axis,10,Krishnagiri,2024-12-28 13:51:57,OUTBOUND_STATE,CHEMICAL_PRECURSORS,BAND_B_MEDIUM_TRANSIT,DETECTED_SCANNER_ANOMALY,82
SZ-2026-00104,Gummidipoondi Gate,18,Tiruvallur,2025-08-13 09:04:45,OUTBOUND_STATE,UNKNOWN_CONTRABAND,BAND_A_COMMERCIAL_BULK,DETECTED_SCANNER_ANOMALY,90
SZ-2026-00105,V.O.C. Port Terminal,13,Thoothukudi,2025-08-19 16:29:33,TRANSIT_CORRIDOR,OPIOID_ANALOGUES,BAND_C_PERSONAL_PARCEL,DETECTED_SCANNER_ANOMALY,91
SZ-2026-00106,Kaliyakkavilai Post,14,Kanniyakumari,2025-06-22 06:38:30,OUTBOUND_STATE,SYNTHETIC_MDMA,BAND_A_COMMERCIAL_BULK,VERIFIED_FIELD_SEIZURE,84
SZ-2026-00107,Walayar Checkpost,2,Coimbatore,2024-10-18 13:53:36,INBOUND_TO_TN,CHEMICAL_PRECURSORS,BAND_B_MEDIUM_TRANSIT,INTERSTATE_ALERT_HOLD,94
SZ-2026-00108,V.O.C. Port Terminal,13,Thoothukudi,2026-01-21 11:30:08,TRANSIT_CORRIDOR,SYNTHETIC_MDMA,BAND_B_MEDIUM_TRANSIT,INTERSTATE_ALERT_HOLD,87
SZ-2026-00109,Puliyarai Checkpost,15,Tenkasi,2025-04-16 19:43:47,INBOUND_TO_TN,COMMERCIAL_GANJA,BAND_B_MEDIUM_TRANSIT,VERIFIED_FIELD_SEIZURE,88
SZ-2026-00110,Gummidipoondi Gate,18,Tiruvallur,2025-09-15 16:16:08,OUTBOUND_STATE,COMMERCIAL_GANJA,BAND_A_COMMERCIAL_BULK,INTERSTATE_ALERT_HOLD,90
SZ-2026-00111,V.O.C. Port Terminal,13,Thoothukudi,2025-05-02 02:14:43,TRANSIT_CORRIDOR,SYNTHETIC_MDMA,BAND_C_PERSONAL_PARCEL,INTERSTATE_ALERT_HOLD,94
SZ-2026-00112,Zuzuvadi Checkpost,10,Krishnagiri,2025-11-13 05:06:57,TRANSIT_CORRIDOR,COMMERCIAL_GANJA,BAND_B_MEDIUM_TRANSIT,VERIFIED_FIELD_SEIZURE,93
SZ-2026-00113,Gummidipoondi Gate,18,Tiruvallur,2025-06-21 02:43:08,OUTBOUND_STATE,CHEMICAL_PRECURSORS,BAND_C_PERSONAL_PARCEL,INTERSTATE_ALERT_HOLD,91
SZ-2026-00114,Zuzuvadi Checkpost,10,Krishnagiri,2024-09-22 06:05:03,INBOUND_TO_TN,PRESCRIPTION_NARCOTICS,BAND_B_MEDIUM_TRANSIT,DETECTED_SCANNER_ANOMALY,97
SZ-2026-00115,Walayar Checkpost,2,Coimbatore,2025-03-15 09:23:42,OUTBOUND_STATE,UNKNOWN_CONTRABAND,BAND_C_PERSONAL_PARCEL,INTERSTATE_ALERT_HOLD,97
SZ-2026-00116,Ennore Port Checkpoint,1,Chennai,2026-03-20 03:23:43,OUTBOUND_STATE,SYNTHETIC_MDMA,BAND_B_MEDIUM_TRANSIT,INTERSTATE_ALERT_HOLD,89
SZ-2026-00117,Ennore Port Checkpoint,1,Chennai,2025-09-21 07:02:04,OUTBOUND_STATE,CHEMICAL_PRECURSORS,BAND_B_MEDIUM_TRANSIT,INTERSTATE_ALERT_HOLD,83
SZ-2026-00118,Ennore Port Checkpoint,1,Chennai,2025-03-13 05:56:42,TRANSIT_CORRIDOR,CHEMICAL_PRECURSORS,BAND_B_MEDIUM_TRANSIT,DETECTED_SCANNER_ANOMALY,87
SZ-2026-00119,Puliyarai Checkpost,15,Tenkasi,2026-07-29 13:20:14,TRANSIT_CORRIDOR,CHEMICAL_PRECURSORS,BAND_B_MEDIUM_TRANSIT,INTERSTATE_ALERT_HOLD,93
SZ-2026-00120,Zuzuvadi Checkpost,10,Krishnagiri,2025-10-15 07:16:09,TRANSIT_CORRIDOR,OPIOID_ANALOGUES,BAND_A_COMMERCIAL_BULK,INTERSTATE_ALERT_HOLD,82
SZ-2026-00121,Ennore Port Checkpoint,1,Chennai,2025-10-18 14:26:24,OUTBOUND_STATE,PRESCRIPTION_NARCOTICS,BAND_A_COMMERCIAL_BULK,INTERSTATE_ALERT_HOLD,89
SZ-2026-00122,Puliyarai Checkpost,15,Tenkasi,2024-11-25 07:54:51,TRANSIT_CORRIDOR,OPIOID_ANALOGUES,BAND_A_COMMERCIAL_BULK,DETECTED_SCANNER_ANOMALY,86
SZ-2026-00123,Gummidipoondi Gate,18,Tiruvallur,2026-02-27 08:32:56,OUTBOUND_STATE,PRESCRIPTION_NARCOTICS,BAND_A_COMMERCIAL_BULK,DETECTED_SCANNER_ANOMALY,91
