locality_id,taluk_id,district_id,district_name,locality_name,locality_type,latitude,longitude
100,40,10,Krishnagiri,Krishnagiri East Bypass Hub,TRANSIT_JUNCTION,12.5107,78.1636
101,41,10,Krishnagiri,Krishnagiri West Sector A,TRANSIT_JUNCTION,12.4674,78.1531
102,41,10,Krishnagiri,Krishnagiri West Market,RESIDENTIAL,12.4849,78.1635
103,41,10,Krishnagiri,Krishnagiri West Bypass Hub,RESIDENTIAL,12.4593,78.1497
104,42,10,Krishnagiri,Krishnagiri Rural Sector A,CAMPUS_ZONE,12.5105,78.1469
105,42,10,Krishnagiri,Krishnagiri Rural Market,LOGISTICS_PARK,12.4863,78.1355
106,42,10,Krishnagiri,Krishnagiri Rural Bypass Hub,CAMPUS_ZONE,12.4949,78.1551
107,43,11,Dindigul,Dindigul North Sector A,LOGISTICS_PARK,10.3086,78.0536
108,43,11,Dindigul,Dindigul North Market,LOGISTICS_PARK,10.3071,78.0349
109,43,11,Dindigul,Dindigul North Bypass Hub,VILLAGE,10.3334,78.0347
110,44,11,Dindigul,Dindigul South Sector A,CAMPUS_ZONE,10.4164,78.0500
111,44,11,Dindigul,Dindigul South Market,VILLAGE,10.4160,78.0170
112,45,11,Dindigul,Dindigul East Sector A,TRANSIT_JUNCTION,10.3630,78.0161
113,45,11,Dindigul,Dindigul East Market,LOGISTICS_PARK,10.3671,78.0152
114,45,11,Dindigul,Dindigul East Bypass Hub,TRANSIT_JUNCTION,10.3560,78.0391
115,46,12,Thanjavur,Thanjavur North Sector A,LOGISTICS_PARK,10.7289,79.1221
116,46,12,Thanjavur,Thanjavur North Market,VILLAGE,10.7087,79.1252
117,46,12,Thanjavur,Thanjavur North Bypass Hub,VILLAGE,10.7146,79.1233
118,47,12,Thanjavur,Thanjavur South Sector A,TRANSIT_JUNCTION,10.7478,79.1072
119,47,12,Thanjavur,Thanjavur South Market,RESIDENTIAL,10.7396,79.1049
120,48,12,Thanjavur,Thanjavur East Sector A,COMMERCIAL,10.8636,79.2085
121,48,12,Thanjavur,Thanjavur East Market,TRANSIT_JUNCTION,10.8289,79.1942
122,49,13,Thoothukudi,Thoothukudi North Sector A,VILLAGE,8.8238,78.1582
123,49,13,Thoothukudi,Thoothukudi North Market,COMMERCIAL,8.8077,78.1288
124,49,13,Thoothukudi,Thoothukudi North Bypass Hub,TRANSIT_JUNCTION,8.7978,78.1593
125,50,13,Thoothukudi,Thoothukudi South Sector A,CAMPUS_ZONE,8.6924,78.1727
126,50,13,Thoothukudi,Thoothukudi South Market,COMMERCIAL,8.7244,78.1701
127,51,13,Thoothukudi,Thoothukudi East Sector A,CAMPUS_ZONE,8.8331,78.0815
128,51,13,Thoothukudi,Thoothukudi East Market,VILLAGE,8.8138,78.0521
129,52,13,Thoothukudi,Thoothukudi West Sector A,CAMPUS_ZONE,8.8186,78.2070
130,52,13,Thoothukudi,Thoothukudi West Market,TRANSIT_JUNCTION,8.7907,78.2026
131,53,13,Thoothukudi,Thoothukudi Rural Sector A,LOGISTICS_PARK,8.8107,78.0873
132,53,13,Thoothukudi,Thoothukudi Rural Market,COMMERCIAL,8.8127,78.0978
133,53,13,Thoothukudi,Thoothukudi Rural Bypass Hub,VILLAGE,8.8371,78.0951
134,54,14,Kanniyakumari,Kanniyakumari North Sector A,CAMPUS_ZONE,8.0969,77.4967
135,54,14,Kanniyakumari,Kanniyakumari North Market,LOGISTICS_PARK,8.1255,77.4895
136,54,14,Kanniyakumari,Kanniyakumari North Bypass Hub,LOGISTICS_PARK,8.1182,77.4814
137,55,14,Kanniyakumari,Kanniyakumari South Sector A,COMMERCIAL,8.1004,77.5832
138,55,14,Kanniyakumari,Kanniyakumari South Market,CAMPUS_ZONE,8.0917,77.6201
139,56,14,Kanniyakumari,Kanniyakumari East Sector A,CAMPUS_ZONE,8.0842,77.5043
140,56,14,Kanniyakumari,Kanniyakumari East Market,VILLAGE,8.0633,77.4793
141,56,14,Kanniyakumari,Kanniyakumari East Bypass Hub,COMMERCIAL,8.0586,77.4925
142,57,14,Kanniyakumari,Kanniyakumari West Sector A,COMMERCIAL,8.0467,77.6039
143,57,14,Kanniyakumari,Kanniyakumari West Market,LOGISTICS_PARK,8.0407,77.5864
144,58,14,Kanniyakumari,Kanniyakumari Rural Sector A,CAMPUS_ZONE,8.0243,77.4879
145,58,14,Kanniyakumari,Kanniyakumari Rural Market,TRANSIT_JUNCTION,8.0122,77.4986
146,59,15,Tenkasi,Tenkasi North Sector A,COMMERCIAL,8.9436,77.3579
147,59,15,Tenkasi,Tenkasi North Market,TRANSIT_JUNCTION,8.9745,77.3722
148,59,15,Tenkasi,Tenkasi North Bypass Hub,COMMERCIAL,8.9573,77.3987
149,60,15,Tenkasi,Tenkasi South Sector A,TRANSIT_JUNCTION,8.9143,77.2505
150,60,15,Tenkasi,Tenkasi South Market,COMMERCIAL,8.9038,77.2827
151,61,15,Tenkasi,Tenkasi East Sector A,VILLAGE,8.9934,77.2976
152,61,15,Tenkasi,Tenkasi East Market,RESIDENTIAL,8.9693,77.3316
153,61,15,Tenkasi,Tenkasi East Bypass Hub,CAMPUS_ZONE,8.9937,77.3201
154,62,16,Kancheepuram,Kancheepuram North Sector A,RESIDENTIAL,12.8571,79.7601
155,62,16,Kancheepuram,Kancheepuram North Market,VILLAGE,12.8587,79.7787
156,63,16,Kancheepuram,Kancheepuram South Sector A,CAMPUS_ZONE,12.8156,79.7380
157,63,16,Kancheepuram,Kancheepuram South Market,VILLAGE,12.8036,79.7502
158,64,16,Kancheepuram,Kancheepuram East Sector A,LOGISTICS_PARK,12.7928,79.7087
159,64,16,Kancheepuram,Kancheepuram East Market,TRANSIT_JUNCTION,12.8342,79.7200
160,65,16,Kancheepuram,Kancheepuram West Sector A,RESIDENTIAL,12.8449,79.7601
161,65,16,Kancheepuram,Kancheepuram West Market,COMMERCIAL,12.8485,79.7340
162,65,16,Kancheepuram,Kancheepuram West Bypass Hub,CAMPUS_ZONE,12.8633,79.7721
163,66,16,Kancheepuram,Kancheepuram Rural Sector A,CAMPUS_ZONE,12.8900,79.7197
164,66,16,Kancheepuram,Kancheepuram Rural Market,VILLAGE,12.8715,79.6945
165,67,17,Chengalpattu,Chengalpattu North Sector A,RESIDENTIAL,12.7555,80.0109
166,67,17,Chengalpattu,Chengalpattu North Market,CAMPUS_ZONE,12.7510,80.0198
167,67,17,Chengalpattu,Chengalpattu North Bypass Hub,VILLAGE,12.7464,79.9955
168,68,17,Chengalpattu,Chengalpattu South Sector A,LOGISTICS_PARK,12.6400,79.9747
169,68,17,Chengalpattu,Chengalpattu South Market,LOGISTICS_PARK,12.6270,79.9795
170,68,17,Chengalpattu,Chengalpattu South Bypass Hub,CAMPUS_ZONE,12.6126,79.9420
171,69,17,Chengalpattu,Chengalpattu East Sector A,TRANSIT_JUNCTION,12.7017,80.0370
172,69,17,Chengalpattu,Chengalpattu East Market,RESIDENTIAL,12.7000,80.0364
173,70,17,Chengalpattu,Chengalpattu West Sector A,TRANSIT_JUNCTION,12.6960,80.0367
174,70,17,Chengalpattu,Chengalpattu West Market,RESIDENTIAL,12.7193,80.0520
175,71,17,Chengalpattu,Chengalpattu Rural Sector A,LOGISTICS_PARK,12.7002,79.9403
176,71,17,Chengalpattu,Chengalpattu Rural Market,COMMERCIAL,12.7435,79.9275
177,72,18,Tiruvallur,Tiruvallur North Sector A,CAMPUS_ZONE,13.1551,79.8732
178,72,18,Tiruvallur,Tiruvallur North Market,VILLAGE,13.1431,79.8458
179,73,18,Tiruvallur,Tiruvallur South Sector A,VILLAGE,13.2039,79.8533
180,73,18,Tiruvallur,Tiruvallur South Market,TRANSIT_JUNCTION,13.1694,79.8858
181,73,18,Tiruvallur,Tiruvallur South Bypass Hub,CAMPUS_ZONE,13.1900,79.8762
182,74,18,Tiruvallur,Tiruvallur East Sector A,TRANSIT_JUNCTION,13.0952,79.8606
183,74,18,Tiruvallur,Tiruvallur East Market,RESIDENTIAL,13.0995,79.8746
184,74,18,Tiruvallur,Tiruvallur East Bypass Hub,LOGISTICS_PARK,13.1179,79.8840
185,75,19,Cuddalore,Cuddalore North Sector A,COMMERCIAL,11.8113,79.7792
186,75,19,Cuddalore,Cuddalore North Market,CAMPUS_ZONE,11.8231,79.7756
187,75,19,Cuddalore,Cuddalore North Bypass Hub,COMMERCIAL,11.8076,79.7731
188,76,19,Cuddalore,Cuddalore South Sector A,VILLAGE,11.7473,79.7116
189,76,19,Cuddalore,Cuddalore South Market,CAMPUS_ZONE,11.7209,79.6911
190,76,19,Cuddalore,Cuddalore South Bypass Hub,CAMPUS_ZONE,11.7514,79.6880
191,77,19,Cuddalore,Cuddalore East Sector A,CAMPUS_ZONE,11.7362,79.7275
192,77,19,Cuddalore,Cuddalore East Market,TRANSIT_JUNCTION,11.7566,79.7402
193,77,19,Cuddalore,Cuddalore East Bypass Hub,LOGISTICS_PARK,11.7273,79.7220
194,78,19,Cuddalore,Cuddalore West Sector A,CAMPUS_ZONE,11.7407,79.7379
195,78,19,Cuddalore,Cuddalore West Market,TRANSIT_JUNCTION,11.7266,79.7358
196,78,19,Cuddalore,Cuddalore West Bypass Hub,LOGISTICS_PARK,11.7262,79.7201
197,79,19,Cuddalore,Cuddalore Rural Sector A,CAMPUS_ZONE,11.7714,79.7919
198,79,19,Cuddalore,Cuddalore Rural Market,RESIDENTIAL,11.7816,79.7871
199,79,19,Cuddalore,Cuddalore Rural Bypass Hub,VILLAGE,11.7854,79.7899
200,80,20,Viluppuram,Viluppuram North Sector A,RESIDENTIAL,11.9940,79.5073
201,80,20,Viluppuram,Viluppuram North Market,CAMPUS_ZONE,11.9711,79.4913
202,81,20,Viluppuram,Viluppuram South Sector A,RESIDENTIAL,11.8947,79.4290
203,81,20,Viluppuram,Viluppuram South Market,RESIDENTIAL,11.9270,79.4305
204,82,20,Viluppuram,Viluppuram East Sector A,RESIDENTIAL,11.9684,79.5689
205,82,20,Viluppuram,Viluppuram East Market,TRANSIT_JUNCTION,11.9468,79.5556
206,83,21,Kallakurichi,Kallakurichi North Sector A,COMMERCIAL,11.6810,78.9284
207,83,21,Kallakurichi,Kallakurichi North Market,LOGISTICS_PARK,11.7142,78.9618
208,83,21,Kallakurichi,Kallakurichi North Bypass Hub,CAMPUS_ZONE,11.7174,78.9583
209,84,21,Kallakurichi,Kallakurichi South Sector A,VILLAGE,11.6858,78.8863
210,84,21,Kallakurichi,Kallakurichi South Market,RESIDENTIAL,11.6776,78.8869
211,85,21,Kallakurichi,Kallakurichi East Sector A,RESIDENTIAL,11.7167,79.0423
212,85,21,Kallakurichi,Kallakurichi East Market,VILLAGE,11.7229,79.0195
213,85,21,Kallakurichi,Kallakurichi East Bypass Hub,VILLAGE,11.7012,79.0199
214,86,21,Kallakurichi,Kallakurichi West Sector A,VILLAGE,11.8015,79.0044
215,86,21,Kallakurichi,Kallakurichi West Market,CAMPUS_ZONE,11.8000,79.0247
216,87,21,Kallakurichi,Kallakurichi Rural Sector A,CAMPUS_ZONE,11.7869,79.0123
217,87,21,Kallakurichi,Kallakurichi Rural Market,TRANSIT_JUNCTION,11.7760,78.9862
218,87,21,Kallakurichi,Kallakurichi Rural Bypass Hub,VILLAGE,11.7859,78.9719
219,88,22,Dharmapuri,Dharmapuri North Sector A,VILLAGE,12.0451,78.1223
220,88,22,Dharmapuri,Dharmapuri North Market,TRANSIT_JUNCTION,12.0440,78.1497
221,89,22,Dharmapuri,Dharmapuri South Sector A,TRANSIT_JUNCTION,12.1030,78.1750
222,89,22,Dharmapuri,Dharmapuri South Market,VILLAGE,12.1006,78.1624
223,90,22,Dharmapuri,Dharmapuri East Sector A,CAMPUS_ZONE,12.1590,78.2264
224,90,22,Dharmapuri,Dharmapuri East Market,COMMERCIAL,12.1648,78.1810
225,91,22,Dharmapuri,Dharmapuri West Sector A,CAMPUS_ZONE,12.0622,78.1861
226,91,22,Dharmapuri,Dharmapuri West Market,LOGISTICS_PARK,12.0918,78.1918
227,92,23,Namakkal,Namakkal North Sector A,CAMPUS_ZONE,11.1341,78.1175
228,92,23,Namakkal,Namakkal North Market,COMMERCIAL,11.1640,78.1222
229,93,23,Namakkal,Namakkal South Sector A,COMMERCIAL,11.1843,78.1909
230,93,23,Namakkal,Namakkal South Market,RESIDENTIAL,11.2307,78.1495
231,93,23,Namakkal,Namakkal South Bypass Hub,VILLAGE,11.1860,78.1523
232,94,23,Namakkal,Namakkal East Sector A,VILLAGE,11.1793,78.1228
233,94,23,Namakkal,Namakkal East Market,COMMERCIAL,11.1973,78.1545
234,95,23,Namakkal,Namakkal West Sector A,COMMERCIAL,11.2443,78.1120
235,95,23,Namakkal,Namakkal West Market,RESIDENTIAL,11.2299,78.0931
236,96,24,Nilgiris,Nilgiris North Sector A,COMMERCIAL,11.3702,76.7288
237,96,24,Nilgiris,Nilgiris North Market,COMMERCIAL,11.4176,76.7074
238,97,24,Nilgiris,Nilgiris South Sector A,VILLAGE,11.4381,76.7678
239,97,24,Nilgiris,Nilgiris South Market,CAMPUS_ZONE,11.4313,76.7686
240,98,24,Nilgiris,Nilgiris East Sector A,LOGISTICS_PARK,11.4091,76.6344
241,98,24,Nilgiris,Nilgiris East Market,RESIDENTIAL,11.4225,76.6030
242,98,24,Nilgiris,Nilgiris East Bypass Hub,COMMERCIAL,11.4492,76.6056
243,99,24,Nilgiris,Nilgiris West Sector A,RESIDENTIAL,11.4208,76.7085
244,99,24,Nilgiris,Nilgiris West Market,LOGISTICS_PARK,11.4394,76.7071
245,100,25,Karur,Karur North Sector A,VILLAGE,11.0427,78.0592
246,100,25,Karur,Karur North Market,COMMERCIAL,11.0065,78.1014
247,100,25,Karur,Karur North Bypass Hub,RESIDENTIAL,11.0306,78.0988
248,101,25,Karur,Karur South Sector A,RESIDENTIAL,10.8927,78.0702
249,101,25,Karur,Karur South Market,LOGISTICS_PARK,10.8843,78.0805
250,102,25,Karur,Karur East Sector A,RESIDENTIAL,10.9244,78.0374
251,102,25,Karur,Karur East Market,LOGISTICS_PARK,10.9197,78.0248
252,103,25,Karur,Karur West Sector A,CAMPUS_ZONE,10.8861,78.0807
253,103,25,Karur,Karur West Market,RESIDENTIAL,10.8901,78.0739
254,103,25,Karur,Karur West Bypass Hub,RESIDENTIAL,10.8867,78.0566
255,104,26,Ariyalur,Ariyalur North Sector A,CAMPUS_ZONE,11.1869,79.1505
256,104,26,Ariyalur,Ariyalur North Market,CAMPUS_ZONE,11.2179,79.1449
257,104,26,Ariyalur,Ariyalur North Bypass Hub,COMMERCIAL,11.1908,79.1298
258,105,26,Ariyalur,Ariyalur South Sector A,LOGISTICS_PARK,11.1228,79.1339
259,105,26,Ariyalur,Ariyalur South Market,COMMERCIAL,11.1493,79.1362
260,105,26,Ariyalur,Ariyalur South Bypass Hub,VILLAGE,11.1505,79.1716
261,106,26,Ariyalur,Ariyalur East Sector A,COMMERCIAL,11.1325,79.0431
262,106,26,Ariyalur,Ariyalur East Market,TRANSIT_JUNCTION,11.1514,79.0291
263,107,26,Ariyalur,Ariyalur West Sector A,COMMERCIAL,11.1953,79.0310
264,107,26,Ariyalur,Ariyalur West Market,RESIDENTIAL,11.1896,79.0644
265,108,27,Perambalur,Perambalur North Sector A,TRANSIT_JUNCTION,11.2924,78.8164
266,108,27,Perambalur,Perambalur North Market,COMMERCIAL,11.2871,78.8594
267,109,27,Perambalur,Perambalur South Sector A,RESIDENTIAL,11.1554,78.9434
268,109,27,Perambalur,Perambalur South Market,CAMPUS_ZONE,11.1623,78.9390
269,109,27,Perambalur,Perambalur South Bypass Hub,COMMERCIAL,11.1612,78.9578
270,110,27,Perambalur,Perambalur East Sector A,TRANSIT_JUNCTION,11.2466,78.8038
271,110,27,Perambalur,Perambalur East Market,VILLAGE,11.2760,78.8058
272,110,27,Perambalur,Perambalur East Bypass Hub,COMMERCIAL,11.2499,78.8423
273,111,28,Pudukkottai,Pudukkottai North Sector A,TRANSIT_JUNCTION,10.4113,78.8354
274,111,28,Pudukkottai,Pudukkottai North Market,RESIDENTIAL,10.3956,78.8560
275,112,28,Pudukkottai,Pudukkottai South Sector A,RESIDENTIAL,10.3309,78.8764
276,112,28,Pudukkottai,Pudukkottai South Market,CAMPUS_ZONE,10.3594,78.8807
277,113,28,Pudukkottai,Pudukkottai East Sector A,RESIDENTIAL,10.4288,78.7870
278,113,28,Pudukkottai,Pudukkottai East Market,COMMERCIAL,10.4506,78.7940
279,114,29,Sivaganga,Sivaganga North Sector A,TRANSIT_JUNCTION,9.8851,78.5659
280,114,29,Sivaganga,Sivaganga North Market,TRANSIT_JUNCTION,9.8576,78.5588
281,114,29,Sivaganga,Sivaganga North Bypass Hub,VILLAGE,9.8828,78.5430
282,115,29,Sivaganga,Sivaganga South Sector A,COMMERCIAL,9.8765,78.5050
283,115,29,Sivaganga,Sivaganga South Market,COMMERCIAL,9.9081,78.4609
284,115,29,Sivaganga,Sivaganga South Bypass Hub,TRANSIT_JUNCTION,9.8891,78.4729
285,116,29,Sivaganga,Sivaganga East Sector A,RESIDENTIAL,9.8371,78.4923
286,116,29,Sivaganga,Sivaganga East Market,LOGISTICS_PARK,9.8512,78.5203
287,117,29,Sivaganga,Sivaganga West Sector A,COMMERCIAL,9.8784,78.5313
288,117,29,Sivaganga,Sivaganga West Market,VILLAGE,9.8798,78.5637
289,118,30,Ramanathapuram,Ramanathapuram North Sector A,TRANSIT_JUNCTION,9.4020,78.8110
290,118,30,Ramanathapuram,Ramanathapuram North Market,VILLAGE,9.3902,78.7894
291,119,30,Ramanathapuram,Ramanathapuram South Sector A,RESIDENTIAL,9.3314,78.7915
292,119,30,Ramanathapuram,Ramanathapuram South Market,CAMPUS_ZONE,9.3472,78.7820
293,119,30,Ramanathapuram,Ramanathapuram South Bypass Hub,RESIDENTIAL,9.3399,78.7826
294,120,30,Ramanathapuram,Ramanathapuram East Sector A,VILLAGE,9.2969,78.9058
295,120,30,Ramanathapuram,Ramanathapuram East Market,TRANSIT_JUNCTION,9.3021,78.8623
296,120,30,Ramanathapuram,Ramanathapuram East Bypass Hub,COMMERCIAL,9.3042,78.8743
297,121,30,Ramanathapuram,Ramanathapuram West Sector A,VILLAGE,9.2949,78.8466
298,121,30,Ramanathapuram,Ramanathapuram West Market,RESIDENTIAL,9.2941,78.8511
299,121,30,Ramanathapuram,Ramanathapuram West Bypass Hub,LOGISTICS_PARK,9.2879,78.8655
300,122,31,Virudhunagar,Virudhunagar North Sector A,RESIDENTIAL,9.5540,77.9154
301,122,31,Virudhunagar,Virudhunagar North Market,COMMERCIAL,9.5376,77.9260
302,123,31,Virudhunagar,Virudhunagar South Sector A,LOGISTICS_PARK,9.5620,77.9659
303,123,31,Virudhunagar,Virudhunagar South Market,VILLAGE,9.5588,77.9861
304,124,31,Virudhunagar,Virudhunagar East Sector A,COMMERCIAL,9.6177,78.0372
305,124,31,Virudhunagar,Virudhunagar East Market,TRANSIT_JUNCTION,9.6135,78.0209
306,125,31,Virudhunagar,Virudhunagar West Sector A,COMMERCIAL,9.5361,77.9392
