enforcement_id,district_id,district_name,activity_timestamp,operation_type,outcome_summary,enforcing_agency,data_integrity_score
ENF-2026-00033,3,Madurai,2024-11-13 07:14:45,COASTAL_PATROL_SWEEP,INTERMEDIATE_DISCREPANCY,COASTAL_SECURITY_GROUP,90
ENF-2026-00034,34,Nagapattinam,2025-03-27 20:09:05,HOTEL_LODGE_SURPRISE_INSPECTION,NO_CONTRABAND_FOUND,DISTRICT_SPECIAL_TASK_FORCE,95
ENF-2026-00035,4,Salem,2025-09-10 21:35:46,HOTEL_LODGE_SURPRISE_INSPECTION,NO_CONTRABAND_FOUND,PROHIBITION_ENFORCEMENT_WING,95
ENF-2026-00036,2,Coimbatore,2025-04-21 01:25:18,HOTEL_LODGE_SURPRISE_INSPECTION,SEIZURE_REGISTERED,PROHIBITION_ENFORCEMENT_WING,95
ENF-2026-00037,4,Salem,2026-03-09 00:48:22,SPECIAL_CAMPUS_DRIVE,SEIZURE_REGISTERED,PROHIBITION_ENFORCEMENT_WING,99
ENF-2026-00038,29,Sivaganga,2026-06-10 15:37:21,SPECIAL_CAMPUS_DRIVE,INTERMEDIATE_DISCREPANCY,PROHIBITION_ENFORCEMENT_WING,99
ENF-2026-00039,32,Theni,2026-05-10 11:18:29,SPECIAL_CAMPUS_DRIVE,INTERMEDIATE_DISCREPANCY,COASTAL_SECURITY_GROUP,87
ENF-2026-00040,32,Theni,2025-09-01 15:31:59,HOTEL_LODGE_SURPRISE_INSPECTION,SEIZURE_REGISTERED,PROHIBITION_ENFORCEMENT_WING,96
ENF-2026-00041,34,Nagapattinam,2025-12-07 17:22:25,INTENSIVE_VEHICLE_CHECK,INTERMEDIATE_DISCREPANCY,PROHIBITION_ENFORCEMENT_WING,93
ENF-2026-00042,1,Chennai,2024-09-23 05:28:03,INTENSIVE_VEHICLE_CHECK,NO_CONTRABAND_FOUND,COASTAL_SECURITY_GROUP,92
ENF-2026-00043,17,Chengalpattu,2026-03-27 21:24:04,INTENSIVE_VEHICLE_CHECK,NO_CONTRABAND_FOUND,COASTAL_SECURITY_GROUP,92
ENF-2026-00044,15,Tenkasi,2024-12-22 19:55:28,INTENSIVE_VEHICLE_CHECK,SEIZURE_REGISTERED,PROHIBITION_ENFORCEMENT_WING,86
ENF-2026-00045,7,Tiruppur,2025-12-25 03:14:20,HOTEL_LODGE_SURPRISE_INSPECTION,INTERMEDIATE_DISCREPANCY,PROHIBITION_ENFORCEMENT_WING,95
ENF-2026-00046,1,Chennai,2025-12-31 07:44:01,INTENSIVE_VEHICLE_CHECK,SEIZURE_REGISTERED,COASTAL_SECURITY_GROUP,86
ENF-2026-00047,16,Kancheepuram,2025-03-20 03:32:03,COASTAL_PATROL_SWEEP,NO_CONTRABAND_FOUND,DISTRICT_SPECIAL_TASK_FORCE,88
ENF-2026-00048,24,Nilgiris,2025-05-09 05:00:24,INTENSIVE_VEHICLE_CHECK,SEIZURE_REGISTERED,COASTAL_SECURITY_GROUP,97
ENF-2026-00049,30,Ramanathapuram,2025-02-01 22:47:00,COASTAL_PATROL_SWEEP,INTERMEDIATE_DISCREPANCY,PROHIBITION_ENFORCEMENT_WING,86
ENF-2026-00050,7,Tiruppur,2025-06-18 22:24:16,SPECIAL_CAMPUS_DRIVE,SEIZURE_REGISTERED,COASTAL_SECURITY_GROUP,87
ENF-2026-00051,17,Chengalpattu,2025-04-15 18:50:15,SPECIAL_CAMPUS_DRIVE,SEIZURE_REGISTERED,PROHIBITION_ENFORCEMENT_WING,95
ENF-2026-00052,32,Theni,2025-02-09 19:55:14,INTENSIVE_VEHICLE_CHECK,NO_CONTRABAND_FOUND,DISTRICT_SPECIAL_TASK_FORCE,93
ENF-2026-00053,29,Sivaganga,2026-02-02 21:50:22,COASTAL_PATROL_SWEEP,INTERMEDIATE_DISCREPANCY,DISTRICT_SPECIAL_TASK_FORCE,85
ENF-2026-00054,19,Cuddalore,2026-01-10 17:41:46,SPECIAL_CAMPUS_DRIVE,INTERMEDIATE_DISCREPANCY,COASTAL_SECURITY_GROUP,97
ENF-2026-00055,35,Mayiladuthurai,2025-01-16 08:13:35,INTENSIVE_VEHICLE_CHECK,NO_CONTRABAND_FOUND,COASTAL_SECURITY_GROUP,90
ENF-2026-00056,18,Tiruvallur,2025-06-16 15:30:50,INTENSIVE_VEHICLE_CHECK,NO_CONTRABAND_FOUND,PROHIBITION_ENFORCEMENT_WING,99
ENF-2026-00057,12,Thanjavur,2026-06-16 23:29:02,SPECIAL_CAMPUS_DRIVE,NO_CONTRABAND_FOUND,COASTAL_SECURITY_GROUP,94
ENF-2026-00058,36,Ranipet,2026-06-02 02:15:55,INTENSIVE_VEHICLE_CHECK,INTERMEDIATE_DISCREPANCY,COASTAL_SECURITY_GROUP,89
ENF-2026-00059,14,Kanniyakumari,2025-03-22 22:53:23,SPECIAL_CAMPUS_DRIVE,NO_CONTRABAND_FOUND,COASTAL_SECURITY_GROUP,92
ENF-2026-00060,29,Sivaganga,2025-03-13 10:30:41,COASTAL_PATROL_SWEEP,INTERMEDIATE_DISCREPANCY,COASTAL_SECURITY_GROUP,86
ENF-2026-00061,26,Ariyalur,2025-08-11 23:19:45,HOTEL_LODGE_SURPRISE_INSPECTION,INTERMEDIATE_DISCREPANCY,PROHIBITION_ENFORCEMENT_WING,97
ENF-2026-00062,17,Chengalpattu,2025-01-12 23:35:04,SPECIAL_CAMPUS_DRIVE,INTERMEDIATE_DISCREPANCY,DISTRICT_SPECIAL_TASK_FORCE,87
ENF-2026-00063,14,Kanniyakumari,2026-05-21 18:09:25,SPECIAL_CAMPUS_DRIVE,NO_CONTRABAND_FOUND,DISTRICT_SPECIAL_TASK_FORCE,97
ENF-2026-00064,31,Virudhunagar,2025-11-02 08:47:50,INTENSIVE_VEHICLE_CHECK,INTERMEDIATE_DISCREPANCY,DISTRICT_SPECIAL_TASK_FORCE,92
ENF-2026-00065,1,Chennai,2025-07-04 15:48:22,HOTEL_LODGE_SURPRISE_INSPECTION,INTERMEDIATE_DISCREPANCY,PROHIBITION_ENFORCEMENT_WING,94
ENF-2026-00066,8,Erode,2024-12-12 15:50:32,SPECIAL_CAMPUS_DRIVE,INTERMEDIATE_DISCREPANCY,DISTRICT_SPECIAL_TASK_FORCE,88
ENF-2026-00067,15,Tenkasi,2026-02-20 20:01:35,COASTAL_PATROL_SWEEP,INTERMEDIATE_DISCREPANCY,PROHIBITION_ENFORCEMENT_WING,91
ENF-2026-00068,4,Salem,2026-07-06 06:13:16,INTENSIVE_VEHICLE_CHECK,NO_CONTRABAND_FOUND,PROHIBITION_ENFORCEMENT_WING,86
ENF-2026-00069,4,Salem,2025-07-24 11:14:12,COASTAL_PATROL_SWEEP,NO_CONTRABAND_FOUND,PROHIBITION_ENFORCEMENT_WING,92
ENF-2026-00070,3,Madurai,2025-12-04 11:57:20,INTENSIVE_VEHICLE_CHECK,INTERMEDIATE_DISCREPANCY,PROHIBITION_ENFORCEMENT_WING,98
ENF-2026-00071,27,Perambalur,2026-07-02 19:19:36,INTENSIVE_VEHICLE_CHECK,INTERMEDIATE_DISCREPANCY,PROHIBITION_ENFORCEMENT_WING,88
ENF-2026-00072,24,Nilgiris,2026-01-26 22:18:49,COASTAL_PATROL_SWEEP,NO_CONTRABAND_FOUND,COASTAL_SECURITY_GROUP,94
ENF-2026-00073,19,Cuddalore,2025-02-07 08:38:21,SPECIAL_CAMPUS_DRIVE,INTERMEDIATE_DISCREPANCY,PROHIBITION_ENFORCEMENT_WING,90
ENF-2026-00074,18,Tiruvallur,2025-01-20 02:03:36,COASTAL_PATROL_SWEEP,SEIZURE_REGISTERED,DISTRICT_SPECIAL_TASK_FORCE,85
ENF-2026-00075,9,Vellore,2024-11-11 14:32:43,SPECIAL_CAMPUS_DRIVE,SEIZURE_REGISTERED,DISTRICT_SPECIAL_TASK_FORCE,99
ENF-2026-00076,36,Ranipet,2026-05-10 10:51:41,HOTEL_LODGE_SURPRISE_INSPECTION,INTERMEDIATE_DISCREPANCY,COASTAL_SECURITY_GROUP,85
ENF-2026-00077,4,Salem,2026-05-28 05:08:54,HOTEL_LODGE_SURPRISE_INSPECTION,INTERMEDIATE_DISCREPANCY,DISTRICT_SPECIAL_TASK_FORCE,99
ENF-2026-00078,6,Tirunelveli,2026-04-05 05:41:15,COASTAL_PATROL_SWEEP,INTERMEDIATE_DISCREPANCY,COASTAL_SECURITY_GROUP,89
ENF-2026-00079,23,Namakkal,2025-11-29 20:53:25,HOTEL_LODGE_SURPRISE_INSPECTION,SEIZURE_REGISTERED,DISTRICT_SPECIAL_TASK_FORCE,98
ENF-2026-00080,18,Tiruvallur,2025-10-23 22:03:02,COASTAL_PATROL_SWEEP,NO_CONTRABAND_FOUND,DISTRICT_SPECIAL_TASK_FORCE,91
ENF-2026-00081,3,Madurai,2026-04-03 10:38:47,INTENSIVE_VEHICLE_CHECK,NO_CONTRABAND_FOUND,DISTRICT_SPECIAL_TASK_FORCE,99
ENF-2026-00082,33,Thiruvarur,2024-11-25 19:25:34,HOTEL_LODGE_SURPRISE_INSPECTION,INTERMEDIATE_DISCREPANCY,COASTAL_SECURITY_GROUP,86
ENF-2026-00083,2,Coimbatore,2026-07-19 13:30:02,COASTAL_PATROL_SWEEP,INTERMEDIATE_DISCREPANCY,COASTAL_SECURITY_GROUP,94
ENF-2026-00084,34,Nagapattinam,2025-09-09 14:30:03,INTENSIVE_VEHICLE_CHECK,INTERMEDIATE_DISCREPANCY,DISTRICT_SPECIAL_TASK_FORCE,96
ENF-2026-00085,35,Mayiladuthurai,2025-11-21 10:49:21,INTENSIVE_VEHICLE_CHECK,SEIZURE_REGISTERED,COASTAL_SECURITY_GROUP,98
ENF-2026-00086,14,Kanniyakumari,2025-04-23 19:22:13,COASTAL_PATROL_SWEEP,SEIZURE_REGISTERED,DISTRICT_SPECIAL_TASK_FORCE,96
ENF-2026-00087,35,Mayiladuthurai,2025-10-27 21:26:15,HOTEL_LODGE_SURPRISE_INSPECTION,NO_CONTRABAND_FOUND,DISTRICT_SPECIAL_TASK_FORCE,88
ENF-2026-00088,16,Kancheepuram,2026-07-05 22:25:58,COASTAL_PATROL_SWEEP,SEIZURE_REGISTERED,DISTRICT_SPECIAL_TASK_FORCE,99
ENF-2026-00089,8,Erode,2024-12-11 23:05:56,SPECIAL_CAMPUS_DRIVE,INTERMEDIATE_DISCREPANCY,PROHIBITION_ENFORCEMENT_WING,99
ENF-2026-00090,29,Sivaganga,2025-11-03 05:13:05,HOTEL_LODGE_SURPRISE_INSPECTION,NO_CONTRABAND_FOUND,PROHIBITION_ENFORCEMENT_WING,91
ENF-2026-00091,22,Dharmapuri,2025-03-23 10:28:46,HOTEL_LODGE_SURPRISE_INSPECTION,INTERMEDIATE_DISCREPANCY,PROHIBITION_ENFORCEMENT_WING,97
ENF-2026-00092,13,Thoothukudi,2025-11-29 15:21:34,HOTEL_LODGE_SURPRISE_INSPECTION,NO_CONTRABAND_FOUND,COASTAL_SECURITY_GROUP,93
ENF-2026-00093,22,Dharmapuri,2026-04-26 14:02:40,SPECIAL_CAMPUS_DRIVE,INTERMEDIATE_DISCREPANCY,COASTAL_SECURITY_GROUP,95
ENF-2026-00094,13,Thoothukudi,2026-01-12 12:11:50,INTENSIVE_VEHICLE_CHECK,NO_CONTRABAND_FOUND,COASTAL_SECURITY_GROUP,88
ENF-2026-00095,16,Kancheepuram,2026-04-04 11:29:38,SPECIAL_CAMPUS_DRIVE,NO_CONTRABAND_FOUND,PROHIBITION_ENFORCEMENT_WING,86
ENF-2026-00096,18,Tiruvallur,2026-04-12 23:16:46,COASTAL_PATROL_SWEEP,NO_CONTRABAND_FOUND,PROHIBITION_ENFORCEMENT_WING,87
ENF-2026-00097,12,Thanjavur,2025-03-16 00:12:59,COASTAL_PATROL_SWEEP,INTERMEDIATE_DISCREPANCY,DISTRICT_SPECIAL_TASK_FORCE,86
ENF-2026-00098,12,Thanjavur,2025-03-04 10:02:00,COASTAL_PATROL_SWEEP,INTERMEDIATE_DISCREPANCY,PROHIBITION_ENFORCEMENT_WING,91
ENF-2026-00099,5,Tiruchirappalli,2025-05-07 15:12:22,SPECIAL_CAMPUS_DRIVE,NO_CONTRABAND_FOUND,COASTAL_SECURITY_GROUP,98
ENF-2026-00100,19,Cuddalore,2025-05-16 17:20:47,SPECIAL_CAMPUS_DRIVE,INTERMEDIATE_DISCREPANCY,PROHIBITION_ENFORCEMENT_WING,96
ENF-2026-00101,28,Pudukkottai,2025-03-23 00:44:56,INTENSIVE_VEHICLE_CHECK,INTERMEDIATE_DISCREPANCY,DISTRICT_SPECIAL_TASK_FORCE,85
ENF-2026-00102,28,Pudukkottai,2026-05-18 23:07:47,SPECIAL_CAMPUS_DRIVE,SEIZURE_REGISTERED,DISTRICT_SPECIAL_TASK_FORCE,98
ENF-2026-00103,26,Ariyalur,2026-06-17 00:58:07,INTENSIVE_VEHICLE_CHECK,SEIZURE_REGISTERED,COASTAL_SECURITY_GROUP,93
ENF-2026-00104,37,Tirupathur,2024-12-01 09:57:12,HOTEL_LODGE_SURPRISE_INSPECTION,INTERMEDIATE_DISCREPANCY,PROHIBITION_ENFORCEMENT_WING,92
ENF-2026-00105,11,Dindigul,2025-02-26 08:30:30,HOTEL_LODGE_SURPRISE_INSPECTION,NO_CONTRABAND_FOUND,PROHIBITION_ENFORCEMENT_WING,85
ENF-2026-00106,31,Virudhunagar,2026-03-07 20:34:34,INTENSIVE_VEHICLE_CHECK,NO_CONTRABAND_FOUND,DISTRICT_SPECIAL_TASK_FORCE,86
ENF-2026-00107,22,Dharmapuri,2025-08-27 17:42:10,COASTAL_PATROL_SWEEP,NO_CONTRABAND_FOUND,COASTAL_SECURITY_GROUP,99
ENF-2026-00108,36,Ranipet,2025-02-28 14:56:33,INTENSIVE_VEHICLE_CHECK,INTERMEDIATE_DISCREPANCY,DISTRICT_SPECIAL_TASK_FORCE,92
ENF-2026-00109,23,Namakkal,2026-02-28 22:30:33,COASTAL_PATROL_SWEEP,SEIZURE_REGISTERED,DISTRICT_SPECIAL_TASK_FORCE,86
ENF-2026-00110,21,Kallakurichi,2025-07-14 04:32:43,COASTAL_PATROL_SWEEP,NO_CONTRABAND_FOUND,PROHIBITION_ENFORCEMENT_WING,93
ENF-2026-00111,1,Chennai,2026-07-16 01:07:01,COASTAL_PATROL_SWEEP,NO_CONTRABAND_FOUND,PROHIBITION_ENFORCEMENT_WING,90
ENF-2026-00112,7,Tiruppur,2026-08-17 03:36:32,SPECIAL_CAMPUS_DRIVE,NO_CONTRABAND_FOUND,COASTAL_SECURITY_GROUP,95
ENF-2026-00113,30,Ramanathapuram,2025-02-19 15:27:31,INTENSIVE_VEHICLE_CHECK,SEIZURE_REGISTERED,COASTAL_SECURITY_GROUP,89
ENF-2026-00114,2,Coimbatore,2026-03-24 23:17:44,HOTEL_LODGE_SURPRISE_INSPECTION,NO_CONTRABAND_FOUND,PROHIBITION_ENFORCEMENT_WING,93
ENF-2026-00115,21,Kallakurichi,2025-03-17 23:25:27,SPECIAL_CAMPUS_DRIVE,SEIZURE_REGISTERED,COASTAL_SECURITY_GROUP,87
ENF-2026-00116,4,Salem,2025-07-27 08:57:48,COASTAL_PATROL_SWEEP,INTERMEDIATE_DISCREPANCY,PROHIBITION_ENFORCEMENT_WING,91
ENF-2026-00117,19,Cuddalore,2026-06-08 14:14:50,COASTAL_PATROL_SWEEP,INTERMEDIATE_DISCREPANCY,COASTAL_SECURITY_GROUP,91
ENF-2026-00118,34,Nagapattinam,2025-09-26 10:26:04,SPECIAL_CAMPUS_DRIVE,INTERMEDIATE_DISCREPANCY,COASTAL_SECURITY_GROUP,92
ENF-2026-00119,28,Pudukkottai,2025-03-04 20:56:20,SPECIAL_CAMPUS_DRIVE,SEIZURE_REGISTERED,DISTRICT_SPECIAL_TASK_FORCE,89
ENF-2026-00120,8,Erode,2025-06-27 20:17:44,SPECIAL_CAMPUS_DRIVE,NO_CONTRABAND_FOUND,DISTRICT_SPECIAL_TASK_FORCE,87
ENF-2026-00121,19,Cuddalore,2026-01-25 05:32:03,HOTEL_LODGE_SURPRISE_INSPECTION,NO_CONTRABAND_FOUND,PROHIBITION_ENFORCEMENT_WING,94
ENF-2026-00122,4,Salem,2026-05-19 12:12:41,INTENSIVE_VEHICLE_CHECK,INTERMEDIATE_DISCREPANCY,DISTRICT_SPECIAL_TASK_FORCE,92
ENF-2026-00123,17,Chengalpattu,2025-08-12 18:40:15,SPECIAL_CAMPUS_DRIVE,INTERMEDIATE_DISCREPANCY,PROHIBITION_ENFORCEMENT_WING,91
ENF-2026-00124,29,Sivaganga,2025-04-12 08:22:07,HOTEL_LODGE_SURPRISE_INSPECTION,NO_CONTRABAND_FOUND,PROHIBITION_ENFORCEMENT_WING,94
ENF-2026-00125,20,Viluppuram,2024-11-28 06:18:44,INTENSIVE_VEHICLE_CHECK,INTERMEDIATE_DISCREPANCY,PROHIBITION_ENFORCEMENT_WING,89
ENF-2026-00126,32,Theni,2026-06-15 21:32:06,SPECIAL_CAMPUS_DRIVE,SEIZURE_REGISTERED,PROHIBITION_ENFORCEMENT_WING,92
ENF-2026-00127,22,Dharmapuri,2024-12-30 09:04:40,SPECIAL_CAMPUS_DRIVE,NO_CONTRABAND_FOUND,DISTRICT_SPECIAL_TASK_FORCE,93
ENF-2026-00128,32,Theni,2024-12-02 21:13:29,COASTAL_PATROL_SWEEP,INTERMEDIATE_DISCREPANCY,DISTRICT_SPECIAL_TASK_FORCE,92
ENF-2026-00129,12,Thanjavur,2024-10-29 23:34:32,HOTEL_LODGE_SURPRISE_INSPECTION,SEIZURE_REGISTERED,DISTRICT_SPECIAL_TASK_FORCE,92
ENF-2026-00130,32,Theni,2025-05-04 05:26:43,SPECIAL_CAMPUS_DRIVE,NO_CONTRABAND_FOUND,DISTRICT_SPECIAL_TASK_FORCE,96
ENF-2026-00131,20,Viluppuram,2025-05-11 19:33:05,HOTEL_LODGE_SURPRISE_INSPECTION,INTERMEDIATE_DISCREPANCY,COASTAL_SECURITY_GROUP,99
ENF-2026-00132,3,Madurai,2025-06-06 05:25:37,COASTAL_PATROL_SWEEP,SEIZURE_REGISTERED,COASTAL_SECURITY_GROUP,94
ENF-2026-00133,13,Thoothukudi,2025-05-14 04:33:58,COASTAL_PATROL_SWEEP,NO_CONTRABAND_FOUND,DISTRICT_SPECIAL_TASK_FORCE,93
ENF-2026-00134,26,Ariyalur,2025-09-10 19:09:55,COASTAL_PATROL_SWEEP,SEIZURE_REGISTERED,DISTRICT_SPECIAL_TASK_FORCE,93
ENF-2026-00135,31,Virudhunagar,2026-03-18 12:42:02,INTENSIVE_VEHICLE_CHECK,INTERMEDIATE_DISCREPANCY,COASTAL_SECURITY_GROUP,88
ENF-2026-00136,31,Virudhunagar,2025-11-22 09:12:06,COASTAL_PATROL_SWEEP,INTERMEDIATE_DISCREPANCY,COASTAL_SECURITY_GROUP,96
ENF-2026-00137,36,Ranipet,2025-10-30 07:53:44,COASTAL_PATROL_SWEEP,NO_CONTRABAND_FOUND,COASTAL_SECURITY_GROUP,90
ENF-2026-00138,29,Sivaganga,2025-01-02 04:42:53,INTENSIVE_VEHICLE_CHECK,INTERMEDIATE_DISCREPANCY,DISTRICT_SPECIAL_TASK_FORCE,97
ENF-2026-00139,9,Vellore,2025-05-15 13:25:49,INTENSIVE_VEHICLE_CHECK,SEIZURE_REGISTERED,PROHIBITION_ENFORCEMENT_WING,98
ENF-2026-00140,29,Sivaganga,2026-04-07 13:50:28,COASTAL_PATROL_SWEEP,INTERMEDIATE_DISCREPANCY,PROHIBITION_ENFORCEMENT_WING,96
ENF-2026-00141,9,Vellore,2024-11-25 14:25:57,HOTEL_LODGE_SURPRISE_INSPECTION,NO_CONTRABAND_FOUND,DISTRICT_SPECIAL_TASK_FORCE,89
ENF-2026-00142,6,Tirunelveli,2026-08-17 16:08:24,COASTAL_PATROL_SWEEP,SEIZURE_REGISTERED,PROHIBITION_ENFORCEMENT_WING,90
ENF-2026-00143,27,Perambalur,2025-03-20 03:44:21,SPECIAL_CAMPUS_DRIVE,INTERMEDIATE_DISCREPANCY,PROHIBITION_ENFORCEMENT_WING,95
ENF-2026-00144,20,Viluppuram,2025-04-18 12:41:22,SPECIAL_CAMPUS_DRIVE,SEIZURE_REGISTERED,PROHIBITION_ENFORCEMENT_WING,89
ENF-2026-00145,16,Kancheepuram,2026-06-17 23:25:10,HOTEL_LODGE_SURPRISE_INSPECTION,SEIZURE_REGISTERED,COASTAL_SECURITY_GROUP,91
ENF-2026-00146,18,Tiruvallur,2025-06-13 19:19:08,HOTEL_LODGE_SURPRISE_INSPECTION,NO_CONTRABAND_FOUND,DISTRICT_SPECIAL_TASK_FORCE,89
ENF-2026-00147,35,Mayiladuthurai,2026-05-31 12:58:39,INTENSIVE_VEHICLE_CHECK,NO_CONTRABAND_FOUND,COASTAL_SECURITY_GROUP,89
ENF-2026-00148,6,Tirunelveli,2024-12-01 14:15:22,INTENSIVE_VEHICLE_CHECK,INTERMEDIATE_DISCREPANCY,PROHIBITION_ENFORCEMENT_WING,91
ENF-2026-00149,1,Chennai,2025-09-13 20:06:53,HOTEL_LODGE_SURPRISE_INSPECTION,INTERMEDIATE_DISCREPANCY,COASTAL_SECURITY_GROUP,94
ENF-2026-00150,18,Tiruvallur,2025-12-14 06:09:18,INTENSIVE_VEHICLE_CHECK,INTERMEDIATE_DISCREPANCY,PROHIBITION_ENFORCEMENT_WING,94
ENF-2026-00151,1,Chennai,2026-03-31 20:45:10,HOTEL_LODGE_SURPRISE_INSPECTION,INTERMEDIATE_DISCREPANCY,COASTAL_SECURITY_GROUP,98
ENF-2026-00152,9,Vellore,2025-08-20 10:18:38,SPECIAL_CAMPUS_DRIVE,SEIZURE_REGISTERED,DISTRICT_SPECIAL_TASK_FORCE,96
